"code","npias","name","city","state","ADO","service_level","district","id","grant_id","airport_id","npr","description","total","stimulus","discretionary","entitlement","fiscal_year"
"2I0","21-0033","Madisonville Municipal","Madisonville","KY","MEM","GA",1,54156,"3-21-0033-015-2007","2I0",47,"Construct Taxiway",253436.00,0.00,0.00,253436.00,2007
"2I0","21-0033","Madisonville Municipal","Madisonville","KY","MEM","GA",1,57741,"3-21-0033-016-2008","2I0",42,"Acquire Land For Approaches",105975.00,0.00,0.00,105975.00,2008
"2I0","21-0033","Madisonville Municipal","Madisonville","KY","MEM","GA",1,57775,"3-21-0033-017-2008","2I0",47,"Construct Taxiway",3216284.00,0.00,3191001.00,25283.00,2008
"2I0","21-0033","Madisonville Municipal","Madisonville","KY","MEM","GA",1,61911,"3-21-0033-018-2009","2I0",18,"Construct Fuel Farm",91131.00,0.00,0.00,91131.00,2009
"2I0","21-0033","Madisonville Municipal","Madisonville","KY","MEM","GA",1,61921,"3-21-0033-019-2009","2I0",58,"Rehabilitate Apron",1200000.00,1200000.00,0.00,0.00,2009
"2I0","21-0033","Madisonville Municipal","Madisonville","KY","MEM","GA",1,61925,"3-21-0033-020-2009","2I0",18,"Construct Fuel Farm",124175.00,0.00,0.00,124175.00,2009
"2I0","21-0033","Madisonville Municipal","Madisonville","KY","MEM","GA",1,61926,"3-21-0033-020-2009","2I0",64,"Update Airport Master Plan Study",55000.00,0.00,0.00,55000.00,2009
"5M9","21-0071","Marion-Crittenden County","Marion","KY","MEM","GA",1,47055,"3-21-0071-005-2005","5M9",38,"Install Perimeter Fencing",95157.00,0.00,12663.00,82494.00,2005
"5M9","21-0071","Marion-Crittenden County","Marion","KY","MEM","GA",1,47056,"3-21-0071-005-2005","5M9",45,"Install Runway Lighting",362493.00,0.00,0.00,362493.00,2005
"5M9","21-0071","Marion-Crittenden County","Marion","KY","MEM","GA",1,50674,"3-21-0071-006-2006","5M9",29,"Construct Building",300000.00,0.00,0.00,300000.00,2006
"5M9","21-0071","Marion-Crittenden County","Marion","KY","MEM","GA",1,57774,"3-21-0071-007-2008","5M9",17,"Construct Fuel Farm",185343.00,0.00,0.00,185343.00,2008
"5M9","21-0071","Marion-Crittenden County","Marion","KY","MEM","GA",1,61948,"3-21-0071-008-2009","5M9",66,"Rehabilitate Runway",81525.00,0.00,0.00,81525.00,2009
"M25","21-0034","Mayfield Graves County","Mayfield","KY","MEM","GA",1,50669,"3-21-0034-008-2006","M25",29,"Construct Building",321261.00,0.00,0.00,321261.00,2006
"M25","21-0034","Mayfield Graves County","Mayfield","KY","MEM","GA",1,57738,"3-21-0034-009-2008","M25",29,"Construct Building",45154.00,0.00,0.00,45154.00,2008
"M25","21-0034","Mayfield Graves County","Mayfield","KY","MEM","GA",1,61879,"3-21-0034-010-2009","M25",29,"Construct Building",201343.00,0.00,0.00,201343.00,2009
"M25","21-0034","Mayfield Graves County","Mayfield","KY","MEM","GA",1,61931,"3-21-0034-011-2009","M25",29,"Construct Building",253956.00,0.00,0.00,253956.00,2009
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,47107,"3-21-0035-007-2005","1A6",44,"Improve Airport Drainage",8550.00,0.00,0.00,8550.00,2005
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,47108,"3-21-0035-007-2005","1A6",45,"Install Airfield Guidance Signs",9500.00,0.00,0.00,9500.00,2005
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,47109,"3-21-0035-007-2005","1A6",41,"Expand Apron",97500.00,0.00,0.00,97500.00,2005
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,47110,"3-21-0035-007-2005","1A6",47,"Mark Obstructions",9500.00,0.00,0.00,9500.00,2005
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,47111,"3-21-0035-007-2005","1A6",41,"Install Perimeter Fencing",19950.00,0.00,0.00,19950.00,2005
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,50693,"3-21-0035-008-2006","1A6",41,"Install Perimeter Fencing",17874.00,0.00,0.00,17874.00,2006
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,50694,"3-21-0035-008-2006","1A6",41,"Expand Apron",51066.00,0.00,0.00,51066.00,2006
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,50695,"3-21-0035-008-2006","1A6",44,"Improve Airport Drainage",81060.00,0.00,0.00,81060.00,2006
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,54147,"3-21-0035-009-2007","1A6",45,"Install Weather Reporting Equipment",22486.00,0.00,0.00,22486.00,2007
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,54148,"3-21-0035-009-2007","1A6",44,"Improve Airport Drainage",51379.00,0.00,0.00,51379.00,2007
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,54149,"3-21-0035-009-2007","1A6",48,"Install Runway Vertical/Visual Guidance System",11742.00,0.00,0.00,11742.00,2007
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,54150,"3-21-0035-009-2007","1A6",56,"Conduct Miscellaneous Study",19000.00,0.00,0.00,19000.00,2007
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,54151,"3-21-0035-009-2007","1A6",35,"Improve Terminal Building",45393.00,0.00,0.00,45393.00,2007
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,57781,"3-21-0035-010-2008","1A6",44,"Improve Airport Drainage",14340.00,0.00,0.00,14340.00,2008
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,57782,"3-21-0035-010-2008","1A6",84,"Install Runway Distance-To-Go Signs",2850.00,0.00,0.00,2850.00,2008
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,57783,"3-21-0035-010-2008","1A6",66,"Conduct Airport Master Plan Study",94050.00,0.00,0.00,94050.00,2008
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,57797,"3-21-0035-011-2008","1A6",44,"Improve Airport Drainage",20710.00,0.00,0.00,20710.00,2008
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,57798,"3-21-0035-011-2008","1A6",47,"Acquire Snow Removal Equipment",18050.00,0.00,0.00,18050.00,2008
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,61901,"3-21-0035-012-2009","1A6",66,"Conduct Airport Master Plan Study",48693.00,0.00,0.00,48693.00,2009
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,61943,"3-21-0035-013-2009","1A6",60,"Rehabilitate Apron",350000.00,0.00,0.00,350000.00,2009
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,61944,"3-21-0035-013-2009","1A6",41,"Install Perimeter Fencing",7552.00,0.00,0.00,7552.00,2009
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,61945,"3-21-0035-013-2009","1A6",44,"Improve Airport Drainage",25830.00,0.00,0.00,25830.00,2009
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,61946,"3-21-0035-013-2009","1A6",19,"Improve Fuel Farm",1425.00,0.00,0.00,1425.00,2009
"1A6","21-0035","Middlesboro-Bell County","Middlesboro","KY","MEM","GA",5,61947,"3-21-0035-013-2009","1A6",66,"Conduct Airport Master Plan Study",66500.00,0.00,0.00,66500.00,2009
"EKQ","21-0036","Wayne County","Monticello","KY","MEM","GA",5,57763,"3-21-0036-005-2008","EKQ",79,"Install Runway Lighting",396580.00,0.00,47375.00,349205.00,2008
"EKQ","21-0036","Wayne County","Monticello","KY","MEM","GA",5,61887,"3-21-0036-006-2009","EKQ",64,"Update Airport Master Plan Study",60000.00,0.00,0.00,60000.00,2009
"M97","21-0087","Morehead-Rowan County Clyde A. Thomas Regional","Morehead","KY","MEM","GA",5,47106,"3-21-0037-003-2005","M97",40,"Construct New Airport",601580.00,0.00,0.00,601580.00,2005
"M97","21-0087","Morehead-Rowan County Clyde A. Thomas Regional","Morehead","KY","MEM","GA",5,50675,"3-21-0087-001-2006","M97",40,"Construct New Airport",3766984.00,0.00,0.00,3766984.00,2006
"M97","21-0087","Morehead-Rowan County Clyde A. Thomas Regional","Morehead","KY","MEM","GA",5,50724,"3-21-0087-002-2006","M97",40,"Construct New Airport",1183225.00,0.00,1183225.00,0.00,2006
"M97","21-0087","Morehead-Rowan County Clyde A. Thomas Regional","Morehead","KY","MEM","GA",5,61909,"3-21-0087-003-2009","M97",17,"Construct Fuel Farm",129679.00,0.00,0.00,129679.00,2009
"M97","21-0087","Morehead-Rowan County Clyde A. Thomas Regional","Morehead","KY","MEM","GA",5,61959,"3-21-0087-004-2009","M97",17,"Construct Fuel Farm",81820.00,0.00,0.00,81820.00,2009
"IOB","21-0038","Mount Sterling-Montgomery County","Mount Sterling","KY","MEM","GA",6,47102,"3-21-0038-009-2005","IOB",70,"Rehabilitate Runway",256912.00,0.00,0.00,256912.00,2005
"IOB","21-0038","Mount Sterling-Montgomery County","Mount Sterling","KY","MEM","GA",6,47103,"3-21-0038-009-2005","IOB",48,"Improve Runway Safety Area",104275.00,0.00,0.00,104275.00,2005
"IOB","21-0038","Mount Sterling-Montgomery County","Mount Sterling","KY","MEM","GA",6,47104,"3-21-0038-009-2005","IOB",66,"Rehabilitate Taxiway",50000.00,0.00,0.00,50000.00,2005
"IOB","21-0038","Mount Sterling-Montgomery County","Mount Sterling","KY","MEM","GA",6,47105,"3-21-0038-009-2005","IOB",70,"Rehabilitate Runway",146877.00,0.00,0.00,146877.00,2005
"IOB","21-0038","Mount Sterling-Montgomery County","Mount Sterling","KY","MEM","GA",6,57733,"3-21-0038-010-2008","IOB",44,"Acquire Land For Approaches",224797.00,0.00,0.00,224797.00,2008
"IOB","21-0038","Mount Sterling-Montgomery County","Mount Sterling","KY","MEM","GA",6,57794,"3-21-0038-011-2008","IOB",44,"Acquire Land For Approaches",78326.00,0.00,0.00,78326.00,2008
"IOB","21-0038","Mount Sterling-Montgomery County","Mount Sterling","KY","MEM","GA",6,61861,"3-21-0038-012-2009","IOB",93,"Remove Obstructions",48693.00,0.00,0.00,48693.00,2009
"IOB","21-0038","Mount Sterling-Montgomery County","Mount Sterling","KY","MEM","GA",6,61962,"3-21-0038-013-2009","IOB",93,"Remove Obstructions",13000.00,0.00,0.00,13000.00,2009
"CEY","21-0040","Kyle-Oakley Field","Murray","KY","MEM","GA",1,47087,"3-21-0040-014-2005","CEY",31,"Construct Building",45781.00,0.00,0.00,45781.00,2005
"CEY","21-0040","Kyle-Oakley Field","Murray","KY","MEM","GA",1,50671,"3-21-0040-015-2006","CEY",31,"Construct Building",337785.00,0.00,0.00,337785.00,2006
"CEY","21-0040","Kyle-Oakley Field","Murray","KY","MEM","GA",1,54184,"3-21-0040-016-2007","CEY",47,"Improve Runway Safety Area",992746.00,0.00,73781.00,918965.00,2007
"CEY","21-0040","Kyle-Oakley Field","Murray","KY","MEM","GA",1,57735,"3-21-0040-017-2008","CEY",42,"Acquire Land For Approaches",111240.00,0.00,0.00,111240.00,2008
"CEY","21-0040","Kyle-Oakley Field","Murray","KY","MEM","GA",1,57789,"3-21-0040-018-2008","CEY",42,"Acquire Land For Approaches",38760.00,0.00,0.00,38760.00,2008
"CEY","21-0040","Kyle-Oakley Field","Murray","KY","MEM","GA",1,61875,"3-21-0040-019-2009","CEY",38,"Acquire Equipment",13670.00,0.00,0.00,13670.00,2009
"CEY","21-0040","Kyle-Oakley Field","Murray","KY","MEM","GA",1,61876,"3-21-0040-019-2009","CEY",44,"Acquire Emergency Generator",35023.00,0.00,0.00,35023.00,2009
"CEY","21-0040","Kyle-Oakley Field","Murray","KY","MEM","GA",1,61956,"3-21-0040-020-2009","CEY",45,"Install Instrument Approach Aid",92711.00,0.00,0.00,92711.00,2009
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,47050,"3-21-0042-032-2005","OWB",54,"Extend Runway",2500000.00,0.00,1500000.00,1000000.00,2005
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,50685,"3-21-0042-033-2006","OWB",54,"Extend Runway",500052.00,0.00,0.00,500052.00,2006
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,50716,"3-21-0042-034-2006","OWB",54,"Extend Runway",2565000.00,0.00,2565000.00,0.00,2006
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,54194,"3-21-0042-035-2007","OWB",48,"Extend Runway",1157327.00,0.00,1059166.00,98161.00,2007
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,57804,"3-21-0042-036-2008","OWB",47,"Acquire Snow Removal Equipment",38760.00,0.00,0.00,38760.00,2008
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,61858,"3-21-0042-037-2009","OWB",47,"Acquire Snow Removal Equipment",15000.00,0.00,0.00,15000.00,2009
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,61859,"3-21-0042-037-2009","OWB",66,"Update Airport Master Plan Study",159953.00,0.00,0.00,159953.00,2009
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,61923,"3-21-0042-038-2009","OWB",95,"Acquire Aircraft Rescue & Fire Fighting Vehicle",654530.00,654530.00,0.00,0.00,2009
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,61924,"3-21-0042-039-2009","OWB",60,"Rehabilitate Apron",2314000.00,2314000.00,0.00,0.00,2009
"OWB","21-0042","Owensboro-Daviess County","Owensboro","KY","MEM","GA",2,61928,"3-21-0042-040-2009","OWB",66,"Update Airport Master Plan Study",101307.00,0.00,0.00,101307.00,2009
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,47082,"3-21-0043-026-2005","PAH",70,"Rehabilitate Runway",163351.00,0.00,0.00,163351.00,2005
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,47114,"3-21-0043-027-2005","PAH",70,"Rehabilitate Runway",1295460.00,0.00,0.00,1295460.00,2005
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,47115,"3-21-0043-027-2005","PAH",70,"Rehabilitate Runway",1016678.00,0.00,0.00,1016678.00,2005
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,47116,"3-21-0043-027-2005","PAH",70,"Rehabilitate Runway",1964041.00,0.00,1964041.00,0.00,2005
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,50676,"3-21-0043-028-2006","PAH",94,"Improve Runway Safety Area",703360.00,0.00,692231.00,11129.00,2006
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,50706,"3-21-0043-029-2006","PAH",60,"Rehabilitate Apron",526000.00,0.00,526000.00,0.00,2006
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,54137,"3-21-0043-030-2007","PAH",60,"Rehabilitate Apron",214871.00,0.00,0.00,214871.00,2007
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,54187,"3-21-0043-031-2007","PAH",59,"Construct Deicing Containment Facility",91037.00,0.00,0.00,91037.00,2007
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,54188,"3-21-0043-031-2007","PAH",39,"Expand Snow Removal Equipment Building",115644.00,0.00,0.00,115644.00,2007
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,54189,"3-21-0043-031-2007","PAH",44,"Improve Airport Drainage",101353.00,0.00,0.00,101353.00,2007
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,54190,"3-21-0043-031-2007","PAH",47,"Remove Obstructions",30972.00,0.00,0.00,30972.00,2007
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,54191,"3-21-0043-031-2007","PAH",83,"Security Enhancements",32300.00,0.00,0.00,32300.00,2007
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,54192,"3-21-0043-031-2007","PAH",47,"Acquire Snow Removal Equipment",222728.00,0.00,0.00,222728.00,2007
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,54193,"3-21-0043-031-2007","PAH",66,"Rehabilitate Taxiway Lighting",15818.00,0.00,0.00,15818.00,2007
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57748,"3-21-0043-032-2008","PAH",40,"Acquire Equipment",24225.00,0.00,0.00,24225.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57749,"3-21-0043-032-2008","PAH",38,"Construct Terminal Building",66500.00,0.00,0.00,66500.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57750,"3-21-0043-032-2008","PAH",83,"Security Enhancements",30400.00,0.00,0.00,30400.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57751,"3-21-0043-032-2008","PAH",87,"Install Airport Beacons",8936.00,0.00,0.00,8936.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57752,"3-21-0043-032-2008","PAH",56,"Conduct Miscellaneous Study",47975.00,0.00,0.00,47975.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57753,"3-21-0043-032-2008","PAH",22,"Expand Access Road",667348.00,0.00,0.00,667348.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57790,"3-21-0043-033-2008","PAH",40,"Acquire Aircraft Rescue & Fire Fighting Safety Equipment",3135.00,0.00,0.00,3135.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57791,"3-21-0043-033-2008","PAH",45,"Install Airfield Guidance Signs",23750.00,0.00,0.00,23750.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57792,"3-21-0043-033-2008","PAH",45,"Acquire Emergency Generator",81225.00,0.00,0.00,81225.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,57793,"3-21-0043-033-2008","PAH",60,"Rehabilitate Apron",188708.00,0.00,0.00,188708.00,2008
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,61867,"3-21-0043-034-2009","PAH",29,"Acquire Handicap Passenger Lift Device",38000.00,0.00,0.00,38000.00,2009
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,61868,"3-21-0043-034-2009","PAH",44,"Improve Airport Erosion Control",200000.00,0.00,0.00,200000.00,2009
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,61869,"3-21-0043-034-2009","PAH",95,"Acquire Safety Equipment and/or Fencing",16815.00,0.00,0.00,16815.00,2009
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,61870,"3-21-0043-034-2009","PAH",70,"Rehabilitate Runway",108782.00,0.00,0.00,108782.00,2009
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,61933,"3-21-0043-035-2009","PAH",44,"Improve Airport Erosion Control",428833.00,0.00,0.00,428833.00,2009
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,61934,"3-21-0043-035-2009","PAH",70,"Rehabilitate Runway",158754.00,0.00,0.00,158754.00,2009
"PAH","21-0043","Barkley Regional","Paducah","KY","MEM","P",1,61935,"3-21-0043-035-2009","PAH",44,"Construct Apron",47150.00,0.00,0.00,47150.00,2009
"PBX","21-0044","Pike County-Hatcher Field","Pikeville","KY","MEM","GA",5,47089,"3-21-0044-007-2005","PBX",47,"Install Runway Vertical/Visual Guidance System",27000.00,0.00,0.00,27000.00,2005
"PBX","21-0044","Pike County-Hatcher Field","Pikeville","KY","MEM","GA",5,47090,"3-21-0044-007-2005","PBX",31,"Rehabilitate Building",154562.00,0.00,0.00,154562.00,2005
"PBX","21-0044","Pike County-Hatcher Field","Pikeville","KY","MEM","GA",5,50690,"3-21-0044-008-2006","PBX",40,"Install Perimeter Fencing",150000.00,0.00,0.00,150000.00,2006
"PBX","21-0044","Pike County-Hatcher Field","Pikeville","KY","MEM","GA",5,50691,"3-21-0044-008-2006","PBX",40,"Install Perimeter Fencing",279464.00,0.00,0.00,279464.00,2006
"PBX","21-0044","Pike County-Hatcher Field","Pikeville","KY","MEM","GA",5,57767,"3-21-0044-009-2008","PBX",47,"Install Runway Lighting",67749.00,0.00,0.00,67749.00,2008
"PBX","21-0044","Pike County-Hatcher Field","Pikeville","KY","MEM","GA",5,61910,"3-21-0044-010-2009","PBX",40,"Install Perimeter Fencing",89819.00,0.00,0.00,89819.00,2009
"18I","21-0081","McCreary County","Pine Knot","KY","MEM","GA",5,47081,"3-21-0081-004-2005","18I",29,"Construct Building",140600.00,0.00,0.00,140600.00,2005
"18I","21-0081","McCreary County","Pine Knot","KY","MEM","GA",5,50688,"3-21-0081-005-2006","18I",39,"Install Miscellaneous NAVAIDS",70226.00,0.00,0.00,70226.00,2006
"18I","21-0081","McCreary County","Pine Knot","KY","MEM","GA",5,50689,"3-21-0081-005-2006","18I",45,"Install Runway Lighting",85739.00,0.00,0.00,85739.00,2006
"18I","21-0081","McCreary County","Pine Knot","KY","MEM","GA",5,61896,"3-21-0081-007-2009","18I",62,"Update Airport Master Plan Study",57000.00,0.00,0.00,57000.00,2009
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,47063,"3-21-0072-007-2005","K22",38,"Install Perimeter Fencing",35400.00,0.00,0.00,35400.00,2005
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,50664,"3-21-0072-008-2006","K22",38,"Install Perimeter Fencing",212163.00,0.00,124607.00,87556.00,2006
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,54158,"3-21-0072-009-2007","K22",45,"Improve Runway Safety Area",38750.00,0.00,0.00,38750.00,2007
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,54159,"3-21-0072-009-2007","K22",66,"Rehabilitate Runway",110139.00,0.00,0.00,110139.00,2007
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,57764,"3-21-0072-010-2008","K22",39,"Install Miscellaneous NAVAIDS",12200.00,0.00,0.00,12200.00,2008
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,57765,"3-21-0072-010-2008","K22",56,"Rehabilitate Apron",171624.00,0.00,0.00,171624.00,2008
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,57766,"3-21-0072-010-2008","K22",42,"Widen Taxiway",50000.00,0.00,0.00,50000.00,2008
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,61906,"3-21-0072-011-2009","K22",56,"Rehabilitate Apron",54570.00,0.00,0.00,54570.00,2009
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,61907,"3-21-0072-011-2009","K22",62,"Rehabilitate Taxiway",62872.00,0.00,0.00,62872.00,2009
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,61908,"3-21-0072-011-2009","K22",66,"Rehabilitate Runway",64195.00,0.00,0.00,64195.00,2009
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,61969,"3-21-0072-012-2009","K22",66,"Rehabilitate Runway",4677.00,0.00,0.00,4677.00,2009
"K22","21-0072","Big Sandy Regional","Prestonsburg","KY","MEM","GA",5,61970,"3-21-0072-012-2009","K22",38,"Strengthen Apron",45031.00,0.00,0.00,45031.00,2009
"2M0","21-0046","Princeton-Caldwell County","Princeton","KY","MEM","GA",1,47101,"3-21-0046-004-2005","2M0",41,"Construct Apron",373861.00,0.00,0.00,373861.00,2005
"2M0","21-0046","Princeton-Caldwell County","Princeton","KY","MEM","GA",1,54175,"3-21-0046-005-2007","2M0",17,"Construct Fuel Farm",150000.00,0.00,0.00,150000.00,2007
"2M0","21-0046","Princeton-Caldwell County","Princeton","KY","MEM","GA",1,57739,"3-21-0046-006-2008","2M0",60,"Conduct aeronautical survey for WAAS approach",34125.00,0.00,0.00,34125.00,2008
"2M0","21-0046","Princeton-Caldwell County","Princeton","KY","MEM","GA",1,57740,"3-21-0046-006-2008","2M0",41,"Improve Airport Miscellaneous Improvements",32375.00,0.00,0.00,32375.00,2008
"2M0","21-0046","Princeton-Caldwell County","Princeton","KY","MEM","GA",1,61963,"3-21-0046-007-2009","2M0",32,"Improve Terminal Building",133621.00,0.00,0.00,133621.00,2009
"I39","21-0066","Madison","Richmond","KY","MEM","GA",6,47079,"3-21-0066-008-2005","I39",39,"Expand Apron",153112.00,0.00,0.00,153112.00,2005
"I39","21-0066","Madison","Richmond","KY","MEM","GA",6,50687,"3-21-0066-009-2006","I39",44,"Install Weather Reporting Equipment",165258.00,0.00,0.00,165258.00,2006
"I39","21-0066","Madison","Richmond","KY","MEM","GA",6,57728,"3-21-0066-010-2008","I39",47,"Construct Taxiway",68292.00,0.00,0.00,68292.00,2008
"I39","21-0066","Madison","Richmond","KY","MEM","GA",6,61863,"3-21-0066-011-2009","I39",47,"Construct Taxiway",146064.00,0.00,0.00,146064.00,2009
"I39","21-0066","Madison","Richmond","KY","MEM","GA",6,61922,"3-21-0066-012-2009","I39",44,"Extend Taxiway",2528070.00,2528070.00,0.00,0.00,2009
"I39","21-0066","Madison","Richmond","KY","MEM","GA",6,61954,"3-21-0066-013-2009","I39",40,"Install Perimeter Fencing",81313.00,0.00,0.00,81313.00,2009
"I39","21-0066","Madison","Richmond","KY","MEM","GA",6,61955,"3-21-0066-013-2009","I39",47,"Construct Taxiway",117365.00,0.00,0.00,117365.00,2009
"4M7","21-0047","Russellville-Logan County","Russellville","KY","MEM","GA",1,47083,"3-21-0047-007-2005","4M7",47,"Construct Taxiway",358922.00,0.00,0.00,358922.00,2005
"4M7","21-0047","Russellville-Logan County","Russellville","KY","MEM","GA",1,54170,"3-21-0047-008-2007","4M7",38,"Acquire Land for Development",257836.00,0.00,0.00,257836.00,2007
"4M7","21-0047","Russellville-Logan County","Russellville","KY","MEM","GA",1,57725,"3-21-0047-009-2008","4M7",43,"Construct Apron",219240.00,0.00,108000.00,111240.00,2008
"4M7","21-0047","Russellville-Logan County","Russellville","KY","MEM","GA",1,61904,"3-21-0047-010-2009","4M7",42,"Acquire Land For Approaches",68073.00,0.00,0.00,68073.00,2009
"4M7","21-0047","Russellville-Logan County","Russellville","KY","MEM","GA",1,61938,"3-21-0047-011-2009","4M7",44,"Expand Apron",120687.00,0.00,0.00,120687.00,2009
"SME","21-0048","Somerset-Pulaski County-J.T. Wilson Field","Somerset","KY","MEM","GA",5,47078,"3-21-0048-013-2005","SME",41,"Install Perimeter Fencing",200934.00,0.00,0.00,200934.00,2005
"SME","21-0048","Somerset-Pulaski County-J.T. Wilson Field","Somerset","KY","MEM","GA",5,50718,"3-21-0048-014-2006","SME",49,"Construct Taxiway",2400000.00,0.00,2400000.00,0.00,2006
"SME","21-0048","Somerset-Pulaski County-J.T. Wilson Field","Somerset","KY","MEM","GA",5,50719,"3-21-0048-014-2006","SME",66,"Conduct Environmental Study",97518.00,0.00,0.00,97518.00,2006
"SME","21-0048","Somerset-Pulaski County-J.T. Wilson Field","Somerset","KY","MEM","GA",5,54183,"3-21-0048-015-2007","SME",95,"Acquire Aircraft Rescue & Fire Fighting Vehicle",183590.00,0.00,45376.00,138214.00,2007
"SME","21-0048","Somerset-Pulaski County-J.T. Wilson Field","Somerset","KY","MEM","GA",5,57727,"3-21-0048-016-2008","SME",19,"Construct Fuel Farm",118486.00,0.00,0.00,118486.00,2008
