Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
##,Parental personal exemption for students age 19 or over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Dependent students age 19 or older.&mdash;The tax rate schedule, including personal exemptions and the standard deduction, are part of the baseline tax system. Additional exemptions to targeted groups are not allowed. In contrast, the Tax Code provides taxpayers personal exemptions for dependent children who are over the age of 18 or under the age of 24 and who (1) reside with the taxpayer for over half the year (with exceptions for temporary absences from home, such as for school attendance), (2) are full-time students, and (3) do not claim a personal exemption on their own tax returns. However, under current law, the dependent/student is not eligible to claim a personal exemption on his or her own tax return. </p>"
##+,105,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,4690.00,2670.00,1660.00,2680.00,3060.00,2860.00,2640.00,,,Parental personal exemption for students age 19 or over,,,,,,,,,,,,,,,,,
##+,108,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,4440.00,2710.00,2780.00,3140.00,2950.00,2750.00,2550.00,,Parental personal exemption for students age 19 or over,,,,,,,,,,,,,,,,,
##+,109,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960.00,2990.00,3400.00,3210.00,2950.00,2690.00,2440.00,Parental personal exemption for students age 19 or over,,,,,,,,,,,,,,,,,
##,American Opportunity Tax Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>American Opportunity Tax Credit.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. In contrast, the Tax Code was modified in 2009 to provide a tax credit in 2009 and 2010 of up to $2,500 per eligible student for qualified tuition and related expenses paid for each of the first four years of the student's post-secondary education. The credit is phased out for taxpayers with modified adjusted gross income between $80,000 and $90,000 ($160,000 and $180,000 for married taxpayers filing a joint return). </p>"
##+,99,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,2460.00,13590.00,11380.00,0.00,0.00,0.00,0.00,,American Opportunity Tax Credit,,,,,,,,,,,,,,,,,
##+,100,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,15110.00,14400.00,0.00,0.00,0.00,0.00,0.00,American Opportunity Tax Credit,,,,,,,,,,,,,,,,,
##,Qualified school construction bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Qualified school construction bonds.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. Instead, it generally would seek to tax uniformly all returns from investmentlike activities. In contrast, the Tax Code was modified in 2009 to provide a tax credit in lieu of interest to holders of qualified school construction bonds. The national volume limit is $22 billion over 2009 and 2010. </p>"
##+,113,Treasury,2011,,,,,,,,,,10.00,40.00,90.00,170.00,240.00,260.00,260.00,,,,,,,,,,,10.00,70.00,220.00,460.00,700.00,800.00,800.00,,Qualified school construction bonds,,,,,,,,,,,,,,,,,
##+,114,Treasury,2012,,,,,,,,,,,30.00,60.00,110.00,150.00,160.00,160.00,160.00,,,,,,,,,,,50.00,150.00,290.00,430.00,490.00,490.00,490.00,Qualified school construction bonds ,,,,,,,,,,,,,,,,,
#,"Training, employment, and social services"
##,Work opportunity tax credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Work opportunity tax credit (WOTC).&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. Instead, it generally would seek to tax uniformly all returns from investment-like activities. In contrast, the Tax Code provides employers with a tax credit for qualified wages paid to individuals. The credit applies to employees who begin work on or before August 31, 2011 and who are certified as members of various targeted groups. The amount of the credit that can be claimed is 25 percent of qualified wages for employment less than 400 hours and 40 percent for employment of 400 hours or more. Generally, the maximum credit per employee is $2,400 and can only be claimed on the first year of wages an individual earns from an employer. However, the credit for long-term welfare recipients can be claimed on second year wages as well and has a $9,000 maximum. Employees must work at least 120 hours to be eligible for the credit. Employers must reduce their deduction for wages paid by the amount of the credit claimed. </p>"
##+,83,Treasury,2000,280.00,135.00,35.00,5.00,0.00,,,,,,,,,,,,,50.00,25.00,5.00,0.00,0.00,,,,,,,,,,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,84,Treasury,2001,385.00,395.00,300.00,185.00,80.00,30.00,,,,,,,,,,,,70.00,70.00,50.00,30.00,15.00,5.00,,,,,,,,,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,85,Treasury,2002,350.00,360.00,270.00,160.00,70.00,30.00,10.00,,,,,,,,,,,40.00,40.00,30.00,20.00,10.00,0.00,0.00,,,,,,,,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,84,Treasury,2003,,260.00,190.00,120.00,50.00,20.00,10.00,0.00,,,,,,,,,,,40.00,40.00,20.00,10.00,10.00,0.00,0.00,,,,,,,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,84,Treasury,2004,,,350.00,490.00,360.00,160.00,70.00,30.00,10.00,,,,,,,,,,,30.00,70.00,70.00,30.00,10.00,10.00,10.00,,,,,,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,85,Treasury,2005,,,,370.00,310.00,140.00,60.00,20.00,0.00,0.00,,,,,,,,,,,60.00,60.00,30.00,10.00,10.00,0.00,0.00,,,,,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,94,Treasury,2006,,,,,240.00,210.00,240.00,160.00,50.00,30.00,10.00,,,,,,,,,,,40.00,40.00,40.00,30.00,10.00,0.00,0.00,,,,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,110,Treasury,2007,,,,,,130.00,180.00,150.00,100.00,80.00,50.00,20.00,,,,,,,,,,,30.00,30.00,40.00,30.00,30.00,20.00,10.00,,,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,107,Treasury,2008,,,,,,,180.00,320.00,340.00,220.00,120.00,60.00,30.00,,,,,,,,,,,30.00,40.00,30.00,30.00,20.00,10.00,10.00,,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,107,Treasury,2009,,,,,,,,330.00,440.00,510.00,560.00,550.00,410.00,220.00,,,,,,,,,,,40.00,50.00,90.00,120.00,120.00,90.00,40.00,,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,110,Treasury,2010,,,,,,,,,440.00,610.00,620.00,570.00,420.00,220.00,100.00,,,,,,,,,,,50.00,130.00,170.00,130.00,100.00,40.00,10.00,,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,114,Treasury,2011,,,,,,,,,,680.00,700.00,620.00,440.00,230.00,110.00,50.00,,,,,,,,,,,190.00,210.00,210.00,100.00,30.00,20.00,10.00,,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##+,115,Treasury,2012,,,,,,,,,,,860.00,770.00,550.00,290.00,130.00,60.00,20.00,,,,,,,,,,,250.00,250.00,130.00,50.00,30.00,10.00,10.00,Work opportunity tax credit,,,,,,,,,,,,,,,,,
##,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Welfare-to-work tax credit.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. Instead, it generally would seek to tax uniformly all returns from investment-like activities. In contrast, under current law an employer is eligible for a tax credit on the first $20,000 of eligible wages paid to qualified long-term family assistance recipients during the first two years of employment. The welfareto-work credit expired on December 31, 2006. After this date, long-term welfare recipients became a WOTC target group. </p>"
##+,84,Treasury,2000,30.00,15.00,10.00,5.00,0.00,,,,,,,,,,,,,5.00,5.00,0.00,0.00,0.00,,,,,,,,,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,85,Treasury,2001,50.00,65.00,70.00,50.00,20.00,10.00,,,,,,,,,,,,10.00,15.00,10.00,10.00,5.00,0.00,,,,,,,,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,86,Treasury,2002,40.00,60.00,60.00,40.00,20.00,10.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,0.00,0.00,0.00,,,,,,,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,85,Treasury,2003,,80.00,60.00,30.00,20.00,10.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,85,Treasury,2004,,,70.00,60.00,70.00,50.00,30.00,20.00,10.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,0.00,0.00,,,,,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,86,Treasury,2005,,,,50.00,50.00,30.00,20.00,10.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,0.00,0.00,,,,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,95,Treasury,2006,,,,,50.00,50.00,70.00,50.00,20.00,10.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,0.00,0.00,0.00,,,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,111,Treasury,2007,,,,,,60.00,70.00,60.00,30.00,10.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,0.00,0.00,0.00,,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,108,Treasury,2008,,,,,,,70.00,70.00,60.00,40.00,20.00,10.00,10.00,,,,,,,,,,,10.00,10.00,20.00,10.00,0.00,0.00,0.00,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,108,Treasury,2009,,,,,,,,70.00,60.00,40.00,20.00,10.00,10.00,0.00,,,,,,,,,,,10.00,20.00,10.00,0.00,0.00,0.00,0.00,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,111,Treasury,2010,,,,,,,,,60.00,40.00,20.00,10.00,10.00,,,,,,,,,,,,,20.00,10.00,,,,,,,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,115,Treasury,2011,,,,,,,,,,40.00,20.00,10.00,10.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,0.00,0.00,0.00,0.00,0.00,,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##+,116,Treasury,2012,,,,,,,,,,,10.00,10.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,0.00,0.00,0.00,0.00,0.00,0.00,Welfare-to-work tax credit,,,,,,,,,,,,,,,,,
##,Exclusion of employer-provided child care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,85,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1445.00,1510.00,1575.00,1645.00,1715.00,,,,,,,,,,,,,Exclusion of employer-provided child care,,,,,,,,,,,,,,,,,
##+,86,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,670.00,700.00,725.00,765.00,805.00,850.00,,,,,,,,,,,,Exclusion of employer-provided child care,,,,,,,,,,,,,,,,,
##+,87,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,670.00,700.00,730.00,760.00,810.00,850.00,900.00,,,,,,,,,,,Exclusion of employer provided child care,,,,,,,,,,,,,,,,,
##,Adoption assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,86,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,345.00,390.00,385.00,235.00,170.00,,,,,,,,,,,,,Adoption assistance,,,,,,,,,,,,,,,,,
##+,87,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,140.00,140.00,125.00,40.00,15.00,10.00,,,,,,,,,,,,Adoption assistance,,,,,,,,,,,,,,,,,
##+,88,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,120.00,130.00,120.00,30.00,30.00,20.00,20.00,,,,,,,,,,,Adoption assistance,,,,,,,,,,,,,,,,,
##,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Employer-provided meals and lodging.&mdash; Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income. In contrast, under current law employer-provided meals and lodging are excluded from an employee's gross income even though the employer's costs for these items are a deductible business expense. </p>"
##+,87,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,680.00,710.00,740.00,775.00,810.00,,,,,,,,,,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,88,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,680.00,710.00,740.00,775.00,810.00,845.00,,,,,,,,,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,90,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,680.00,710.00,740.00,780.00,810.00,850.00,890.00,,,,,,,,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,90,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,710.00,740.00,780.00,810.00,850.00,890.00,930.00,,,,,,,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,90,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,740.00,780.00,810.00,850.00,890.00,930.00,970.00,,,,,,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,91,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,780.00,810.00,850.00,890.00,930.00,970.00,1000.00,,,,,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,100,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,810.00,850.00,890.00,930.00,970.00,1010.00,1060.00,,,,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,116,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,850.00,890.00,930.00,970.00,1010.00,1060.00,1110.00,,,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,113,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,890.00,930.00,970.00,1010.00,1060.00,1110.00,1170.00,,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,113,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,930.00,970.00,1010.00,1060.00,1110.00,1170.00,1230.00,,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,116,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,970.00,1010.00,1060.00,1110.00,1170.00,1230.00,1300.00,,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,120,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.00,1060.00,1110.00,1170.00,1230.00,1300.00,1370.00,,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##+,121,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.00,1110.00,1170.00,1230.00,1300.00,1370.00,1440.00,Exclusion of employee meals and lodging (other than military),,,,,,,,,,,,,,,,,
##,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Child and dependent care expenses.&mdash;The baseline tax system would not allow credits for particular activities or targeted at specific groups. In contrast, the Tax Code provides married couples with child and dependent care expenses a tax credit when one spouse works full time and the other works at least part time or goes to school. The credit may also be claimed by single parents and by divorced or separated parents who have custody of children. In 2009, expenditures up to a maximum $3,000 for one dependent and $6,000 for two or more dependents are eligible for the credit. The credit is equal to 35 percent of qualified expenditures for taxpayers with incomes of $15,000. The credit is reduced to a minimum of 20 percent by one percentage point for each $2,000 of income in excess of $15,000. </p>"
##+,88,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2425.00,2395.00,2365.00,2340.00,2310.00,,,,,,,,,,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,89,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,2390.00,2360.00,2330.00,2305.00,2275.00,2250.00,,,,,,,,,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,92,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2390.00,2360.00,2330.00,2300.00,2280.00,2250.00,2220.00,,,,,,,,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,92,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2670.00,2610.00,2670.00,2960.00,2700.00,2150.00,1920.00,,,,,,,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,92,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2750.00,2910.00,3230.00,2860.00,2380.00,2190.00,2050.00,,,,,,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,93,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2720.00,2950.00,2690.00,2210.00,2030.00,1900.00,1780.00,,,,,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,102,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2990.00,3140.00,2810.00,1900.00,1800.00,1710.00,1630.00,,,,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,118,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3060.00,2740.00,1820.00,1750.00,1660.00,1590.00,1540.00,,,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,115,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3190.00,2810.00,1740.00,1650.00,1570.00,1500.00,1430.00,,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,115,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2780.00,1810.00,1720.00,1650.00,1560.00,1410.00,1340.00,,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,118,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,3020.00,3670.00,2070.00,1920.00,1710.00,1600.00,1520.00,,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,122,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,4330.00,3750.00,2200.00,1890.00,1830.00,1730.00,1650.00,,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##+,123,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,3470.00,1900.00,1710.00,1660.00,1590.00,1500.00,1440.00,Credit for child and dependent care expenses,,,,,,,,,,,,,,,,,
##,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Disabled access expenditure credit.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. In contrast, the Tax Code provides small businesses (less than $1 million in gross receipts or fewer than 31 full-time employees) a 50-percent credit for expenditures in excess of $250 to remove access barriers for disabled persons. The credit is limited to $5,000. </p>"
##+,89,Treasury,2000,15.00,15.00,15.00,20.00,20.00,,,,,,,,,,,,,35.00,35.00,40.00,40.00,40.00,,,,,,,,,,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,90,Treasury,2001,15.00,15.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,35.00,40.00,40.00,40.00,45.00,45.00,,,,,,,,,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,93,Treasury,2002,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,30.00,30.00,40.00,40.00,40.00,40.00,40.00,,,,,,,,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,93,Treasury,2003,,10.00,10.00,10.00,10.00,20.00,20.00,20.00,,,,,,,,,,,40.00,40.00,40.00,40.00,40.00,40.00,40.00,,,,,,,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,93,Treasury,2004,,,10.00,10.00,10.00,20.00,20.00,20.00,20.00,,,,,,,,,,,40.00,40.00,40.00,40.00,40.00,40.00,40.00,,,,,,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,94,Treasury,2005,,,,10.00,10.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,40.00,40.00,40.00,40.00,40.00,40.00,40.00,,,,,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,103,Treasury,2006,,,,,10.00,10.00,10.00,10.00,10.00,20.00,20.00,,,,,,,,,,,20.00,30.00,30.00,30.00,30.00,30.00,30.00,,,,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,119,Treasury,2007,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,20.00,20.00,20.00,30.00,30.00,30.00,30.00,,,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,116,Treasury,2008,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,10.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,116,Treasury,2009,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,119,Treasury,2010,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,123,Treasury,2011,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,10.00,10.00,10.00,20.00,20.00,20.00,20.00,,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##+,124,Treasury,2012,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,Credit for disabled access expenditures,,,,,,,,,,,,,,,,,
##,Expensing of costs of removing certain architectural barriers to the handicapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,90,Treasury,2000,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,Expensing of costs of removing certain architectural barriers to the handicapped,,,,,,,,,,,,,,,,,
##+,91,Treasury,2001,0.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,Expensing of costs of removing certain architectural barriers to the handicapped,,,,,,,,,,,,,,,,,
##,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Charitable contributions, other than education and health.&mdash;The baseline tax system would not allow a deduction for personal expenditures. In contrast, the Tax Code provides taxpayers a deduction for contributions to charitable, religious, and certain other nonprofit organizations. Taxpayers who donate capital assets to charitable organizations can deduct the assets' current value without being taxed on any appreciation in value. An individual's total charitable contribution generally may not exceed 50 percent of adjusted gross income; a corporation's total charitable contributions generally may not exceed 10 percent of pre-tax income. </p>"
##+,91,Treasury,2000,1215.00,1255.00,1310.00,1360.00,1425.00,,,,,,,,,,,,,18840.00,19750.00,20740.00,21790.00,22910.00,,,,,,,,,,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,92,Treasury,2001,635.00,680.00,740.00,760.00,755.00,805.00,,,,,,,,,,,,19380.00,20180.00,21040.00,21990.00,23010.00,24090.00,,,,,,,,,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,94,Treasury,2002,750.00,740.00,730.00,790.00,760.00,730.00,860.00,,,,,,,,,,,19400.00,20280.00,21300.00,22370.00,23480.00,24650.00,25920.00,,,,,,,,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,94,Treasury,2003,,730.00,850.00,950.00,1040.00,1040.00,1110.00,1180.00,,,,,,,,,,,29420.00,29960.00,31130.00,32790.00,34150.00,35780.00,37110.00,,,,,,,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,94,Treasury,2004,,,890.00,870.00,880.00,1040.00,1010.00,1010.00,1010.00,,,,,,,,,,,29970.00,31230.00,33110.00,34670.00,36350.00,37770.00,40150.00,,,,,,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,95,Treasury,2005,,,,1110.00,1170.00,1230.00,1290.00,1360.00,1430.00,1500.00,,,,,,,,,,,28910.00,26200.00,28440.00,31260.00,33140.00,35360.00,37910.00,,,,,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,104,Treasury,2006,,,,,1170.00,1230.00,1290.00,1360.00,1430.00,1500.00,1570.00,,,,,,,,,,,26200.00,28440.00,31260.00,33140.00,35360.00,37910.00,40640.00,,,,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,120,Treasury,2007,,,,,,1230.00,1290.00,1360.00,1430.00,1500.00,1570.00,1640.00,,,,,,,,,,,28440.00,31260.00,33140.00,35360.00,37910.00,40640.00,43570.00,,,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,117,Treasury,2008,,,,,,,1300.00,1370.00,1440.00,1510.00,1580.00,1650.00,1720.00,,,,,,,,,,,35820.00,39030.00,44320.00,47850.00,51260.00,54960.00,59020.00,,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,117,Treasury,2009,,,,,,,,1370.00,1440.00,1510.00,1580.00,1650.00,1720.00,1790.00,,,,,,,,,,,36830.00,41930.00,45470.00,48970.00,52950.00,57350.00,61000.00,,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,120,Treasury,2010,,,,,,,,,1370.00,1440.00,1510.00,1580.00,1650.00,1720.00,1790.00,,,,,,,,,,,36830.00,41930.00,45470.00,48970.00,52950.00,57350.00,61000.00,,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,124,Treasury,2011,,,,,,,,,,1350.00,1370.00,1430.00,1510.00,1600.00,1690.00,1790.00,,,,,,,,,,,35360.00,36350.00,42420.00,46220.00,49970.00,53450.00,57060.00,,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
##+,125,Treasury,2012,,,,,,,,,,,1370.00,1430.00,1510.00,1600.00,1690.00,1770.00,1860.00,,,,,,,,,,,32710.00,38180.00,41600.00,44970.00,48100.00,51350.00,54480.00,"Deductibility of charitable contributions, other than education and health",,,,,,,,,,,,,,,,,
