Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
##+,73,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,410.00,540.00,640.00,750.00,790.00,1270.00,6370.00,,,,,,Carryover basis of capital gains on gifts,,,,,,,,,,,,,,,,,
##+,70,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,590.00,650.00,760.00,800.00,1270.00,6340.00,1500.00,,,,,Carryover basis of capital gains on gifts,,,,,,,,,,,,,,,,,
##+,70,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,650.00,760.00,800.00,1270.00,6340.00,1500.00,1600.00,,,,Carryover basis of capital gains on gifts,,,,,,,,,,,,,,,,,
##+,73,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,670.00,730.00,710.00,2370.00,1030.00,1370.00,1470.00,,,Carryover basis of capital gains on gifts,,,,,,,,,,,,,,,,,
##+,73,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.00,1430.00,4790.00,2050.00,2740.00,2940.00,3160.00,,Carryover basis of capital gains on gifts,,,,,,,,,,,,,,,,,
##+,74,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.00,4790.00,1990.00,2660.00,2850.00,3070.00,3290.00,Carryover basis of capital gains on gifts,,,,,,,,,,,,,,,,,
##,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Ordinary income treatment of losses from sale of small business corporate stock shares.&mdash;The baseline tax system limits to $3,000 the write-off of losses from capital assets, with carryover of the excess to future years. In contrast, the Tax Code allows up to $100,000 in losses from the sale of small business corporate stock (capitalization less than $1 million) to be treated as ordinary losses and fully deducted. </p>"
##+,54,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,35.00,40.00,40.00,40.00,40.00,,,,,,,,,,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,55,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,35.00,40.00,40.00,40.00,40.00,40.00,,,,,,,,,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,56,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,35.00,40.00,40.00,40.00,40.00,40.00,40.00,,,,,,,,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,54,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,40.00,40.00,40.00,50.00,50.00,50.00,50.00,,,,,,,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,54,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,40.00,40.00,50.00,50.00,50.00,50.00,50.00,,,,,,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,54,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,40.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,58,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,74,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,71,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,60.00,60.00,60.00,,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,71,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,60.00,60.00,60.00,60.00,,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,74,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,50.00,60.00,60.00,60.00,60.00,60.00,,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,74,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,60.00,60.00,60.00,60.00,60.00,60.00,,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##+,75,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00,60.00,60.00,60.00,60.00,60.00,60.00,Ordinary income treatment of loss from small business corporation stock sale,,,,,,,,,,,,,,,,,
##,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Depreciation of non-rental-housing buildings.&mdash;Under an economic income tax, the costs of acquiring a building are capitalized and depreciated over time in accordance with the decline in the property's economic value due to wear and tear or obsolescence. This insures that the net income from the property is measured appropriately each year. However, the depreciation provisions of the Tax Code are part of the reference law rules, and thus do not give rise to tax expenditures under reference law. Under normal law, however, depreciation allowances reflect estimates of economic depreciation. </p>"
##+,55,Treasury,2000,2550.00,1785.00,1720.00,1360.00,450.00,,,,,,,,,,,,,880.00,600.00,645.00,515.00,135.00,,,,,,,,,,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,56,Treasury,2001,655.00,230.00,15.00,-260.00,-625.00,-905.00,,,,,,,,,,,,55.00,-665.00,-770.00,-855.00,-1070.00,-1240.00,,,,,,,,,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,57,Treasury,2002,1650.00,1530.00,1540.00,1360.00,1210.00,1130.00,1230.00,,,,,,,,,,,1610.00,1640.00,1750.00,1520.00,1650.00,1600.00,1990.00,,,,,,,,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,55,Treasury,2003,,2690.00,2620.00,2450.00,2180.00,1990.00,2050.00,2310.00,,,,,,,,,,,1850.00,1940.00,1790.00,1780.00,1810.00,2110.00,2570.00,,,,,,,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,55,Treasury,2004,,,-1710.00,-2250.00,-1470.00,-5280.00,-7440.00,-9980.00,-12820.00,,,,,,,,,,,-90.00,-280.00,-510.00,-1240.00,-1760.00,-2380.00,-3000.00,,,,,,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,55,Treasury,2005,,,,-2190.00,-2920.00,-3740.00,-4250.00,-6060.00,-9050.00,-12360.00,,,,,,,,,,,-100.00,-270.00,-320.00,-440.00,-750.00,-1120.00,-2070.00,,,,,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,59,Treasury,2006,,,,,-2980.00,-3850.00,-4340.00,-6170.00,-9220.00,-12620.00,-17320.00,,,,,,,,,,,-280.00,-330.00,-450.00,-760.00,-1140.00,-2110.00,-3930.00,,,,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,75,Treasury,2007,,,,,,220.00,400.00,530.00,720.00,730.00,970.00,1230.00,,,,,,,,,,,-1130.00,-680.00,-440.00,-170.00,-370.00,-20.00,350.00,,,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,72,Treasury,2008,,,,,,,230.00,290.00,450.00,680.00,910.00,1170.00,1440.00,,,,,,,,,,,-1200.00,-1030.00,-760.00,-420.00,-40.00,380.00,840.00,,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,72,Treasury,2009,,,,,,,,-1320.00,-1240.00,-1110.00,-990.00,-900.00,-800.00,-650.00,,,,,,,,,,,-3290.00,-3180.00,-3030.00,-2860.00,-3020.00,-2950.00,-2460.00,,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,75,Treasury,2010,,,,,,,,,-2390.00,-2380.00,-2330.00,-2430.00,-2430.00,-2440.00,-2440.00,,,,,,,,,,,-4250.00,-4260.00,-4230.00,-4940.00,-4930.00,-4920.00,-4900.00,,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,75,Treasury,2011,,,,,,,,,,-2380.00,-3420.00,-3760.00,-3880.00,-4740.00,-4730.00,-5020.00,,,,,,,,,,,-6970.00,-7660.00,-9100.00,-10080.00,-10790.00,-11630.00,-12520.00,,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,76,Treasury,2012,,,,,,,,,,,-2440.00,-2950.00,-2980.00,-3150.00,-3300.00,-3450.00,-3310.00,,,,,,,,,,,-8690.00,-10060.00,-10770.00,-11230.00,-11670.00,-12080.00,-12530.00,Accelerated depreciation of buildings other than rental housing (normal tax method),,,,,,,,,,,,,,,,,
##,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Accelerated depreciation of machinery and equipment.&mdash;Under an economic income tax, the costs of acquiring machinery and equipment are capitalized and depreciated over time in accordance with the decline in the property's economic value due to wear and tear or obsolescence. This insures that the net income from the property is measured appropriately each year. However, the depreciation provisions of the Tax Code are part of the reference law rules, and thus do not give rise to tax expenditures under reference law. Under normal law, however, depreciation allowances reflect estimates of economic depreciation. </p>"
##+,56,Treasury,2000,26800.00,27835.00,28050.00,27790.00,27380.00,,,,,,,,,,,,,8665.00,8995.00,8935.00,8720.00,8475.00,,,,,,,,,,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,57,Treasury,2001,22085.00,26970.00,27265.00,27965.00,29825.00,30465.00,,,,,,,,,,,,5655.00,5860.00,6080.00,6300.00,6565.00,6865.00,,,,,,,,,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,58,Treasury,2002,28020.00,30230.00,32400.00,34530.00,36470.00,38110.00,39770.00,,,,,,,,,,,2640.00,2820.00,3000.00,3150.00,3290.00,3420.00,3560.00,,,,,,,,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,56,Treasury,2003,,30750.00,30220.00,29750.00,30200.00,30860.00,31970.00,34070.00,,,,,,,,,,,7110.00,6910.00,6730.00,6590.00,6570.00,6550.00,6860.00,,,,,,,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,56,Treasury,2004,,,40670.00,26390.00,14140.00,-33390.00,-29330.00,-26960.00,-25000.00,,,,,,,,,,,7100.00,4720.00,2530.00,-5920.00,-5930.00,-6300.00,-6570.00,,,,,,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,56,Treasury,2005,,,,40600.00,38830.00,-8720.00,-32980.00,-26580.00,-23990.00,-22400.00,,,,,,,,,,,7920.00,7970.00,-2200.00,-4960.00,-4460.00,-4780.00,-5190.00,,,,,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,60,Treasury,2006,,,,,37080.00,-8780.00,-32880.00,-26480.00,-23310.00,-21260.00,-20290.00,,,,,,,,,,,7610.00,-2220.00,-4950.00,-4440.00,-4640.00,-4930.00,-5470.00,,,,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,76,Treasury,2007,,,,,,15850.00,30250.00,39870.00,47870.00,57290.00,63410.00,69170.00,,,,,,,,,,,4370.00,10270.00,12360.00,14070.00,16190.00,17680.00,19290.00,,,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,73,Treasury,2008,,,,,,,23730.00,34650.00,44780.00,55310.00,62620.00,68490.00,74110.00,,,,,,,,,,,12740.00,16380.00,19890.00,23080.00,22630.00,24140.00,26740.00,,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,73,Treasury,2009,,,,,,,,14760.00,21540.00,28600.00,34130.00,38090.00,41690.00,45440.00,,,,,,,,,,,11650.00,13640.00,15520.00,15630.00,15240.00,16750.00,18950.00,,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,76,Treasury,2010,,,,,,,,,39090.00,-14300.00,-8170.00,-3610.00,610.00,3970.00,6930.00,,,,,,,,,,,16800.00,3160.00,4350.00,2420.00,5400.00,6970.00,8200.00,,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,76,Treasury,2011,,,,,,,,,,23040.00,320.00,-5160.00,1750.00,11810.00,18490.00,24770.00,,,,,,,,,,,34360.00,10150.00,6330.00,12370.00,18900.00,25820.00,31630.00,,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##+,77,Treasury,2012,,,,,,,,,,,17140.00,5400.00,5300.00,15730.00,24470.00,30950.00,32990.00,,,,,,,,,,,22650.00,12140.00,19150.00,28560.00,33780.00,37790.00,40960.00,Accelerated depreciation of machinery and equipment (normal tax method),,,,,,,,,,,,,,,,,
##,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Expensing of certain small investments.&mdash; Under the reference law baseline, the costs of acquiring tangible property and computer software would be depreciated using the Tax Code's depreciation provisions. Under the normal tax baseline, depreciation allowances are estimates of economic depreciation. However, the Tax Code allows qualifying investments by small businesses in tangible property and certain computer software to be expensed rather than depreciated over time. </p>"
##+,57,Treasury,2000,875.00,820.00,1200.00,1125.00,730.00,,,,,,,,,,,,,400.00,355.00,530.00,480.00,265.00,,,,,,,,,,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,58,Treasury,2001,490.00,630.00,665.00,630.00,625.00,645.00,,,,,,,,,,,,1100.00,1295.00,1300.00,1290.00,1270.00,1260.00,,,,,,,,,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,59,Treasury,2002,630.00,810.00,880.00,870.00,840.00,810.00,820.00,,,,,,,,,,,1470.00,1760.00,1810.00,1800.00,1730.00,1670.00,1690.00,,,,,,,,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,57,Treasury,2003,,530.00,470.00,460.00,460.00,450.00,490.00,570.00,,,,,,,,,,,1140.00,960.00,960.00,930.00,910.00,990.00,1150.00,,,,,,,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,57,Treasury,2004,,,-140.00,-80.00,130.00,560.00,720.00,580.00,520.00,,,,,,,,,,,-220.00,-30.00,240.00,1010.00,1110.00,930.00,860.00,,,,,,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,57,Treasury,2005,,,,420.00,710.00,1790.00,680.00,-390.00,-140.00,-30.00,,,,,,,,,,,610.00,880.00,3060.00,970.00,-100.00,110.00,160.00,,,,,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,61,Treasury,2006,,,,,680.00,1780.00,680.00,-390.00,-140.00,-30.00,-10.00,,,,,,,,,,,840.00,3040.00,970.00,-100.00,110.00,170.00,240.00,,,,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,77,Treasury,2007,,,,,,1710.00,1440.00,1240.00,-280.00,-2.00,160.00,310.00,,,,,,,,,,,3680.00,3280.00,3120.00,630.00,870.00,950.00,1150.00,,,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,74,Treasury,2008,,,,,,,1150.00,1130.00,1070.00,890.00,-800.00,-360.00,-70.00,,,,,,,,,,,3850.00,4200.00,4260.00,3850.00,-290.00,440.00,920.00,,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,74,Treasury,2009,,,,,,,,730.00,720.00,630.00,-220.00,-380.00,-380.00,-140.00,,,,,,,,,,,2930.00,2940.00,2770.00,720.00,-570.00,-580.00,80.00,,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,77,Treasury,2010,,,,,,,,,200.00,60.00,180.00,-800.00,-440.00,-250.00,-120.00,,,,,,,,,,,730.00,30.00,730.00,-2600.00,-1240.00,-600.00,-140.00,,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,77,Treasury,2011,,,,,,,,,,-170.00,190.00,-350.00,-360.00,-50.00,70.00,150.00,,,,,,,,,,,40.00,220.00,-2850.00,-2460.00,-660.00,140.00,610.00,,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##+,78,Treasury,2012,,,,,,,,,,,170.00,960.00,-270.00,-620.00,-300.00,-130.00,10.00,,,,,,,,,,,780.00,5750.00,-440.00,-2200.00,-540.00,280.00,920.00,Expensing of certain small investments (normal tax method),,,,,,,,,,,,,,,,,
##,Amortization of start-up costs (normal tax method),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,58,Treasury,2000,130.00,130.00,130.00,135.00,140.00,,,,,,,,,,,,,90.00,95.00,95.00,95.00,100.00,,,,,,,,,,,,,Amortization of start-up costs (normal tax method),,,,,,,,,,,,,,,,,
##+,59,Treasury,2001,125.00,125.00,130.00,130.00,135.00,135.00,,,,,,,,,,,,80.00,80.00,85.00,85.00,85.00,90.00,,,,,,,,,,,,Amortization of start-up costs (normal tax method),,,,,,,,,,,,,,,,,
##+,60,Treasury,2002,120.00,120.00,120.00,130.00,130.00,130.00,130.00,,,,,,,,,,,80.00,80.00,80.00,80.00,90.00,90.00,90.00,,,,,,,,,,,Amortization of start-up costs (normal tax method),,,,,,,,,,,,,,,,,
##+,58,Treasury,2003,,90.00,110.00,140.00,160.00,170.00,180.00,180.00,,,,,,,,,,,40.00,50.00,60.00,80.00,80.00,90.00,90.00,,,,,,,,,,Amortization of start-up costs (normal tax method),,,,,,,,,,,,,,,,,
##+,58,Treasury,2004,,,90.00,110.00,120.00,130.00,130.00,140.00,140.00,,,,,,,,,,,20.00,20.00,30.00,30.00,30.00,30.00,30.00,,,,,,,,,Amortization of start-up costs (normal tax method),,,,,,,,,,,,,,,,,
##+,58,Treasury,2005,,,,100.00,110.00,120.00,130.00,140.00,140.00,140.00,,,,,,,,,,,10.00,10.00,10.00,20.00,20.00,20.00,20.00,,,,,,,,Amortization of start-up costs (normal tax method),,,,,,,,,,,,,,,,,
##+,62,Treasury,2006,,,,,70.00,40.00,0.00,-40.00,-80.00,-120.00,-150.00,,,,,,,,,,,10.00,10.00,0.00,0.00,-10.00,-20.00,-20.00,,,,,,,Amortization of start-up costs (normal tax method),,,,,,,,,,,,,,,,,
##,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Graduated corporation income tax rate schedule.&mdash;Because the corporate rate schedule is part of reference tax law, it is not considered a tax expenditure under the reference method. A flat corporation income tax rate is taken as the baseline under the normal tax method; therefore the lower rate is considered a tax expenditure under this concept. </p>"
##+,59,Treasury,2000,5360.00,5620.00,6120.00,6680.00,7120.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,60,Treasury,2001,6300.00,6275.00,6460.00,6490.00,6710.00,6815.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,61,Treasury,2002,6480.00,6700.00,7140.00,7460.00,7540.00,7760.00,7960.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,59,Treasury,2003,,4940.00,5590.00,6210.00,6580.00,7120.00,7450.00,7880.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,59,Treasury,2004,,,4870.00,5380.00,5700.00,5880.00,6100.00,6350.00,6640.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,59,Treasury,2005,,,,3030.00,3090.00,3910.00,4650.00,4800.00,4890.00,5040.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,63,Treasury,2006,,,,,2450.00,3190.00,3730.00,3820.00,3920.00,4020.00,4140.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,78,Treasury,2007,,,,,,3160.00,3450.00,3590.00,3940.00,4180.00,4300.00,4390.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,75,Treasury,2008,,,,,,,4050.00,4270.00,4240.00,4320.00,4420.00,4530.00,4690.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,75,Treasury,2009,,,,,,,,5400.00,5220.00,5290.00,5510.00,5660.00,5840.00,6090.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,78,Treasury,2010,,,,,,,,,2460.00,2460.00,2880.00,3090.00,3120.00,3300.00,3310.00,,,,,,,,,,,,,,,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,78,Treasury,2011,,,,,,,,,,2720.00,2860.00,3120.00,3070.00,3150.00,3420.00,3600.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##+,79,Treasury,2012,,,,,,,,,,,3000.00,3280.00,3220.00,3300.00,3590.00,3770.00,3960.00,,,,,,,,,,,,,,,,,,Graduated corporation income tax rate (normal tax method),,,,,,,,,,,,,,,,,
##,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Small issue industrial development bonds.&mdash; The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code allows interest earned on small issue industrial development bonds (IDBs) issued by State and local governments to finance manufacturing facilities to be tax exempt. Depreciable property financed with small issue IDBs must be depreciated, however, using the straight-line method. The annual volume of small issue IDBs is subject to the unified volume cap discussed in the mortgage housing bond section above. </p>"
##+,60,Treasury,2000,80.00,80.00,80.00,80.00,80.00,,,,,,,,,,,,,225.00,225.00,225.00,230.00,230.00,,,,,,,,,,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,61,Treasury,2001,80.00,80.00,80.00,80.00,80.00,85.00,,,,,,,,,,,,235.00,235.00,240.00,240.00,245.00,245.00,,,,,,,,,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,62,Treasury,2002,70.00,80.00,80.00,90.00,90.00,100.00,110.00,,,,,,,,,,,220.00,220.00,230.00,240.00,270.00,310.00,340.00,,,,,,,,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,60,Treasury,2003,,80.00,80.00,80.00,80.00,80.00,90.00,90.00,,,,,,,,,,,230.00,230.00,250.00,280.00,310.00,340.00,380.00,,,,,,,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,60,Treasury,2004,,,80.00,80.00,90.00,90.00,90.00,90.00,100.00,,,,,,,,,,,250.00,280.00,310.00,340.00,360.00,380.00,410.00,,,,,,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,60,Treasury,2005,,,,80.00,90.00,90.00,90.00,100.00,100.00,100.00,,,,,,,,,,,310.00,340.00,380.00,400.00,420.00,450.00,470.00,,,,,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,64,Treasury,2006,,,,,100.00,100.00,100.00,100.00,110.00,110.00,110.00,,,,,,,,,,,350.00,390.00,410.00,440.00,470.00,480.00,500.00,,,,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,79,Treasury,2007,,,,,,80.00,90.00,90.00,90.00,100.00,100.00,100.00,,,,,,,,,,,310.00,330.00,350.00,390.00,410.00,430.00,440.00,,,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,76,Treasury,2008,,,,,,,120.00,140.00,140.00,150.00,150.00,160.00,160.00,,,,,,,,,,,390.00,440.00,460.00,480.00,490.00,510.00,520.00,,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,76,Treasury,2009,,,,,,,,110.00,120.00,120.00,130.00,130.00,130.00,140.00,,,,,,,,,,,240.00,260.00,270.00,280.00,290.00,290.00,300.00,,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,79,Treasury,2010,,,,,,,,,60.00,110.00,110.00,110.00,120.00,120.00,120.00,,,,,,,,,,,80.00,210.00,220.00,240.00,260.00,270.00,280.00,,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,79,Treasury,2011,,,,,,,,,,50.00,60.00,110.00,140.00,140.00,140.00,150.00,,,,,,,,,,,200.00,170.00,210.00,260.00,280.00,290.00,310.00,,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##+,80,Treasury,2012,,,,,,,,,,,110.00,100.00,130.00,160.00,160.00,160.00,170.00,,,,,,,,,,,220.00,240.00,270.00,310.00,350.00,370.00,390.00,Exclusion of interest on small issue bonds,,,,,,,,,,,,,,,,,
##,"Capital gains (except agriculture, timber, iron ore, and coal)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Capital gains (other than agriculture, timber, and coal).&mdash;For individuals in 2009, tax rates on regular income vary from 10 percent to 35 percent, depending on the taxpayer's income. The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low tax rates to apply to certain types or sources of income. In contrast, current law allows capital gains on assets held for more than one year to be taxed at a preferentially low rate that is no higher than 15 percent. </p>"
##+,50,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,25730.00,27300.00,30190.00,32930.00,36410.00,48930.00,29210.00,,,,,,,,"Capital gains (except agriculture, timber, iron ore, and coal)",,,,,,,,,,,,,,,,,
