Indent,Category,Source,Report,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Expenditure Name
#+,2729,JCT,2010,,,,,,,,,<+,100,100,100,100,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Deduction for expenditures on energy-efficient commercial building property
#+,2976,JCT,2011,,,,,,,,,,<+,100,100,100,100,,,,,,,,,,,,100,100,100,100,100,,,Deduction for expenditures on energy-efficient commercial building property
#,Credit for construction of new energy efficient homes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,980,Treasury,2007,,,,,,0,10,20,10,10,0,0,,,,,,,,,,0,0,0,0,0,0,0,,,,,Credit for construction of new energy efficient homes
#+,1140,Treasury,2008,,,,,,,10,20,20,20,10,0,0,,,,,,,,,,0,0,10,0,0,0,0,,,,Credit for construction of new energy efficient homes
#+,1301,Treasury,2009,,,,,,,,20,20,20,10,0,0,0,,,,,,,,,,0,10,0,0,0,0,0,,,Credit for construction of new energy efficient homes
#+,1463,Treasury,2010,,,,,,,,,20,20,10,0,0,0,0,,,,,,,,,,10,0,0,0,0,0,0,,Credit for construction of new energy efficient homes
#+,1628,Treasury,2011,,,,,,,,,,10,10,10,10,0,0,0,,,,,,,,,,20,10,10,10,0,0,0,Credit for construction of new energy efficient homes
#+,2727,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,New energy efficient home credit
#+,2972,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,New energy efficient home credit
#,Credit for energy efficiency improvements to existing homes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,981,Treasury,2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,0,220,380,150,0,0,0,,,,,Credit for energy efficiency improvements to existing homes
#+,1141,Treasury,2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,230,380,150,0,0,0,0,,,,Credit for energy efficiency improvements to existing homes
#+,1302,Treasury,2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,380,150,0,0,0,0,0,,,Credit for energy efficiency improvements to existing homes
#+,1464,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,230,380,150,0,0,0,0,,Credit for energy efficiency improvements to existing homes
#+,1629,Treasury,2011,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,570,1950,1460,0,0,0,0,Credit for energy efficiency improvements to existing homes
#+,2377,JCT,2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,100,300,200,0,0,,,,,,Tax credit for the purchase of qualified energy efficiency improvements to existing homes
#+,2550,JCT,2009,,,,,,,,0,0,0,0,0,,,,,,,,,,,,300,200,0,0,0,,,,,Tax credit for the purchase of qualified energy efficiency improvements to existing homes
#+,2824,JCT,2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,800,300,1000,0,0,,,,Credit for energy efficiency improvements to existing homes
#+,2944,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,300,1700,1200,0,0,,,Credit for energy efficiency improvements to existing homes
#,Credit for energy efficient appliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,982,Treasury,2007,,,,,,0,120,80,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,,,,,Credit for energy efficient appliances
#+,1142,Treasury,2008,,,,,,,120,80,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,,,,Credit for energy efficient appliances
#+,1303,Treasury,2009,,,,,,,,80,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,,,Credit for energy efficient appliances
#+,1465,Treasury,2010,,,,,,,,,120,130,130,50,0,0,0,,,,,,,,,,,,,,,,,,Credit for energy efficient appliances
#+,1630,Treasury,2011,,,,,,,,,,130,130,50,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,Credit for energy efficient appliances
#+,2378,JCT,2008,,,,,,,100,100,0,0,0,,,,,,,,,,,,0,0,0,0,0,,,,,,Tax credit for the production of energy-efficient appliances
#+,2551,JCT,2009,,,,,,,,100,<+,0,0,0,,,,,,,,,,,,0,0,0,0,0,,,,,Tax credit for the production of energy-efficient appliances
#+,2722,JCT,2010,,,,,,,,,100,100,100,<+,0,,,,,,,,,,,,0,0,0,0,0,,,,Credit for the production of energy-efficient appliances
#+,2967,JCT,2011,,,,,,,,,,100,200,100,0,0,,,,,,,,,,,,0,0,0,0,0,,,Credit for the production of energy-efficient appliances
#,Credit for business installation of qualified fuel cells and stationary microturbine power plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,984,Treasury,2007,,,,,,0,60,100,40,-10,-10,-10,,,,,,,,,,0,20,30,10,0,0,0,,,,,Credit for business installation of qualified fuel cells and stationary microturbine power plants
#+,1144,Treasury,2008,,,,,,,60,70,100,40,-10,-10,-10,,,,,,,,,,20,20,30,10,0,0,0,,,,Credit for business installation of qualified fuel cells and stationary microturbine power plants
#+,1305,Treasury,2009,,,,,,,,20,30,10,0,0,0,0,,,,,,,,,,60,100,40,-10,-10,-10,-10,,,Credit for business installation of qualified fuel cells and stationary microturbine power plants
#,Alternative Fuel and Fuel Mixture tax credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,985,Treasury,2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,150,170,0,0,0,0,0,,,,,Alternative Fuel and Fuel Mixture tax credit
#,Tax credit for biodiesel blenders ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2210,JCT,2007,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,,Tax credit for biodiesel blenders 
#,Partial expensing for advanced mine safety equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,1145,Treasury,2008,,,,,,,0,10,20,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,,,,Partial expensing for advanced mine safety equipment
#+,1306,Treasury,2009,,,,,,,,10,20,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,,,Partial expensing for advanced mine safety equipment
#+,1467,Treasury,2010,,,,,,,,,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Partial expensing for advanced mine safety equipment
#,Tax credit and deduction for small refiners with capital costs associated with EPA sulfur regulation compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2363,JCT,2008,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,Tax credit and deduction for small refiners with capital costs associated with EPA sulfur regulation compliance
#+,2536,JCT,2009,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,Tax credit and deduction for small refiners with capital costs associated with EPA sulfur regulation compliance
#,Five-year carryback period for certain net operating losses of electric utility companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2381,JCT,2008,,,,,,,100,<+,<+,<-,<-,,,,,,,,,,,,0,0,0,0,0,,,,,,Five-year carryback period for certain net operating losses of electric utility companies
#,Bio-Diesel and small agri-biodiesel producer tax credits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,1291,Treasury,2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,180,200,30,20,10,10,10,,,Bio-Diesel and small agri-biodiesel producer tax credits
#+,1453,Treasury,2010,,,,,,,,,30,20,20,0,0,0,0,,,,,,,,,,10,10,0,0,0,0,0,,Bio-Diesel and small agri-biodiesel producer tax credits 
#+,1618,Treasury,2011,,,,,,,,,,20,10,10,0,0,0,0,,,,,,,,,,10,0,0,0,0,0,0,Bio-Diesel and small agri-biodiesel producer tax credits   
#+,2366,JCT,2008,,,,,,,<+,100,100,<+,0,,,,,,,,,,,,0,0,0,0,0,,,,,,Tax credit for biodiesel fuels 
#+,2540,JCT,2009,,,,,,,,100,100,1000,0,0,,,,,,,,,,,,0,0,0,0,0,,,,,Tax credits for biodiesel fuels ()
#,Energy investment credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,1451,Treasury,2010,,,,,,,,,30,30,30,30,30,30,30,,,,,,,,,,20,20,20,20,20,20,20,,Energy investment credit
#+,1616,Treasury,2011,,,,,,,,,,230,430,480,540,350,330,400,,,,,,,,,,40,100,120,140,70,40,50,Energy investment credit 
##,Energy credit (Section 48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2369,JCT,2008,,,,,,,<+,100,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,Energy credit (Section 48)
##+,2543,JCT,2009,,,,,,,,100,100,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,Energy credit (Section 48)
##,Solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2707,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Solar
##+,2952,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Solar
##,Geothermal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2708,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Geothermal
##+,2953,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Geothermal
##,Fuel cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2709,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Fuel cells
##+,2954,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Fuel cells
##,Microturbines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2710,JCT,2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Microturbines
##+,2955,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Microturbines
#,Credit for residential purchases/installations of solar and fuel cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,983,Treasury,2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,0,10,10,10,0,0,0,,,,,30% credit for residential purchases/installations of solar and fuel cells
#+,1143,Treasury,2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,10,10,10,0,0,0,0,,,,30% credit for residential purchases/installations of solar and fuel cells
#+,1304,Treasury,2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,10,10,10,0,0,0,0,,,30% credit for residential purchases/installations of solar and fuel cells
#+,1466,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,20,30,20,0,0,0,0,,Credit for residential purchases/installations of solar and fuel cells
#+,1631,Treasury,2011,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,110,180,180,180,190,190,190,Credit for residential purchases/installations of solar and fuel cells
#+,2726,JCT,2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,0,0,0,,,,Residential energy efficient property credit
#+,2971,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,100,200,200,200,200,,,Residential energy efficient property credit
#,Qualified energy conservation bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,1468,Treasury,2010,,,,,,,,,0,0,0,10,10,10,10,,,,,,,,,,0,0,10,20,30,30,30,,Qualified energy conservation bonds
#+,1632,Treasury,2011,,,,,,,,,,0,0,10,20,30,30,30,,,,,,,,,,0,10,30,60,80,90,90,Qualified energy conservation bonds
#+,2828,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Credit for holder of qualified energy conservation bonds
#+,2948,JCT,2011,,,,,,,,,,<+,<+,<+,<+,100,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Credit for holder of qualified energy conservation bonds
#,Credit for certain alternative motor vehicles that do not meet existing criteria of a qualified plug-in electric drive motor vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2973,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Credit for certain alternative motor vehicles that do not meet existing criteria of a qualified plug-in electric drive motor vehicle
#,Provide credit for investment in advanced energy property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2974,JCT,2011,,,,,,,,,,100,200,200,300,300,,,,,,,,,,,,<+,100,100,100,100,,,Provide credit for investment in advanced energy property
#,Amortization of air pollution control facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2982,JCT,2011,,,,,,,,,,100,100,200,200,200,,,,,,,,,,,,0,0,0,0,0,,,Amortization of air pollution control facilities
#,Exceptions for publicly traded partnership with qualified income derived from certain energy-related activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2989,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,400,500,600,600,700,,,Exceptions for publicly traded partnership with qualified income derived from certain energy-related activities
#,Credit for enhanced oil recovery costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2704,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Credit for enhanced oil recovery costs
#+,2949,JCT,2011,,,,,,,,,,<+,100,<+,<+,<+,,,,,,,,,,,,<+,100,<+,<+,<+,,,Credit for enhanced oil recovery costs
#,Amortization of air pollution control facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2736,JCT,2010,,,,,,,,,100,100,100,200,200,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Amortization of air pollution control facilities
#,Exceptions for publicly traded partnership with qualified income derived from certain energy-related activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2742,JCT,2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,400,400,500,600,600,,,,Exceptions for publicly traded partnership with qualified income derived from certain energy-related activities
#,"Five-year MACRS for certain energy property (solar, wind, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2737,JCT,2010,,,,,,,,,200,100,100,100,100,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,"Five-year MACRS for certain energy property (solar, wind, etc)"
#+,2983,JCT,2011,,,,,,,,,,300,300,200,100,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,"Five-year MACRS for certain energy property (solar, wind, etc)"
#,10-year MACRS for smart electric distribution property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2738,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,100,<+,<+,<+,<+,,,,10-year MACRS for smart electric distribution property
#+,2985,JCT,2011,,,,,,,,,,<+,<+,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,10-year MACRS for smart electric distribution property
#,15-year MACRS for certain electric transmission property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2739,JCT,2010,,,,,,,,,<+,100,100,200,200,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,15-year MACRS for certain electric transmission property
#+,2986,JCT,2011,,,,,,,,,,100,100,100,200,200,,,,,,,,,,,,0,0,0,0,0,,,15-year MACRS for certain electric transmission property
#,Seven-year MACRS for natural gas gathering line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2984,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,Seven-year MACRS for natural gas gathering line
#,Eight-year inclusion from sale of electric transmission assets to independent utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,2730,JCT,2010,,,,,,,,,300,200,<+,-100,-100,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Eight-year inclusion from sale of electric transmission assets to independent utilities
