Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
#+,,JCT,2011,,,,,,,,,,700.00,700.00,700.00,700.00,700.00,,,,,,,,,,,,,1700.00,1700.00,1800.00,1900.00,1900.00,,,,Exclusion of interest on State and local government qualified private activity bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,500.00,600.00,600.00,700.00,700.00,,,,,,,,,,,,,1300.00,1500.00,1600.00,1700.00,1800.00,,,Exclusion of interest on State and local government qualified private activity bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,
#,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1600.00,2100.00,2200.00,2300.00,2500.00,,,,,,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2100.00,2200.00,2300.00,2500.00,2600.00,,,,,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2100.00,2200.00,2300.00,2500.00,2600.00,,,,,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2200.00,2300.00,2500.00,2600.00,2800.00,,,,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2300.00,2500.00,2600.00,2800.00,2900.00,,,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",,,,,,,,,,,,,,,,,
#,Exclusion of health insurance benefits for military retirees and retiree dependents enrolled in Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,800.00,1200.00,1300.00,1400.00,1700.00,,,,,,Exclusion of health insurance benefits for military retirees and retiree dependents enrolled in Medicare,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1200.00,1300.00,1400.00,1700.00,1900.00,,,,,Exclusion of health insurance benefits for military retirees and retiree dependents enrolled in Medicare,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1200.00,1300.00,1400.00,1700.00,1900.00,,,,,Exclusion of health insurance benefits for military retirees and retiree dependents enrolled in Medicare,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1300.00,1400.00,1700.00,1900.00,2300.00,,,,Exclusion of health insurance benefits for military retirees and retiree dependents enrolled in Medicare,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1400.00,1700.00,1900.00,2100.00,2300.00,,,Exclusion of health insurance benefits for military retirees and retiree dependents enrolled in Medicare,,,,,,,,,,,,,,,,,
#,Credit for orphan drug research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,300.00,300.00,300.00,400.00,400.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,Credit for orphan drug research,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,400.00,500.00,500.00,600.00,600.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,Credit for orphan drug research,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,500.00,500.00,600.00,600.00,600.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,Credit for orphan drug research,,,,,,,,,,,,,,,,,
#,Credit for purchase of health insurance by certain displaced persons ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,,,Credit for purchase of health insurance by certain displaced persons ,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,,,Credit for purchase of health insurance by certain displaced persons ,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,400.00,200.00,200.00,200.00,,,,Credit for purchase of health insurance by certain displaced persons,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,200.00,100.00,100.00,100.00,,,Credit for purchase of health insurance by certain displaced persons ,,,,,,,,,,,,,,,,,
#,Premium subsidy for COBRA continuation coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,8700.00,5700.00,900.00,0.00,0.00,,,,Premium subsidy for COBRA continuation coverage,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4900.00,1200.00,<50,0.00,0.00,,,Premium subsidy for COBRA continuation coverage ,,,,,,,,,,,,,,,,,
#,Refundable Premium Assistance Tax Credit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,136,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-1010.00,-1530.00,Refundable Premium Assistance Tax Credit ,,,,,,,,,,,,,,,,,
#,Credit for employee health insurance expenses of small business ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,137,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.00,2420.00,3440.00,3810.00,4460.00,4740.00,4190.00,Credit for employee health insurance expenses of small business ,,,,,,,,,,,,,,,,,
#,Tax credit for small businesses purchasing employer insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,300.00,600.00,800.00,900.00,700.00,,,,,,,,,,,,,1600.00,3600.00,4400.00,5100.00,4500.00,,,Tax credit for small businesses purchasing employer insurance,,,,,,,,,,,,,,,,,
#,Credits and subsidies for participation in exchanges ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,22400.00,,,Credits and subsidies for participation in exchanges ,,,,,,,,,,,,,,,,,
