"PSC CODE","PRODUCT AND SERVICE CODE NAME","START DATE","END DATE","PRODUCT AND SERVICE CODE FULL NAME","PRODUCT AND SERVICE CODE EXCLUDES","PRODUCT AND SERVICE CODE NOTES","PRODUCT AND SERVICE CODE INICLUDES"
"AN44","HEALTH SERVICES (ENGINEERING)",10/1/1991,,"HEALTH SERVICES  - ENGINEERING DEVELOPMENT",,,
"AN45","HEALTH SERVICES (OPERATIONAL)",11/15/1984,,"HEALTH SERVICES  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AN46","R&D-HEALTH SVCS-MGMT SUP",10/1/1991,,"HEALTH SERVICES  - MANAGEMENT AND SUPPORT",,,
"AN47","R&D-HEALTH SVCS-COMERCLIZ",10/1/1991,,,,,
"AN50","R&D-MENTAL HEALTH",3/15/1986,7/31/1999,,,,
"AN51","MENTAL HEALTH (BASIC)",11/15/1978,,"MENTAL HEALTH  - BASIC RESEARCH",,,
"AN52","MENTAL HEALTH (APPLIED/EXPLORATORY)",2/15/1984,,"MENTAL HEALTH - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AN53","MENTAL HEALTH (ADVANCED)",10/1/1991,,"MENTAL HEALTH  - ADVANCED DEVELOPMENT",,,
"AN54","MENTAL HEALTH (ENGINEERING)",10/1/1991,,"MENTAL HEALTH  - ENGINEERING DEVELOPMENT",,,
"AN55","MENTAL HEALTH (OPERATIONAL)",10/1/1991,,"MENTAL HEALTH  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AN56","MENTAL HEALTH (MANAGEMENT/SUPPORT)",4/15/1988,,"MENTAL HEALTH  - MANAGEMENT AND SUPPORT",,,
"AN57","R&D-MENTAL HEALTH-COMERCLIZ",10/1/1991,,,,,
"AN60","R&D-MED REHAB ENGINEERING",10/15/1979,7/31/1999,,,,
"AN61","REHABILITATIVE ENGINEERING (BASIC)",1/15/1985,,"REHABILITATIVE ENGINEERING  - BASIC RESEARCH",,,
"AN62","R&D-MED REHAB ENGINEERING-A RES/EXP",2/15/1983,,"REHABILITATIVE ENGINEERING - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AN63","R&D-MED REHAB ENGINEERING-ADV DEV",10/1/1991,,"REHABILITATIVE ENGINEERING  - ADVANCED DEVELOPMENT",,,
"AN64","R&D-MED REHAB ENGINEERING-ENG DEV",10/1/1991,,"REHABILITATIVE ENGINEERING  - ENGINEERING DEVELOPMENT",,,
"AN65","R&D-MED REHAB ENGINEERING-OPSY DEV",3/15/1984,,"REHABILITATIVE ENGINEERING  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AN66","R&D-MED REHAB ENGINEERING-MGMT SUP",10/1/1991,,"REHABILITATIVE ENGINEERING  - MANAGEMENT AND SUPPORT",,,
"AN67","R&D-MED REHAB ENGINEERING-COMERCLIZ",10/1/1991,,,,,
"AN70","R&D-SPEC MED SVCS",7/15/1979,7/31/1999,,,,
"AN71","R&D-SPEC MED SVCS-B RES",11/15/1978,,"SPECIALIZED MEDICAL SERVICES  - BASIC RESEARCH",,,
"AN72","R&D-SPEC MED SVCS-A RES/EXPL DEV",10/15/1978,,"SPECIALIZED MEDICAL SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AN73","R&D-SPEC MED SVCS-ADV DEV",12/15/1978,,"SPECIALIZED MEDICAL SERVICES  - ADVANCED DEVELOPMENT",,,
"AN74","R&D-SPEC MED SVCS-ENG DEV",10/1/1991,,"SPECIALIZED MEDICAL SERVICES  - ENGINEERING DEVELOPMENT",,,
"AN75","R&D-SPEC MED SVCS-OPSY DEV",10/1/1991,,"SPECIALIZED MEDICAL SERVICES  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AN76","R&D-SPEC MED SVCS-MGMT SUP",9/15/1984,,"SPECIALIZED MEDICAL SERVICES  - MANAGEMENT AND SUPPORT",,,
"AN77","R&D-SPEC MED SVCS-COMERCLIZ",10/1/1991,,,,,
"AN81","AIDS RESEARCH (BASIC)",10/1/1991,,"AIDS RESEARCH  - BASIC RESEARCH",,,
"AN82","AIDS RESEARCH (APPLIED/EXPLORATORY)",10/1/1991,,"AIDS RESEARCH - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AN83","AIDS RESEARCH (ADVANCED)",10/1/1991,,"AIDS RESEARCH  - ADVANCED DEVELOPMENT",,,
"AN84","AIDS RESEARCH (ENGINEERING)",10/1/1991,,"AIDS RESEARCH  - ENGINEERING DEVELOPMENT",,,
"AN85","AIDS RESEARCH (OPERATIONAL)",10/1/1991,,"AIDS RESEARCH  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AN86","AIDS RESEARCH (MANAGEMENT/SUPPORT)",10/1/1991,,"AIDS RESEARCH  - MANAGEMENT AND SUPPORT",,,
"AN87","RDTE/AIDS RESEARCH - OPERATIONAL SYSTEM DEVELOP",,,,,,
"AN90","R&D-OTHER MEDICAL",10/15/1982,7/31/1999,,,,
"AN91","OTHER MEDICAL (BASIC)",10/15/1978,,"OTHER MEDICAL  - BASIC RESEARCH",,,
"AN92","OTHER MEDICAL (APPLIED/EXPLORATORY)",11/15/1978,,"OTHER MEDICAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AN93","OTHER MEDICAL (ADVANCED)",12/15/1978,,"OTHER MEDICAL  - ADVANCED DEVELOPMENT",,,
"AN94","OTHER MEDICAL (ENGINEERING)",12/15/1984,,"OTHER MEDICAL  - ENGINEERING DEVELOPMENT",,,
"AN95","OTHER MEDICAL (OPERATIONAL)",11/15/1978,,"OTHER MEDICAL  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AN96","OTHER MEDICAL (MANAGEMENT/SUPPORT)",9/15/1983,,"OTHER MEDICAL  - MANAGEMENT AND SUPPORT",,,
"AN97","R&D-OTHER MEDICAL-COMERCLIZ",10/1/1991,,,,,
"AP","NATURAL RESOURCES RANDD",10/1/1979,,,,,
"AP10","R&D-NAT RESOURCE-AQUACUL",10/1/1991,7/31/1999,,,,
"AP11","R&D-NAT RESOURCE-AQUACUL-RESEARCH",3/15/1979,7/31/1999,,,,
"AP12","R&D-NAT RESOURCE-AQUACUL-EXPL DEV",10/1/1991,7/31/1999,,,,
"AP13","R&D-NAT RESOURCE-AQUACUL-ADV DEV",10/1/1991,7/31/1999,,,,
"AP14","R&D-NAT RESOURCE-AQUACUL-ENG DEV",10/1/1991,7/31/1999,,,,
"AP15","R&D-NAT RESOURCE-AQUACUL-OPSY DEV",10/1/1991,7/31/1999,,,,
"AP16","R&D-NAT RESOURCE-AQUACUL-MGMT SUP",10/1/1991,7/31/1999,,,,
"AP17","R&D-NAT RESOURCE-AQUACUL-COMERCLIZ",10/1/1991,,,,,
"AP20","R&D-NAT RESOURCE-LAND",4/15/1980,7/31/1999,,,,
"AP21","LAND (BASIC)",5/15/1979,,"LAND  - BASIC RESEARCH",,,
"AP22","LAND (APPLIED/EXPLORATORY)",12/15/1979,,"LAND - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AP23","LAND (ADVANCED)",10/1/1991,,"LAND  - ADVANCED DEVELOPMENT",,,
"AP24","LAND (ENGINEERING)",10/1/1991,,"LAND  - ENGINEERING DEVELOPMENT",,,
"AP25","LAND (OPERATIONAL)",10/15/1978,,"LAND  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AP26","LAND (MANAGEMENT/SUPPORT)",10/1/1991,,"LAND  - MANAGEMENT AND SUPPORT",,,
"AP27","R&D-NAT RESOURCE-LAND-COMERCLIZ",10/1/1991,,,,,
"AP30","R&D-NAT RESOURCE-MINERAL",2/15/1979,7/31/1999,,,,
"AP31","MINERAL (BASIC)",10/15/1978,,"MINERAL  - BASIC RESEARCH",,,
"AP32","MINERAL (APPLIED/EXPLORATORY)",9/15/1983,,"MINERAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AP33","MINERAL (ADVANCED)",1/15/1979,,"MINERAL  - ADVANCED DEVELOPMENT",,,
"AP34","MINERAL (ENGINEERING)",10/1/1991,,"MINERAL  - ENGINEERING DEVELOPMENT",,,
"AP35","MINERAL (OPERATIONAL)",10/1/1991,,"MINERAL  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AP36","MINERAL (MANAGEMENT/SUPPORT)",10/1/1991,,"MINERAL  - MANAGEMENT AND SUPPORT",,,
"AP37","R&D-NAT RESOURCE-MINERAL-COMERCLIZ",10/1/1991,,,,,
"AP40","R&D-NAT RESOURCE-RECREATN",10/1/1991,7/31/1999,,,,
"AP41","RECREATION (BASIC)",10/15/1980,,"RECREATION  - BASIC RESEARCH",,,
"AP42","RECREATION (APPLIED/EXPLORATORY)",10/1/1991,,"RECREATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AP43","RECREATION (ADVANCED)",10/1/1991,,"RECREATION  - ADVANCED DEVELOPMENT",,,
"AP44","RECREATION (ENGINEERING)",10/1/1991,,"RECREATION  - ENGINEERING DEVELOPMENT",,,
"AP45","RECREATION (OPERATIONAL)",10/1/1991,,"RECREATION  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AP46","RECREATION (MANAGEMENT/SUPPORT)",10/1/1991,,"RECREATION  - MANAGEMENT AND SUPPORT",,,
"AP47","R&D-NAT RESOURCE-RECREATN-COMERCLIZ",10/1/1991,,,,,
"AP50","R&D-NAT RES-MARINE & OCEAN",11/15/1983,7/31/1999,,,,
"AP51","MARINE AND OCEANOGRAPHIC (BASIC)",10/15/1978,,"MARINE AND OCEANOGRAPHIC  - BASIC RESEARCH",,,
"AP52","R&D-NAT RES-MARINE & OCEAN-A RES/EX",9/15/1980,,"MARINE AND OCEANOGRAPHIC - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AP53","MARINE AND OCEANOGRAPHIC (ADVANCED)",2/15/1979,,"MARINE AND OCEANOGRAPHIC  - ADVANCED DEVELOPMENT",,,
"AP54","R&D-NAT RES-MARINE & OCEAN-ENG DEV",10/1/1991,,"MARINE AND OCEANOGRAPHIC  - ENGINEERING DEVELOPMENT",,,
"AP55","R&D-NAT RES-MARINE & OCEAN-OPSY DEV",2/15/1984,,"MARINE AND OCEANOGRAPHIC  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AP56","R&D-NAT RES-MARINE & OCEAN-MGMT SUP",1/15/1981,,"MARINE AND OCEANOGRAPHIC  - MANAGEMENT AND SUPPORT",,,
"AP57","R&D-NAT RESOURCE-MARINE-COMERCLIZ",10/1/1991,,,,,
"AP61","MARINE FISHERIES (BASIC)",10/1/1991,,"MARINE FISHERIES  - BASIC RESEARCH",,,
"AP62","R&D-NAT RES-MARINE FISHERIES-A RES/",10/1/1991,,"MARINE FISHERIES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AP63","MARINE FISHERIES (ADVANCED)",10/1/1991,,"MARINE FISHERIES  - ADVANCED DEVELOPMENT",,,
"AP64","MARINE FISHERIES (ENGINEERING)",10/1/1991,,"MARINE FISHERIES  - ENGINEERING DEVELOPMENT",,,
"AP65","MARINE FISHERIES (OPERATIONAL)",10/1/1991,,"MARINE FISHERIES  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AP66","R&D-NAT RES-MARINE FISHERIES-MGMT S",10/1/1991,,"MARINE FISHERIES  - MANAGEMENT AND SUPPORT",,,
"AP67","RDTE/MARINE FISHERIES - OPERATIONAL SYSTEM DEV",,,,,,
"AP71","ATMOSPHERIC (BASIC)",10/1/1991,,"ATMOSPHERIC  - BASIC RESEARCH",,,
"AP72","ATMOSPHERIC (APPLIED/EXPLORATORY)",10/1/1991,,"ATMOSPHERIC - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AP73","ATMOSPHERIC (ADVANCED)",10/1/1991,,"ATMOSPHERIC  - ADVANCED DEVELOPMENT",,,
"AP74","ATMOSPHERIC (ENGINEERING)",10/1/1991,,"ATMOSPHERIC  - ENGINEERING DEVELOPMENT",,,
"AP75","ATMOSPHERIC (OPERATIONAL)",10/1/1991,,"ATMOSPHERIC  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AP76","ATMOSPHERIC (MANAGEMENT/SUPPORT)",10/1/1991,,"ATMOSPHERIC  - MANAGEMENT AND SUPPORT",,,
"AP77","RDTE/NATURAL RESOURCES-ATMOSPHERIC-OP SYSTEM DEV",,,,,,
"AP90","R&D-OTHER NAT RESOURCE",10/1/1991,7/31/1999,,,,
"AP91","OTHER NATURAL RESOURCES (BASIC)",10/15/1978,,"OTHER NATURAL RESOURCES  - BASIC RESEARCH",,,
"AP92","R&D-OTHER NAT RESOURCE-A RES/EXPL D",12/15/1978,,"OTHER NATURAL RESOURCES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AP93","OTHER NATURAL RESOURCES (ADVANCED)",10/1/1991,,"OTHER NATURAL RESOURCES  - ADVANCED DEVELOPMENT",,,
"AP94","R&D-OTHER NAT RESOURCE-ENG DEV",10/1/1991,,"OTHER NATURAL RESOURCES  - ENGINEERING DEVELOPMENT",,,
"AP95","R&D-OTHER NAT RESOURCE-OPSY DEV",10/1/1991,,"OTHER NATURAL RESOURCES  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AP96","R&D-OTHER NAT RESOURCE-MGMT SUP",10/1/1991,,"OTHER NATURAL RESOURCES  - MANAGEMENT AND SUPPORT",,,
"AP97","R&D-OTHER NAT RESOURCE-COMERCLIZ",10/1/1991,,,,,
"AQ","SOCIAL SERVICES RANDD",10/1/1979,,,,,
"AQ10","R&D-SOCIAL SVCS-GERIATRIC",10/15/1985,7/31/1999,,,,
"AQ11","R&D-SOCIAL SVCS-GERIATRIC-B RES",11/15/1978,,"GERIATRIC (OTHER THAN MEDICAL)  - BASIC RESEARCH",,,
"AQ12","R&D-SOCIAL SVCS-GERIATRIC-A RES/EXP",10/1/1991,,"GERIATRIC (OTHER THAN MEDICAL) - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AQ13","R&D-SOCIAL SVCS-GERIATRIC-ADV DEV",10/1/1991,,"GERIATRIC (OTHER THAN MEDICAL)  - ADVANCED DEVELOPMENT",,,
"AQ14","R&D-SOCIAL SVCS-GERIATRIC-ENG DEV",10/1/1991,,"GERIATRIC (OTHER THAN MEDICAL)  - ENGINEERING DEVELOPMENT",,,
"AQ15","R&D-SOCIAL SVCS-GERIATRIC-OPSY DEV",10/1/1991,,"GERIATRIC (OTHER THAN MEDICAL)  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AQ16","R&D-SOCIAL SVCS-GERIATRIC-MGMT SUP",10/1/1991,,"GERIATRIC (OTHER THAN MEDICAL)  - MANAGEMENT AND SUPPORT",,,
"AQ17","R&D-SOCIAL SVCS-GERIATRIC-COMERCLIZ",10/1/1991,,,,,
"AQ90","R&D-OTHER SOCIAL SVCS",10/1/1991,7/31/1999,,,,
"AQ91","OTHER SOCIAL SERVICES (BASIC)",10/1/1991,,"OTHER SOCIAL SERVICES  - BASIC RESEARCH",,,
"AQ92","R&D-OTHER SOCIAL SVCS-A RES/EXPL DE",10/1/1991,,"OTHER SOCIAL SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AQ93","OTHER SOCIAL SERVICES (ADVANCED)",10/1/1991,,"OTHER SOCIAL SERVICES  - ADVANCED DEVELOPMENT",,,
"AQ94","OTHER SOCIAL SERVICES (ENGINEERING)",10/1/1991,,"OTHER SOCIAL SERVICES  - ENGINEERING DEVELOPMENT",,,
"AQ95","OTHER SOCIAL SERVICES (OPERATIONAL)",1/15/1979,,"OTHER SOCIAL SERVICES  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AQ96","R&D-OTHER SOCIAL SVCS-MGMT SUP",7/15/1985,,"OTHER SOCIAL SERVICES  - MANAGEMENT AND SUPPORT",,,
"AQ97","R&D-OTHER SOCIAL SVCS-COMERCLIZ",10/1/1991,,,,,
"AR","SPACE RANDD",10/1/1979,,,,,
"AR10","R&D-AERO & SPACE TECH",5/15/1979,7/31/1999,,,,
"AR11","R&D-AERO & SPACE TECH-B RES",10/15/1978,,"AERONAUTICS AND SPACE TECHNOLOGY  - BASIC RESEARCH",,,
"AR12","R&D-AERO & SPACE TECH-A RES/EXPL DE",10/15/1978,,"AERONAUTICS AND SPACE TECHNOLOGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AR13","R&D-AERO & SPACE TECH-ADV DEV",10/15/1978,,"AERONAUTICS AND SPACE TECHNOLOGY  - ADVANCED DEVELOPMENT",,,
"AR14","R&D-AERO & SPACE TECH-ENG DEV",10/15/1978,,"AERONAUTICS AND SPACE TECHNOLOGY  - ENGINEERING DEVELOPMENT",,,
"AR15","R&D-AERO & SPACE TECH-OPSY DEV",7/15/1982,,"AERONAUTICS AND SPACE TECHNOLOGY  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AR16","R&D-AERO & SPACE TECH-MGMT SUP",12/15/1978,,"AERONAUTICS AND SPACE TECHNOLOGY  - MANAGEMENT AND SUPPORT",,,
"AR17","R&D-AERO & SPACE TECH-COMERCLIZ",10/1/1991,,,,,
"AR20","R&D-SPACE SCIENCE & APPL",9/15/1985,7/31/1999,,,,
"AR21","R&D-SPACE SCIENCE & APPL-B RES",11/15/1978,,"SPACE SCIENCE AND APPLICATIONS  - BASIC RESEARCH",,,
"AR22","R&D-SPACE SCIENCE & APPL-A RES/EXPL",10/15/1978,,"SPACE SCIENCE AND APPLICATIONS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AR23","R&D-SPACE SCIENCE & APPL-ADV DEV",10/15/1978,,"SPACE SCIENCE AND APPLICATIONS  - ADVANCED DEVELOPMENT",,,
"AR24","R&D-SPACE SCIENCE & APPL-ENG DEV",12/15/1978,,"SPACE SCIENCE AND APPLICATIONS  - ENGINEERING DEVELOPMENT",,,
"AR25","R&D-SPACE SCIENCE & APPL-OPSY DEV",11/15/1978,,"SPACE SCIENCE AND APPLICATIONS  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AR26","R&D-SPACE SCIENCE & APPL-MGMT SUP",8/15/1986,,"SPACE SCIENCE AND APPLICATIONS  - MANAGEMENT AND SUPPORT",,,
"AR27","R&D-SPACE SCIENCE-COMERCLIZ",10/1/1991,,,,,
"AR30","R&D-SPACE TRANS SYSTEMS",3/15/1984,7/31/1999,,,,
"AR31","SPACE FLIGHT (BASIC)",5/15/1982,,"SPACE FLIGHT  - BASIC RESEARCH",,,
"AR32","SPACE FLIGHT (APPLIED/EXPLORATORY)",11/15/1978,,"SPACE FLIGHT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AR33","SPACE FLIGHT (ADVANCED)",11/15/1978,,"SPACE FLIGHT  - ADVANCED DEVELOPMENT",,,
"AR34","SPACE FLIGHT (ENGINEERING)",12/15/1982,,"SPACE FLIGHT  - ENGINEERING DEVELOPMENT",,,
"AR35","SPACE FLIGHT (OPERATIONAL)",11/15/1978,,"SPACE FLIGHT  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AR36","SPACE FLIGHT (MANAGEMENT/SUPPORT)",11/15/1984,,"SPACE FLIGHT  - MANAGEMENT AND SUPPORT",,,
"AR37","R&D-SPACE TRANS SYSTEMS -COMERCLIZ",10/1/1991,,,,,
"AR40","R&D-SPACE TRACK DATA ACQ",10/1/1991,7/31/1999,,,,
"AR41","R&D-SPACE TRACK DATA ACQ-B RES",11/15/1978,,"SPACE OPERATIONS (TRACKING AND DATA ACQUISITION)  - BASIC RESEARCH",,,
"AR42","R&D-SPACE TRACK DATA ACQ-A RES/EXPL",11/15/1978,,"SPACE OPERATIONS (TRACKING AND DATA ACQUISITION) - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AR43","R&D-SPACE TRACK DATA ACQ-ADV DEV",10/15/1978,,"SPACE OPERATIONS (TRACKING AND DATA ACQUISITION)  - ADVANCED DEVELOPMENT",,,
"AR44","R&D-SPACE TRACK DATA ACQ-ENG DEV",11/15/1978,,"SPACE OPERATIONS (TRACKING AND DATA ACQUISITION)  - ENGINEERING DEVELOPMENT",,,
"AR45","R&D-SPACE TRACK DATA ACQ-OPSY DEV",11/15/1979,,"SPACE OPERATIONS (TRACKING AND DATA ACQUISITION)  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AR46","R&D-SPACE TRACK DATA ACQ-MGMT SUP",10/15/1978,,"SPACE OPERATIONS (TRACKING AND DATA ACQUISITION)  - MANAGEMENT AND SUPPORT",,,
"AR47","R&D-SPACE TRACK DATA ACQ-COMERCLIZ",10/1/1991,,,,,
"AR50","R&D-SPACE & TERRESTRIAL",2/15/1985,7/31/1999,,,,
"AR51","R&D-SPACE & TERRESTRIAL-RESEARCH",9/15/1981,7/31/1999,,,,
"AR52","RDTE/SP+TERRESTRIAL APP-APPLIED RES",11/15/1980,,,,,
"AR53","R&D-SPACE & TERRESTRIAL-ADV DEV",5/15/1988,7/31/1999,,,,
"AR54","RDTE/SP+TERRESTRIAL APP-DEMO/VALID",10/1/1991,,,,,
"AR55","RDTE/SP+TERRESTRIAL APP-ENG/MANUF",10/1/1991,,,,,
"AR56","R&D-SPACE & TERRESTRIAL-MGMT SUP",10/1/1991,7/31/1999,,,,
"AR57","R&D-SPACE & TERRESTRIAL-COMERCLIZ",10/1/1991,,,,,
"AR60",,,9/30/2003,,,,
"AR61","R&D-SPACE STATION-B RES",10/1/1991,,"R&D-SPACE STATION-B RES",,,
"AR62","R&D-SPACE STATION-A RES/EXP DEV",10/1/1991,,"R&D-SPACE STATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AR63","R&D-SPACE STATION-ADV DEV",10/1/1991,,"R&D-SPACE STATION - ADVANCED DEVELOPMENT",,,
"AR64","R&D-SPACE STATION-ENG DEV",10/1/1991,,"R&D-SPACE STATION - ENGINEERING DEVELOPMENT",,,
"AR65","R&D-SPACE STATION-OPSY DEV",10/1/1991,,"R&D-SPACE STATION - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AR66","R&D-SPACE STATION-MGMT SUP",10/1/1991,,"R&D-SPACE STATION - MANAGEMENT AND SUPPORT",,,
"AR67","R&D-SPACE STATION-COMERCLIZ",10/1/1991,,,,,
"AR70",,,9/30/2003,,,,
"AR71","R&D-COMMERCIAL PROGRAMS-B RES",10/1/1991,,"R&D-COMMERCIAL PROGRAMS-B RES",,,
"AR72","R&D-COMMERCIAL PROGRAMS A RES/EXP D",10/1/1991,,"RESEARCH AND DEVELOPMENT - COMMERCIAL PROGRAMS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AR73","R&D-COMMERCIAL PROGRAMS-ADV DEV",10/1/1991,,"R&D-COMMERCIAL PROGRAMS - ADVANCED DEVELOPMENT",,,
"AR74","R&D-COMMERCIAL PROGRAMS-ENG DEV",10/1/1991,,"R&D-COMMERCIAL PROGRAMS - ENGINEERING DEVELOPMENT",,,
"AR75","R&D-COMMERCIAL PROGRAMS-OPSY DEV",10/1/1991,,"R&D-COMMERCIAL PROGRAMS - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AR76","R&D-COMMERCIAL PROGRAMS-MGMT SUP",10/1/1991,,"R&D-COMMERCIAL PROGRAMS - MANAGEMENT AND SUPPORT",,,
"AR77","R&D-COMMERCIAL PROGRAMS-COMERCLIZ",10/1/1991,,,,,
"AR90","R&D-OTHER SPACE",10/1/1991,7/31/1999,,,,
"AR91","R&D-OTHER SPACE-B RES",11/15/1978,,"R&D-OTHER SPACE-B RES",,,
"AR92","R&D-OTHER SPACE-A RES/EXPL DEV",11/15/1978,,"RESEARCH AND DEVELOPMENT - OTHER SPACE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AR93","R&D-OTHER SPACE-ADV DEV",10/15/1978,,"R&D-OTHER SPACE - ADVANCED DEVELOPMENT",,,
"AR94","R&D-OTHER SPACE-ENG DEV",10/15/1978,,"R&D-OTHER SPACE - ENGINEERING DEVELOPMENT",,,
"AR95","R&D-OTHER SPACE-OPSY DEV",10/15/1978,,"R&D-OTHER SPACE - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AR96","R&D-OTHER SPACE-MGMT SUP",11/15/1978,,"R&D-OTHER SPACE - MANAGEMENT AND SUPPORT",,,
"AR97","R&D-OTHER SPACE-COMERCLIZ",10/1/1991,,,,,
"AS","TRANSPORTATION (MODAL) RANDD",10/1/1979,,,,,
"AS10","R&D-TRANS-AIR",7/15/1979,7/31/1999,,,,
"AS11","AIR TRANSPORTATION (BASIC)",9/15/1979,,"AIR TRANSPORTATION  - BASIC RESEARCH",,,
"AS12","R&D-TRANS-AIR-A RES/EXPL DEV",12/15/1978,,"AIR TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AS13","AIR TRANSPORTATION (ADVANCED)",10/1/1991,,"AIR TRANSPORTATION  - ADVANCED DEVELOPMENT",,,
"AS14","AIR TRANSPORTATION (ENGINEERING)",10/1/1991,,"AIR TRANSPORTATION  - ENGINEERING DEVELOPMENT",,,
"AS15","AIR TRANSPORTATION (OPERATIONAL)",2/15/1979,,"AIR TRANSPORTATION  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AS16","R&D-TRANS-AIR-MGMT SUP",9/15/1980,,"AIR TRANSPORTATION  - MANAGEMENT AND SUPPORT",,,
"AS17","R&D-TRANS-AIR-COMERCLIZ",10/1/1991,,,,,
"AS20","R&D-TRANS- MOTOR VEH",3/15/1979,7/31/1999,,,,
"AS21","SURFACE MOTOR VEHICLES (BASIC)",10/15/1978,,"SURFACE MOTOR VEHICLES  - BASIC RESEARCH",,,
"AS22","R&D-TRANS- MOTOR VEH-A RES/EXPL DEV",2/15/1985,,"SURFACE MOTOR VEHICLES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AS23","SURFACE MOTOR VEHICLES (ADVANCED)",2/15/1982,,"SURFACE MOTOR VEHICLES  - ADVANCED DEVELOPMENT",,,
"AS24","R&D-TRANS- MOTOR VEH-ENG DEV",3/15/1979,,"SURFACE MOTOR VEHICLES  - ENGINEERING DEVELOPMENT",,,
"AS25","R&D-TRANS- MOTOR VEH-OPSY DEV",10/1/1991,,"SURFACE MOTOR VEHICLES  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AS26","R&D-TRANS- MOTOR VEH-MGMT SUP",12/15/1979,,"SURFACE MOTOR VEHICLES  - MANAGEMENT AND SUPPORT",,,
"AS27","R&D-TRANS- MOTOR VEH-COMERCLIZ",10/1/1991,,,,,
"AS30","R&D-TRANS-RAIL",7/15/1980,7/31/1999,,,,
"AS31","RAIL TRANSPORTATION (BASIC)",9/15/1984,,"RAIL TRANSPORTATION  - BASIC RESEARCH",,,
"AS32","R&D-TRANS-RAIL-A RES/EXPL DEV",10/1/1991,,"RAIL TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AS33","RAIL TRANSPORTATION (ADVANCED)",10/1/1991,,"RAIL TRANSPORTATION  - ADVANCED DEVELOPMENT",,,
"AS34","RAIL TRANSPORTATION (ENGINEERING)",11/15/1985,,"RAIL TRANSPORTATION  - ENGINEERING DEVELOPMENT",,,
"AS35","RAIL TRANSPORTATION (OPERATIONAL)",10/1/1991,,"RAIL TRANSPORTATION  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AS36","R&D-TRANS-RAIL-MGMT SUP",10/1/1991,,"RAIL TRANSPORTATION  - MANAGEMENT AND SUPPORT",,,
"AS37","R&D-TRANS-RAIL-COMERCLIZ",10/1/1991,,,,,
"AS40","R&D-TRANS-MARINE",3/15/1981,7/31/1999,,,,
