"Indent","Category","Source","Report","2000 (Corp)","2001 (Corp)","2002 (Corp)","2003 (Corp)","2004 (Corp)","2005 (Corp)","2006 (Corp)","2007 (Corp)","2008 (Corp)","2009 (Corp)","2010 (Corp)","2011 (Corp)","2012 (Corp)","2013 (Corp)","2014 (Corp)","2015 (Corp)","2016 (Corp)","2000 (Indv)","2001 (Indv)","2002 (Indv)","2003 (Indv)","2004 (Indv)","2005 (Indv)","2006 (Indv)","2007 (Indv)","2008 (Indv)","2009 (Indv)","2010 (Indv)","2011 (Indv)","2012 (Indv)","2013 (Indv)","2014 (Indv)","2015 (Indv)","2016 (Indv)","Description/Expenditure Name","Notes",,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Microturbines",,,
"##","Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Solar",,,
"##+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Solar",,,
"##+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Solar",,,
"#","Enhanced oil recovery credit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>A credit is provided
equal to 15 percent of the taxpayer's costs for
tertiary oil recovery on U.S. projects. Eligible costs include
the cost of constructing a gas treatment plant
to prepare Alaska natural gas for pipeline transportation
and any of the following costs with respect to
a qualified EOR project: (1) the cost of depreciable or
amortizable tangible property that is an integral part
of the project; (2) intangible drilling costs (IDCs) that
the taxpayer can elect to deduct; and (3) deductible
tertiary injectant costs. The credit rate is reduced in
taxable years following calendar years during which
the annual average unregulated wellhead price per barrel
of domestic crude oil exceeds an inflation adjusted
threshold of $28 (adjusted for inflation).</p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy07/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2007</em>.</a>",,
"#+",,"JCT",2001,"<50","<50","<50","<50",,,,,,,,,,,,,,"<50","<50","<50","<50",,,,,,,,,,,,,,"Tax credit for enhanced oil recovery costs",,,
"#+",,"JCT",2002,100,100,100,100,100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"Tax credit for enhanced oil recovery costs",,,
"#+",,"JCT",2003,,100,100,100,100,100,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,"Tax credit for enhanced oil recovery costs",,,
"#+",,"JCT",2004,,,200,200,200,200,200,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,"Tax credit for enhanced oil recovery costs",,,
"#+",,"JCT",2005,,,,200,200,200,200,200,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,"Tax credit for enhanced oil recovery costs",,,
"#+",,"JCT",2006,,,,,200,200,200,200,200,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,"Tax credit for enhanced oil recovery costs",,,
"#+",,"JCT",2007,,,,,,200,300,300,300,400,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,"Tax credit for enhanced oil recovery costs",,,
"#+",,"JCT",2009,,,,,,,,100,"<50","<50","<50","<50",,,,,,,,,,,,,100,"<50","<50","<50","<50",,,,,,"Tax credit for enhanced oil recovery costs",,,
"#+",16,"Treasury",2001,235,270,310,355,410,470,,,,,,,,,,,,25,25,30,35,40,45,,,,,,,,,,,,"Enhanced oil recovery credit",,,
"#+",17,"Treasury",2002,280,340,400,480,580,700,830,,,,,,,,,,,30,30,40,50,50,70,80,,,,,,,,,,,"Enhanced oil recovery credit",,,
"#+",16,"Treasury",2003,,280,330,400,480,580,690,830,,,,,,,,,,,30,30,40,50,60,70,80,,,,,,,,,,"Enhanced oil recovery credit",,,
"#+",16,"Treasury",2004,,,300,310,320,330,330,340,350,,,,,,,,,,,30,30,30,30,30,30,40,,,,,,,,,"Enhanced oil recovery credit",,,
"#+",16,"Treasury",2005,,,,360,360,370,380,390,400,410,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,"Enhanced oil recovery credit",,,
"#+",16,"Treasury",2006,,,,,300,310,310,320,330,340,350,,,,,,,,,,,30,30,30,30,30,30,40,,,,,,,"Enhanced oil recovery credit",,,
"#+",16,"Treasury",2007,,,,,,270,0,0,0,0,0,20,,,,,,,,,,,30,0,0,0,0,0,0,,,,,,"Enhanced oil recovery credit",,,
"#","Exception from passive loss limitation for working interests in oil and gas properties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system accepts current law's general rule limiting taxpayers' ability to deduct losses from passive activities against nonpassive income (e.g., wages, interest, and dividends). Passive activities generally are defined as those in which the taxpayer does not materially participate and there are numerous additional considerations brought to bear on the determination of which activities are passive for a given taxpayer. Losses are limited in an attempt to limit tax sheltering activities. Passive losses that are unused may be carried forward and applied against future passive income. </p><p>In contrast to the general restrictions on passive losses, the Tax Code exempts owners of working interests in oil and gas properties from passive income limitations such that the working interest-holder who manages the development of wells and incurs all operating costs on behalf of himself and all other owners may aggregate negative taxable income (i.e. losses) from such interests with his other income. Thus  these taxpayers are able to fully deduct passive losses against nonpassive income  in contradiction to the general prohibition against such deductions. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>",,
"#+",13,"Treasury",2001,0,0,0,0,0,0,,,,,,,,,,,,25,25,25,25,25,25,,,,,,,,,,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",14,"Treasury",2002,0,0,0,0,0,0,0,,,,,,,,,,,20,20,20,20,20,20,20,,,,,,,,,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",13,"Treasury",2003,,0,0,0,0,0,0,0,,,,,,,,,,,20,20,20,20,20,20,20,,,,,,,,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",13,"Treasury",2004,,,0,0,0,0,0,0,0,,,,,,,,,,,10,10,10,10,10,10,10,,,,,,,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",13,"Treasury",2005,,,,0,0,0,0,0,0,0,,,,,,,,,,,20,20,20,20,20,20,20,,,,,,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",13,"Treasury",2006,,,,,0,0,0,0,0,0,0,,,,,,,,,,,20,20,20,20,20,20,20,,,,,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",13,"Treasury",2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",13,"Treasury",2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,30,30,30,30,30,30,30,,,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",12,"Treasury",2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,30,20,20,20,30,30,30,,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",12,"Treasury",2010,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",12,"Treasury",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,20,20,,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#+",12,"Treasury",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,30,30,30,30,30,"Exception from passive loss limitation for working interests in oil and gas properties",,,
"#","Exceptions for publicly traded partnership with qualified income derived from certain energy-related activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Code Sec. 7704, with a noteworthy exception, generally treats a publicly traded partnership (PTP) as a corporation for federal income tax purposes. For this purpose, a PTP is any partnership that is traded on an established securities market or secondary market.</p> <p>A notable exception to Sec. 7704 occurs if 90 percent of the gross income of a PTP is passive-type income, such as interest, dividends, real property rents, gains from the disposition of real property, and similar income or gains. In these cases, the PTP is exempt from corporate level taxation, thus allowing it to claim pass-through status for tax purposes.</p>
","Description adapted from <a href=""http://frwebgate.access.gpo.gov/cgi-bin/getdoc.cgi?dbname=110_cong_senate_committee_prints&docid=f:45728.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2008, Washington, DC: U.S. Government Printing Office.
",,
"#+",,"JCT",2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,400,400,500,600,600,,,,,"Exceptions for publicly traded partnership with qualified income derived from certain energy-related activities",,,
"#+",,"JCT",2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,400,500,600,600,700,,,,"Exceptions for publicly traded partnership with qualified income derived from certain energy-related activities",,,
"#+",,"JCT",2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,500,500,600,600,700,,,"Exceptions for publicly traded partnership with qualified income derived from certain energy-related activities",,,
"#","Excess of percentage over cost depletion, fuels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would allow recovery of the costs of developing certain oil and mineral properties using cost depletion. Cost depletion is similar in concept to depreciation, in that the costs of developing or acquiring the asset are capitalized and then gradually reduced over an estimate of the asset's productive life, as is appropriate for measuring net income. </p><p>In contrast, the Tax Code generally allows independent fuel and mineral producers and royalty owners to take percentage depletion deductions rather than cost depletion on limited quantities of output. Under percentage depletion, taxpayers deduct a percentage of gross income from mineral production. In certain cases the deduction is limited to a fraction of the asset's net income. Over the life of an investment, percentage depletion deductions can exceed the cost of the investment. Consequently, percentage depletion offers more generous tax treatment than would cost depletion, which would limit deductions to an investment's cost. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>",,
"#+",11,"Treasury",2001,225,230,230,235,240,240,,,,,,,,,,,,50,50,50,50,50,50,,,,,,,,,,,,"Excess of percentage over cost depletion, fuels",,,
"#+",12,"Treasury",2002,290,290,290,290,290,300,300,,,,,,,,,,,50,50,50,50,50,50,50,,,,,,,,,,,"Excess of percentage over cost depletion, fuels",,,
"#+",11,"Treasury",2003,,220,230,240,250,260,270,280,,,,,,,,,,,30,30,30,40,40,40,40,,,,,,,,,,"Excess of percentage over cost depletion, fuels",,,
"#+",11,"Treasury",2004,,,510,550,530,500,510,530,540,,,,,,,,,,,100,120,120,110,110,110,110,,,,,,,,,"Excess of percentage over cost depletion, fuels",,,
"#+",11,"Treasury",2005,,,,530,510,480,490,510,510,510,,,,,,,,,,,110,110,100,100,100,100,100,,,,,,,,"Excess of percentage over cost depletion, fuels",,,
"#+",11,"Treasury",2006,,,,,1210,1180,1240,1310,1350,1390,1430,,,,,,,,,,,110,100,110,110,120,120,120,,,,,,,"Excess of percentage over cost depletion, fuels",,,
"#+",11,"Treasury",2007,,,,,,530,600,620,600,580,560,560,,,,,,,,,,,60,70,70,60,60,60,60,,,,,,"Excess of percentage over cost depletion, fuels",,,
"#+",11,"Treasury",2008,,,,,,,680,710,710,710,700,680,670,,,,,,,,,,,80,80,80,80,80,80,70,,,,,"Excess of percentage over cost depletion, fuels",,,
"#+",10,"Treasury",2009,,,,,,,,710,820,860,820,790,770,760,,,,,,,,,,,80,90,90,90,90,80,80,,,,"Excess of percentage over cost depletion, fuels",,,
"#+",10,"Treasury",2010,,,,,,,,,830,1230,1220,1240,1250,1260,1270,,,,,,,,,,,90,130,130,130,130,130,130,,,"Excess of percentage over cost depletion, fuels",,,
"#+",10,"Treasury",2011,,,,,,,,,,310,560,610,860,1030,1060,1090,,,,,,,,,,,30,50,60,80,100,100,100,,"Excess of percentage over cost depletion, fuels",,,
"#+",10,"Treasury",2012,,,,,,,,,,,830,910,950,970,990,1000,1020,,,,,,,,,,,150,160,170,180,180,180,180,"Excess of percentage over cost depletion, fuels",,,
"##","Oil and gas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2001,400,400,400,400,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2002,500,500,500,500,500,,,,,,,,,,,,,200,200,200,200,200,,,,,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2003,,300,300,300,300,400,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2004,,,500,400,400,400,400,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2005,,,,400,400,400,500,500,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2006,,,,,400,400,500,500,500,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,"Oil and gas",,,
"##+",,"JCT",2007,,,,,,500,500,500,600,600,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,"Oil and gas",,,
"##+",,"JCT",2008,,,,,,,1000,1000,900,900,900,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,"Oil and gas",,,
"##+",,"JCT",2009,,,,,,,,1100,1200,1200,1200,1200,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,"Oil and gas",,,
"##+",,"JCT",2010,,,,,,,,,1300,1400,1400,1400,1400,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Oil and gas",,,
"##+",,"JCT",2011,,,,,,,,,,1300,1200,1300,1300,1400,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Oil and gas",,,
"##+",,"JCT",2012,,,,,,,,,,,500,800,900,900,1000,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Oil and gas",,,
"##","Other fuels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2001,200,200,200,200,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2002,200,200,200,200,200,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2003,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2004,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2005,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,"Other fuels",,,
"##+",,"JCT",2006,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,"Other fuels",,,
"##+",,"JCT",2007,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,"Other fuels",,,
"##+",,"JCT",2008,,,,,,,100,100,100,100,100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,"Other fuels",,,
"##+",,"JCT",2009,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,"Other fuels",,,
"##+",,"JCT",2010,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Other fuels",,,
"##+",,"JCT",2011,,,,,,,,,,200,200,200,200,200,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Other fuels",,,
"##+",,"JCT",2012,,,,,,,,,,,200,200,200,200,200,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Other fuels",,,
"#","Exclusion of interest on energy facility bonds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code allows interest earned on State and local bonds used to finance construction of certain energy facilities to be exempt from tax. These bonds are generally subject to the State private-activity-bond annual volume cap. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>",,
"#+",,"JCT",2001,"<50","<50","<50","<50",,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,"Exclusion of interest on State and local government industrial development bonds for energy production facilities",,,
"#+",,"JCT",2002,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,"Exclusion of interest on State and local government industrial development bonds for energy production facilities",,,
"#+",,"JCT",2003,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,"Exclusion of interest on State and local government industrial development bonds for energy production facilities",,,
"#+",,"JCT",2004,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,"Exclusion of interest on State and local government industrial development bonds for energy production facilities",,,
"#+",,"JCT",2005,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,"Exclusion of interest on State and local government industrial development bonds for energy production facilities",,,
"#+",,"JCT",2006,,,,,"<50","<50","<50",100,100,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,"Exclusion of interest on State and local government industrial development bonds for energy production facilities",,,
"#+",,"JCT",2007,,,,,,100,100,100,100,100,,,,,,,,,,,,,100,100,100,100,200,,,,,,,,"Exclusion of interest on State and local government bonds for energy production facilities",,,
"#+",,"JCT",2008,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,,"Exclusion of interest on State and local government qualified private activity bonds for energy production facilities",,,
"#+",,"JCT",2009,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,"Exclusion of interest on State and local government qualified private activity bonds for energy production facilities",,,
"#+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,"Exclusion of interest on State and local government qualified private activity bonds for energy production facilities",,,
"#+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,"Exclusion of interest on State and local government qualified private activity bonds for energy production facilities",,,
"#+",,"JCT",2012,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Exclusion of interest on State and local government qualified private activity bonds for energy production facilities",,,
"#+",15,"Treasury",2001,30,30,30,30,30,30,,,,,,,,,,,,85,85,90,90,90,90,,,,,,,,,,,,"Exclusion of interest on energy facility bonds",,,
"#+",16,"Treasury",2002,20,20,20,20,30,40,40,,,,,,,,,,,70,70,70,80,80,90,100,,,,,,,,,,,"Exclusion of interest on energy facility bonds",,,
"#+",15,"Treasury",2003,,20,20,20,30,30,30,30,,,,,,,,,,,70,70,80,90,100,110,120,,,,,,,,,,"Exclusion of interest on energy facility bonds",,,
"#+",15,"Treasury",2004,,,30,30,30,30,30,30,30,,,,,,,,,,,80,90,100,110,110,120,130,,,,,,,,,"Exclusion of interest on energy facility bonds",,,
"#+",15,"Treasury",2005,,,,20,20,20,20,20,20,20,,,,,,,,,,,70,80,90,90,100,110,110,,,,,,,,"Exclusion of interest on energy facility bonds",,,
"#+",15,"Treasury",2006,,,,,20,20,20,20,20,20,20,,,,,,,,,,,80,80,90,90,100,100,110,,,,,,,"Exclusion of interest on energy facility bonds",,,
"#+",15,"Treasury",2007,,,,,,20,20,20,20,20,20,20,,,,,,,,,,,60,70,70,80,80,90,90,,,,,,"Exclusion of interest on energy facility bonds",,,
"#+",15,"Treasury",2008,,,,,,,10,10,10,10,10,10,10,,,,,,,,,,,30,30,40,40,40,40,40,,,,,"Exclusion of interest on energy facility bonds",,,
"#+",14,"Treasury",2009,,,,,,,,10,10,10,10,10,10,10,,,,,,,,,,,20,20,20,20,20,20,20,,,,"Exclusion of interest on energy facility bonds",,,
"#+",14,"Treasury",2010,,,,,,,,,0,10,10,10,10,10,10,,,,,,,,,,,10,10,10,20,20,20,20,,,"Exclusion of interest on energy facility bonds",,,
"#+",14,"Treasury",2011,,,,,,,,,,0,0,10,10,10,10,10,,,,,,,,,,,10,10,20,20,20,20,20,,"Exclusion of interest on energy facility bonds",,,
"#+",14,"Treasury",2012,,,,,,,,,,,10,10,10,10,10,10,10,,,,,,,,,,,10,20,20,20,20,30,30,"Exclusion of interest on energy facility bonds",,,
"#","Exclusion of utility conservation subsidies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system generally takes a comprehensive view of taxable income that includes a wide variety of (measurable) accretions to wealth. In certain circumstances, public utilities offer rate subsidies to non-business customers who invest in energy conservation measures. These rate subsidies are equivalent to payments from the utility to its customer, and so represent accretions to wealth, income, that would be taxable to the customer under the baseline tax system. In contrast, the Tax Code exempts these subsidies from the non-business customer's gross income. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>",,
"#+",,"JCT",2001,0,0,0,0,,,,,,,,,,,,,,"<50","<50","<50","<50",,,,,,,,,,,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2002,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2003,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2004,,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2005,,,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2006,,,,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2007,,,,,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2009,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",,"JCT",2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,"Exclusion of energy conservation subsidies provided by public utilities",,,
"#+",20,"Treasury",2001,-5,-5,-5,0,0,0,,,,,,,,,,,,85,85,85,85,85,85,,,,,,,,,,,,"Exclusion from income of conservation subsidies provided by public utilities",,,
"#+",21,"Treasury",2002,0,0,0,0,0,0,0,,,,,,,,,,,90,80,80,80,90,90,90,,,,,,,,,,,"Exclusion from income of conservation subsidies provided by public utilities",,,
"#+",20,"Treasury",2003,,0,0,0,0,0,0,0,,,,,,,,,,,70,70,70,70,70,70,60,,,,,,,,,,"Exclusion from income of conservation subsidies provided by public utilities",,,
"#+",20,"Treasury",2004,,,0,0,0,0,0,0,0,,,,,,,,,,,80,80,80,80,80,80,80,,,,,,,,,"Exclusion from income of conservation subsidies provided by public utilities",,,
"#+",20,"Treasury",2005,,,,0,0,0,0,0,0,0,,,,,,,,,,,80,80,80,80,80,80,80,,,,,,,,"Exclusion from income of conservation subsidies provided by public utilities",,,
"#+",20,"Treasury",2006,,,,,0,0,0,0,0,0,0,,,,,,,,,,,100,100,100,100,90,90,90,,,,,,,"Exclusion of conservation subsidies provided by public utilities",,,
"#+",20,"Treasury",2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,80,80,80,80,80,70,70,,,,,,"Exclusion of utility conservation subsidies",,,
"#+",19,"Treasury",2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,110,110,110,110,110,110,100,,,,,"Exclusion of utility conservation subsidies",,,
"#+",19,"Treasury",2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,120,120,120,110,110,110,110,,,,"Exclusion of utility conservation subsidies",,,
"#+",20,"Treasury",2010,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,120,120,110,110,110,110,110,,,"Exclusion of utility conservation subsidies",,,
"#+",20,"Treasury",2011,,,,,,,,,,10,10,0,0,0,0,0,,,,,,,,,,,130,130,130,120,120,120,120,,"Exclusion of utility conservation subsidies",,,
"#+",20,"Treasury",2012,,,,,,,,,,,10,10,10,10,10,10,10,,,,,,,,,,,210,210,210,210,200,200,200,"Exclusion of utility conservation subsidies",,,
"#","Expensing of exploration and development costs, fuels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Under the baseline tax system, the costs of exploring and developing oil and gas wells would be capitalized and then amortized (or depreciated) over an estimate of the economic life of the well. This insures that the net income from the well is measured appropriately each year. </p><p>In contrast to this treatment, current law allows intangible drilling costs for successful investments in domestic oil and gas wells (such as wages, the cost of using machinery for grading and drilling, and the cost of unsalvageable materials used in constructing wells) to be deducted immediately, i.e., expensed. Because it allows recovery of costs sooner, expensing is more generous for the taxpayer than would be amortization. Integrated oil companies may deduct only 70 percent of such costs and must amortize the remaining 30 percent over five years. The same rule applies to the exploration and development costs of surface stripping and the construction of shafts and tunnels for other fuel minerals. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>",,
"#+",10,"Treasury",2001,-15,-30,-10,15,15,15,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,"Expensing of exploration and development costs, fuels",,,
"#+",11,"Treasury",2002,20,60,60,80,90,90,80,,,,,,,,,,,0,10,10,20,20,20,20,,,,,,,,,,,"Expensing of exploration and development costs, fuels",,,
"#+",10,"Treasury",2003,,40,50,60,70,70,80,80,,,,,,,,,,,10,10,10,20,20,20,20,,,,,,,,,,"Expensing of exploration and development costs, fuels",,,
"#+",10,"Treasury",2004,,,130,150,130,70,50,40,30,,,,,,,,,,,20,20,20,10,10,0,0,,,,,,,,,"Expensing of exploration and development costs, fuels",,,
"#+",10,"Treasury",2005,,,,180,240,150,70,60,50,30,,,,,,,,,,,30,30,20,10,10,10,10,,,,,,,,"Expensing of exploration and development costs, fuels",,,
"#+",10,"Treasury",2006,,,,,230,350,320,240,210,160,120,,,,,,,,,,,30,50,50,40,30,30,20,,,,,,,"Expensing of exploration and development costs, fuels",,,
"#+",10,"Treasury",2007,,,,,,340,590,760,720,560,430,330,,,,,,,,,,,50,90,110,110,90,70,50,,,,,,"Expensing of exploration and development costs, fuels",,,
"#+",10,"Treasury",2008,,,,,,,590,750,730,620,520,390,270,,,,,,,,,,,90,110,110,90,80,60,40,,,,,"Expensing of exploration and development costs, fuels",,,
