"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"84.407","Transition Programs for Students with Intellectual Disabilities into Higher Education","Department of Education / Office of Postsecondary Education","B - Cooperative Agreements, B - Project Grants (Discretionary)",9/25/2010 9:10,5/19/2010 7:26
"84.408","Postsecondary Education Scholarships for Veteran's Dependents","Department of Education","C - Direct Payments for Specified Use",9/20/2010 7:36,6/7/2010 8:15
"84.409","Civil Legal Assistance Attorney Student Loan Repayment Program","Department of Education","E - Direct Loans",9/23/2010 9:12,6/20/2010 8:21
"84.410","Education Jobs Fund","Department of Education / Office of Elementary and Secondary Education","A - Formula Grants",12/10/2010 7:55,8/13/2010 15:45
"85.001","Harry S Truman Scholarship Program","Harry S Truman Scholarship Foundation","C - DIRECT PAYMENTS FOR A SPECIFIED USE",11/7/2008 0:00,1/1/1980 0:00
"85.102","Christopher Columbus Awards","Christopher Columbus Fellowship Foundation","B - Project Grants (Special)",12/10/2010 7:56,10/4/2009 13:20
"85.104","Life Sciences Awards","Christopher Columbus Fellowship Foundation","C - Direct Payments for Specified Use, D - Direct Payments with Unrestricted Use",9/3/2010 19:15,10/4/2009 13:21
"85.105","Agriscience Awards","Christopher Columbus Fellowship Foundation","C - Direct Payments for Specified Use, D - Direct Payments with Unrestricted Use",12/10/2010 7:56,2/19/2010 7:51
"85.200","Barry M. Goldwater Scholarship Program","Barry Goldwater Scholarship and Excellence In Education Foundation","C - DIRECT PAYMENTS FOR A SPECIFIED USE",11/10/2008 0:00,1/1/1997 0:00
"85.300","Woodrow Wilson Center Fellowships in the Humanities and Social Sciences","Woodrow Wilson International Center for Scholars","B - PROJECT GRANTS",9/17/2008 0:00,1/1/1997 0:00
"85.400","Morris K. Udall Scholarship Program","Morris K. Udall Foundation","C - DIRECT PAYMENTS FOR A SPECIFIED USE",10/29/2009 7:58,1/1/1997 0:00
"85.401","Morris K. Udall Fellowship Program","Morris K. Udall Foundation","C - Direct Payments for Specified Use",10/29/2009 7:58,1/1/1997 0:00
"85.402","Morris K. Udall Native American Congressional Internship Program","Morris K. Udall Foundation","C - DIRECT PAYMENTS FOR A SPECIFIED USE",10/29/2009 7:58,1/1/1997 0:00
"85.500","James Madison Memorial Fellowship Program","James Madison Memorial Fellowship Foundation","B - Project Grants (Fellowships)",11/10/2009 14:25,1/1/1997 0:00
"85.601","Smithsonian Institution Fellowship Program","Smithsonian Institution","B - PROJECT GRANTS",9/23/2008 0:00,9/23/2008 0:00
"88.001","Architectural and Transportation Barriers Compliance Board","Architectural and Transportation Barriers Compliance Board","L - DISSEMINATION OF TECHNICAL INFORMATION",9/17/2008 0:00,1/1/1984 0:00
"90.300","Japan-U.S. Friendship Commission Grants","Japan U.S. Friendship Commission","B - PROJECT GRANTS",9/3/2010 19:09,1/1/2004 0:00
"90.400","Help America Vote College Program","U.S. Election Assistance Commission","B - PROJECT GRANTS",3/11/2010 11:15,1/1/2004 0:00
"90.402","Help America Vote Mock Election Program","U.S. Election Assistance Commission","B - PROJECT GRANTS",11/7/2008 0:00,1/1/2008 0:00
"91.001","Annual Grant Competition","United States Institute of Peace","B - PROJECT GRANTS",9/29/2010 7:56,1/1/1990 0:00
"91.002","Priority Grant Competition","United States Institute of Peace","B - PROJECT GRANTS",9/29/2010 7:56,1/1/1990 0:00
"93.123","Health Professions Pregraduate Scholarship Program for Indians","Department of Health and Human Services / Indian Health Service","M - Training",7/6/2010 10:53,1/1/1990 0:00
"93.124","Nurse Anesthetist Traineeships","Department of Health and Human Services / Health Resources and Services Administration","A - FORMULA GRANTS",7/2/2010 10:15,1/1/1990 0:00
"93.137","Community Programs to Improve  Minority Health Grant Program","Department of Health and Human Services / Office of Minority Health","B - PROJECT GRANTS",2/15/2011 5:00,1/1/1990 0:00
"93.140","Intramural Research Training Award","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",10/1/2010 8:22,1/1/1990 0:00
"93.143","NIEHS Superfund Hazardous Substances_Basic Research and Education","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/6/2010 11:14,1/1/1990 0:00
"93.145","AIDS Education and Training Centers","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS",9/16/2010 11:08,1/1/1990 0:00
"93.156","Geriatric Training for Physicians, Dentists and Behavioral/Mental Health Professionals","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS, M - Training",7/2/2010 10:16,1/1/1990 0:00
"93.157","Centers of Excellence","Department of Health and Human Services / Health Resources and Services Administration","A - Formula Grants, B - PROJECT GRANTS",7/2/2010 10:16,1/1/1990 0:00
"93.164","Indian Health Service Educational Loan Repayment","Department of Health and Human Services / Indian Health Service","C - Direct Payments for Specified Use",9/21/2010 14:06,1/1/1990 0:00
"93.178","Nursing Workforce Diversity","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS",7/2/2010 10:17,1/1/1990 0:00
"93.185","Immunization Research, Demonstration, Public Information and Education_Training and Clinical Skills Improvement Projects","Department of Health and Human Services / Centers for Disease Control and Prevention","B - PROJECT GRANTS",7/28/2010 7:51,1/1/1990 0:00
"93.186","National Research Service Award in Primary Care Medicine","Department of Health and Human Services / Health Resources and Services Administration","M - TRAINING",9/16/2010 11:09,1/1/1990 0:00
"93.187","Undergraduate Scholarship Program for Individuals from Disadvantaged Backgrounds","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/8/2010 10:25,1/1/1995 0:00
"93.209","Contraception and Infertility Research Loan Repayment Program","Department of Health and Human Services / National Institutes of Health","C - DIRECT PAYMENTS FOR A SPECIFIED USE",7/15/2010 11:27,1/1/1995 0:00
"93.220","Clinical Research Loan Repayment Program for Individuals from Disadvantaged Backgrounds","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:28,1/1/1994 0:00
"93.232","Loan Repayment Program for General Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:29,1/1/1996 0:00
"93.235","Abstinence Education Program","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS",4/28/2011 5:00,1/1/1997 0:00
"93.236","Grants for Dental Public Health Residency Training","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS",7/2/2010 10:18,1/1/1998 0:00
"93.237","Special Diabetes Program for Indians_Diabetes Prevention and Treatment  Projects","Department of Health and Human Services / Indian Health Service","B - PROJECT GRANTS",7/15/2010 11:28,1/1/1998 0:00
"93.249","Public Health Training Centers Grant Program","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements",7/2/2010 10:18,1/1/2000 0:00
"93.259","Rural Access to Emergency Devices Grant","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS",7/9/2010 8:24,1/1/2002 0:00
"93.260","Family Planning_Personnel Training","Department of Health and Human Services / Office of Population Affairs","B - PROJECT GRANTS",2/18/2011 5:00,1/1/1990 0:00
"93.264","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services / Health Resources and Services Administration","E - Direct Loans",7/1/2010 15:17,1/1/2003 0:00
"93.265","Comprehensive Geriatric Education Program(CGEP)","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS",7/2/2010 10:19,1/1/2003 0:00
"93.270","Adult Viral Hepatitis Prevention and Control","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements",9/22/2010 7:29,1/1/2008 0:00
"93.279","Drug Abuse and Addiction Research Programs","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS, M - TRAINING",7/9/2010 11:29,1/1/1990 0:00
"93.281","Mental Health Research Career/Scientist Development Awards","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:52,1/1/1990 0:00
"93.286","Discovery and Applied Research for Technological Innovations to Improve Human Health","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/15/2010 11:28,1/1/2002 0:00
"93.288","National Health Service Corps Scholarship Program","Department of Health and Human Services / Health Resources and Services Administration","C - DIRECT PAYMENTS FOR A SPECIFIED USE",7/1/2010 15:18,1/1/1990 0:00
"93.289","President's Council on Fitness, Sports, and Nutrition","Department of Health and Human Services / President's Council on Physical Fitness and Sports","K - ADVISORY SERVICES AND COUNSELING",10/26/2010 10:16,1/1/1990 0:00
"93.303","Nursing Scholarship Program","Department of Health and Human Services / Health Resources and Services Administration","C - DIRECT PAYMENTS FOR A SPECIFIED USE",7/2/2010 10:19,1/1/2007 0:00
"93.307","Minority Health and Health Disparities Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",9/19/2010 20:36,11/23/2009 13:12
"93.308","Extramural Loan Repayment for Individuals from Disadvantaged Backgrounds Conducting Clinical Research","Department of Health and Human Services / National Institutes of Health","C - Direct Payments for Specified Use",9/19/2010 20:37,11/23/2009 13:12
"93.342","Health Professions Student Loans, Including Primary Care Loans/Loans for Disadvantaged Students","Department of Health and Human Services / Health Resources and Services Administration","E - DIRECT LOANS",7/1/2010 15:18,1/1/1990 0:00
"93.358","Advanced Nursing Education Traineeships","Department of Health and Human Services / Health Resources and Services Administration","A - Formula Grants",7/1/2010 15:19,1/1/1990 0:00
"93.359","Nurse Education, Practice and Retention Grants","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements, B - Project Grants",7/1/2010 15:19,1/1/1990 0:00
"93.361","Nursing Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",9/19/2010 20:38,1/1/1990 0:00
"93.364","Nursing Student Loans","Department of Health and Human Services / Health Resources and Services Administration","E - DIRECT LOANS",7/1/2010 15:20,1/1/1990 0:00
"93.389","National Center for Research Resources","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 13:36,1/1/1990 0:00
"93.393","Cancer Cause and Prevention Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:30,1/1/1990 0:00
"93.394","Cancer Detection and Diagnosis Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:32,1/1/1990 0:00
"93.395","Cancer Treatment Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:33,1/1/1990 0:00
"93.396","Cancer Biology Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:36,1/1/1990 0:00
"93.397","Cancer Centers Support Grants","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:41,1/1/1990 0:00
"93.398","Cancer Research Manpower","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:43,1/1/1990 0:00
"93.399","Cancer Control","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 11:48,1/1/1990 0:00
"93.401","ARRA - National Health Service Corps Loan Repayment","Department of Health and Human Services / Health Resources and Services Administration","C - Direct Payments for Specified Use",7/13/2010 13:53,7/14/2009 10:39
"93.418","ARRA - Emergency Medical Services for Children","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants",7/13/2010 13:57,9/23/2009 11:39
"93.444","Tribal Self-Governance Program: Planning and Negotiation Cooperative Agreement","Department of Health and Human Services / Indian Health Service","B - Cooperative Agreements",7/8/2010 8:48,1/1/2008 0:00
"93.508","Affordable Care Act (ACA) Tribal Maternal, Infant, and Early Childhood Home Visiting Program","Department of Health and Human Services / Administration for Children and Families","B - Project Grants",6/24/2010 16:20,6/24/2010 16:20
"93.530","Affordable Care Act - Teaching Health Center Graduate Medical Education Payments Program","Department of Health and Human Services / Health Resources and Services Administration","A - Formula Grants, C - Direct Payments for Specified Use",11/2/2010 10:48,11/2/2010 10:48
"93.569","Community Services Block Grant","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS",7/18/2010 23:01,1/1/1992 0:00
"93.600","Head Start","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS",7/12/2010 8:36,1/1/1990 0:00
"93.618","Voting Access for Individuals with Disabilities-Grants for Protection and Advocacy Systems","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS",7/2/2010 7:23,1/1/2003 0:00
"93.630","Developmental Disabilities Basic Support and Advocacy Grants","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS",7/1/2010 12:15,1/1/1990 0:00
"93.631","Developmental Disabilities Projects of National Significance","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS",7/1/2010 12:17,1/1/1990 0:00
"93.632","University Centers for Excellence in Developmental Disabilities Education, Research, and Service","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS",7/1/2010 15:35,1/1/1990 0:00
"93.648","Child Welfare Research Training or Demonstration","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS",7/18/2010 23:06,1/1/1990 0:00
"93.822","Health Careers Opportunity Program","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS",9/16/2010 11:15,1/1/1990 0:00
"93.824","Area Health Education Centers Infrastructure Development Awards","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements",9/16/2010 11:15,1/1/1990 0:00
"93.879","Medical Library Assistance","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",6/29/2010 7:59,1/1/1990 0:00
"93.884","Grants for Training in Primary Care Medicine and Dentistry","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS",7/1/2010 16:10,1/1/1990 0:00
"93.908","Nursing Education Loan Repayment Program","Department of Health and Human Services / Health Resources and Services Administration","C - DIRECT PAYMENTS FOR A SPECIFIED USE",7/1/2010 16:11,1/1/1990 0:00
"93.923","Disadvantaged Health Professions Faculty Loan Repayment (FLRP) and Minority Faculty Fellowship Program (MFFP)","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE",9/16/2010 11:16,1/1/1991 0:00
"93.925","Scholarships for Health Professions Students from Disadvantaged Backgrounds","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS",7/1/2010 14:49,1/1/1991 0:00
"93.936","National Institutes of Health Acquired Immunodeficiency Syndrome Research Loan Repayment Program","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS",7/9/2010 12:35,1/1/1992 0:00
"93.942","Research, Treatment and Education Programs on Lyme Disease in the United States","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements, B - Project Grants (Cooperative Agreements or Contracts)",7/16/2010 8:14,1/1/1992 0:00
"93.964","Public Health Traineeships","Department of Health and Human Services / Health Resources and Services Administration","A - FORMULA GRANTS",7/1/2010 14:47,1/1/1990 0:00
"93.969","Geriatric Education Centers","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements, B - Project Grants",7/2/2010 10:30,1/1/1990 0:00
"93.970","Health Professions Recruitment Program for Indians","Department of Health and Human Services / Indian Health Service","M - Training",7/8/2010 9:16,1/1/1990 0:00
"93.974","Family Planning_Service Delivery Improvement Research Grants","Department of Health and Human Services / Office of Population Affairs","B - PROJECT GRANTS",2/15/2011 5:00,1/1/1990 0:00
"93.978","Preventive Health Services_Sexually Transmitted Diseases Research, Demonstrations, and Public Information and Education Grants","Department of Health and Human Services / Centers for Disease Control and Prevention","B - PROJECT GRANTS",9/22/2010 7:31,1/1/1990 0:00
"93.982","Mental Health Disaster Assistance and Emergency Mental Health","Department of Health and Human Services / Substance Abuse and Mental Health Services Administration","B - PROJECT GRANTS",9/19/2010 20:45,1/1/1990 0:00
"94.005","Learn and Serve America_Higher Education","Corporation for National and Community Service","B - PROJECT GRANTS",9/16/2008 0:00,1/1/1995 0:00
"94.009","Training and Technical Assistance","Corporation for National and Community Service","L - Dissemination of Technical Information, M - Training",12/20/2009 17:33,1/1/1995 0:00
"94.018","Learn and Serve America Innovative Community-Based Service-Learning Programs","Corporation for National and Community Service","B - Project Grants (Discretionary)",11/16/2009 9:39,11/16/2009 9:39
"94.019","Social Innovation Fund","Corporation for National and Community Service","B - Cooperative Agreements",8/23/2010 10:32,1/28/2010 7:44
"97.010","Citizenship Education and Training","Department of Homeland Security","B - Cooperative Agreements, B - Project Grants (Contracts)",9/21/2010 12:10,1/1/2003 0:00
"97.026","Emergency Management Institute_Training Assistance","Department of Homeland Security","C - DIRECT PAYMENTS FOR A SPECIFIED USE",6/16/2010 7:34,1/1/2003 0:00
"97.062","Scholars and Fellows, and Educational Programs","Department of Homeland Security","B - Project Grants, C - DIRECT PAYMENTS FOR A SPECIFIED USE",9/21/2010 13:07,1/1/2004 0:00
"97.103","Degrees at a Distance Program","Department of Homeland Security","B - PROJECT GRANTS",6/15/2010 14:04,1/1/2007 0:00
"97.104","Homeland Security-related Science, Technology, Engineering and Mathematics (HS STEM) Career Development Program","Department of Homeland Security","B - PROJECT GRANTS",9/21/2010 11:48,1/1/2007 0:00
"97.127","Upstate New York Cyber Initiative","Department of Homeland Security","B - Project Grants",4/27/2011 14:51,4/27/2011 14:51
"98.006","Foreign Assistance to American Schools and Hospitals Abroad (ASHA)","Agency for International Development","B - PROJECT GRANTS",9/23/2008 0:00,1/1/2004 0:00
"98.012","USAID Development Partnerships for University Cooperation and Development","Agency for International Development","B - PROJECT GRANTS",9/23/2008 0:00,1/1/2005 0:00
