Date,Name,Price Paid,Pricing Mechanism,Description,Transaction Type,FDIC Number,OTS Number,Type of Institution,Total Assets (Q4 2008),Regulator,City,State,Stock Symbol,Program,Warrant Strike Price,Warrant Received,Stock Price (as of close 2009-04-08),In/Out of Money (as of close 2009-04-08),Subsidy Rate Estimate (percentage),Subsidy Rate Estimate Date,Subsidy Rate Estimate Source
2009-01-09,C&F Financial Corporation,20000000.00,Par,Preferred Stock w/Warrants,Purchase,2183493,,holding company,847034000.00,Federal Reserve,West Point,VA,CFFI,CPP,17.91,167504,15.50,-2.41,,,
2009-01-09,Cadence Financial Corporation,44000000.00,Par,Preferred Stock w/Warrants,Purchase,1100037,,holding company,1967150000.00,Federal Reserve,Starkville,MS,CADE,CPP,5.76,1145833,4.17,-1.59,,,
2009-01-09,"Carolina Bank Holdings, Inc.",16000000.00,Par,Preferred Stock w/Warrants,Purchase,2943473,,holding company,616230000.00,Federal Reserve,Greensboro,NC,CLBH,CPP,6.71,357675,4.20,-2.51,,,
2009-01-09,"Center Bancorp, Inc.",10000000.00,Par,Preferred Stock w/Warrants,Purchase,1048764,,holding company,1022758000.00,Federal Reserve,Union,NJ,CNBC,CPP,8.65,173410,7.03,-1.62,,,
2009-01-09,Central Pacific Financial Corp.,135000000.00,Par,Preferred Stock w/Warrants,Purchase,1022764,,holding company,5422926000.00,Federal Reserve,Honolulu,HI,CPF,CPP,12.77,1585748,5.06,-7.71,,,
2009-01-09,Centrue Financial Corporation,32668000.00,Par,Preferred Stock w/Warrants,Purchase,1206591,,holding company,1397201000.00,Federal Reserve,St. Louis,MO,TRUE,CPP,9.64,508320,5.70,-3.94,,,
2009-01-09,"Codorus Valley Bancorp, Inc.",16500000.00,Par,Preferred Stock w/Warrants,Purchase,1142475,,holding company,697410000.00,Federal Reserve,York,PA,CVLY,CPP,9.38,263859,8.79,-0.59,,,
2009-01-09,"Colony Bankcorp, Inc.",28000000.00,Par,Preferred Stock w/Warrants,Purchase,1085170,,holding company,1250186000.00,Federal Reserve,Fitzgerald,GA,CBAN,CPP,8.40,500000,6.86,-1.54,,,
2009-01-09,Commerce National Bank,5000000.00,Par,Preferred Stock w/Warrants,Purchase,57566,,bank,261908000.00,Comptroller,Newport Beach,CA,CNBF.OB,CPP,8.60,87209,6.10,-2.50,,,
2009-01-09,Community Trust Financial Corporation,24000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1885307,,holding company,1129736000.00,Federal Reserve,Ruston,LA,,CPP,,,,,,,
2009-01-09,"Congaree Bancshares, Inc.",3285000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3465561,,holding company,131799000.00,Federal Reserve,Cayce,SC,CNRB,CPP,,,,,,,
2009-01-09,Crescent Financial Corporation,24900000.00,Par,Preferred Stock w/Warrants,Purchase,3027709,,holding company,968085000.00,Federal Reserve,Cary,NC,CRFN,CPP,4.48,833705,3.98,-0.50,,,
2009-01-09,"Eastern Virginia Bankshares, Inc.",24000000.00,Par,Preferred Stock w/Warrants,Purchase,2626691,,holding company,,Federal Reserve,Tappahannock,VA,EVBS,CPP,9.63,373832,8.96,-0.67,,,
2009-01-09,F.N.B. Corporation,100000000.00,Par,Preferred Stock w/Warrants,Purchase,3005332,,holding company,8210895000.00,Federal Reserve,Hermitage,PA,FNB,CPP,11.52,1302083,6.84,-4.68,,,
2009-01-09,Farmers Capital Bank Corporation,30000000.00,Par,Preferred Stock w/Warrants,Purchase,1098732,,holding company,2186880000.00,Federal Reserve,Frankfort,KY,FFKT,CPP,20.09,223992,17.52,-2.57,,,
2009-01-09,First Bancorp,65000000.00,Par,Preferred Stock w/Warrants,Purchase,1076431,,holding company,2753725000.00,Federal Reserve,Troy,NC,FBNC,CPP,15.82,616308,11.71,-4.11,,,
2009-01-09,First Financial Service Corporation,20000000.00,Par,Preferred Stock w/Warrants,Purchase,3150997,,holding company,1017056000.00,Federal Reserve,Elizabethtown,KY,FFKY,CPP,13.89,215983,13.78,-0.11,,,
2009-01-09,"First Security Group, Inc.",33000000.00,Par,Preferred Stock w/Warrants,Purchase,2836801,,holding company,1274763000.00,Federal Reserve,Chattanooga,TN,FSGI,CPP,6.01,823627,3.57,-2.44,,,
2009-01-09,FirstMerit Corporation,125000000.00,Par,Preferred Stock w/Warrants,Purchase,1070804,,holding company,11082632000.00,Federal Reserve,Akron,OH,FMER,CPP,19.69,952260,18.53,-1.16,,,
2009-01-09,GrandSouth Bancorporation,9000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2929833,,holding company,373305000.00,Federal Reserve,Greenville,SC,GRRB,CPP,,,,,,,
2009-01-09,Independence Bank,1065000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57379,,bank,66497000.00,FDIC,East Greenwich,RI,,CPP,,,,,,,
2009-01-09,Independent Bank Corp.,78158000.00,Par,Preferred Stock w/Warrants,Purchase,1136803,,holding company,3633478000.00,Federal Reserve,Rockland,MA,INDB,CPP,24.34,481664,15.95,-8.39,,,
2009-01-09,LCNB Corp.,13400000.00,Par,Preferred Stock w/Warrants,Purchase,2759900,,holding company,648792000.00,Federal Reserve,Lebanon,OH,LCNB.OB,CPP,9.26,217063,8.75,-0.51,,,
2009-01-09,"MidSouth Bancorp, Inc.",20000000.00,Par,Preferred Stock w/Warrants,Purchase,1086654,,holding company,935825000.00,Federal Reserve,Lafayette,LA,MSL,CPP,14.37,208768,11.34,-3.03,,,
2009-01-09,Mission Community Bancorp,5116000.00,Par,Preferred Stock,Purchase,2948366,,holding company,,Federal Reserve,San Luis Obispo,CA,MISS,CPP,,,,,,,
2009-01-09,New York Private Bank & Trust Corporation,267274000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3212091,,holding company,15362846000.00,Federal Reserve,New York,NY,,CPP,,,,,,,
2009-01-09,"North Central Bancshares, Inc.",10200000.00,Par,Preferred Stock w/Warrants,Purchase,,H2651,thrift holding company,473803000.00,Federal Reserve,Fort Dodge,IA,FFFD,CPP,15.43,99157,12.30,-3.13,,,
2009-01-09,Peapack-Gladstone Financial Corporation,28685000.00,Par,Preferred Stock w/Warrants,Purchase,2651590,,holding company,1380173000.00,Federal Reserve,Gladstone,NJ,PGC,CPP,30.06,143139,17.96,-12.10,,,
2009-01-09,Redwood Financial Inc.,2995000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,,H2478,thrift holding company,140904000.00,,Redwood Falls,MN,REDW,CPP,,,,,,,
2009-01-09,Rising Sun Bancorp,5983000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1846232,,holding company,246380000.00,Federal Reserve,Rising Sun,MD,RSAM,CPP,,,,,,,
2009-01-09,Security Business Bancorp,5803000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3637863,,holding company,203953000.00,Federal Reserve,San Diego,CA,SBBC,CPP,,,,,,,
2009-01-09,Security California Bancorp,6815000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3804469,,holding company,,Federal Reserve,Riverside,CA,SCAF,CPP,,,,,,,
2009-01-09,"Shore Bancshares, Inc.",25000000.00,Par,Preferred Stock w/Warrants,Purchase,2429838,,holding company,1022094000.00,Federal Reserve,Easton,MD,SHBI,CPP,21.68,172970,19.18,-2.50,,,
2009-01-09,Sound Banking Company,3070000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57095,,bank,127406000.00,FDIC,Morehead City,NC,SNBN,CPP,,,,,,,
2009-01-09,"Sun Bancorp, Inc.",89310000.00,Par,Preferred Stock w/Warrants,Purchase,1139242,,holding company,3618551000.00,Federal Reserve,Vineland,NJ,SNBC,CPP,8.68,1543376,6.43,-2.25,,,
2009-01-09,Surrey Bancorp,2000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3163867,,holding company,204148000.00,Federal Reserve,Mount Airy,NC,SRYB,CPP,,,,,,,
2009-01-09,Texas National Bancorporation,3981000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2716471,,holding company,171720000.00,Federal Reserve,Jacksonville,TX,,CPP,,,,,,,
2009-01-09,"The First Bancorp, Inc.",25000000.00,Par,Preferred Stock w/Warrants,Purchase,1133932,,holding company,1294504000.00,Federal Reserve,Damariscotta,ME,FNLC,CPP,16.60,225904,15.90,-0.70,,,
2009-01-09,The Queensborough Company,12000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1130904,,holding company,860555000.00,Federal Reserve,Louisville,GA,,CPP,,,,,,,
2009-01-09,Valley Community Bank,5500000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,34689,,bank,211129000.00,FDIC,Pleasanton,CA,,CPP,,,,,,,
2009-01-02,Chrysler Holding LLC,4000000000.00,N/A,Debt Obligation w/Additional Note,Purchase,,,auto company,,,Auburn Hills,MI,,AIFP,,,,,,,
2008-12-31,CIT Group Inc.,2330000000.00,Par,Preferred Stock w/Warrants,Purchase,1036967,,holding company,3498275000.00,Federal Reserve,New York,NY,CIT,CPP,3.94,88705584,3.01,-0.93,,,
2008-12-31,Citigroup Inc.,20000000000.00,TARGETED INVESTMENT PROGRAM,Preferred Stock w/Warrants,Purchase,1951350,,holding company,1340720959000.00,Federal Reserve,New York,NY,C,TIP,10.61,188500000,2.70,-7.91,50,2009-02-06,COP
2008-12-31,Fifth Third Bancorp,3408000000.00,Par,Preferred Stock w/Warrants,Purchase,1070345,,holding company,130672356000.00,Federal Reserve,Cincinnati,OH,FITB,CPP,11.72,43617747,2.64,-9.08,,,
2008-12-31,"First Banks, Inc.",295400000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1118797,,holding company,10747552000.00,Federal Reserve,Clayton,MO,,CPP,,,,,,,
2008-12-31,General Motors Corporation,13400000000.00,N/A,Debt Obligation w/Warrants and Additional Note,Purchase,,,auto company,91047000000.00,,Detroit,MI,GM,AIFP,,,1.93,,,,
2008-12-31,"Hampton Roads Bankshares, Inc.",80347000.00,Par,Preferred Stock w/Warrants,Purchase,3012554,,holding company,3121872000.00,Federal Reserve,Norfolk,VA,HMPR,CPP,9.09,1325858,7.63,-1.46,,,
2008-12-31,"SunTrust Banks, Inc.",1350000000.00,Par,Preferred Stock w/Warrants,Purchase,1131787,,holding company,185098787000.00,Federal Reserve,Atlanta,GA,STI,CPP,33.70,6008902,10.83,-22.87,,,
2008-12-31,The PNC Financial Services Group Inc.,7579200000.00,Par,Preferred Stock w/Warrants,Purchase,1069778,,holding company,289875471000.00,Federal Reserve,Pittsburgh,PA,PNC,CPP,67.33,16885192,31.98,-35.35,27,2009-02-06,COP
2008-12-31,"West Bancorporation, Inc.",36000000.00,Par,Preferred Stock w/Warrants,Purchase,1210066,,holding company,1536830000.00,Federal Reserve,West Des Moines,IA,WTBA,CPP,11.39,474100,8.37,-3.02,,,
2008-12-29,General Motors Corporation,884024131.00,N/A,Debt Obligation,Purchase,,,auto company,91047000000.00,,Detroit,MI,GM,AIFP,5.02,1733068,1.93,-3.09,63,2008-12-31,CBO
2008-12-29,GMAC LLC,5000000000.00,Preference,Preferred Stock w/Exercised Warrants,Purchase,,,auto company,,,Detroit,MI,GJM,AIFP,0.01,250002,8.55,8.54,63,2008-12-31,CBO
2008-12-23,1st Constitution Bancorp,12000000.00,Par,Preferred Stock w/Warrants,Purchase,2784920,,holding company,545140000.00,Federal Reserve,Cranbury,NJ,FCCY,CPP,8.99,200222,6.25,-2.74,,,
2008-12-23,"BCSB Bancorp, Inc.",10800000.00,Par,Preferred Stock w/Warrants,Purchase,,H4399,thrift holding company,574925000.00,,Baltimore,MD,BCSB,CPP,8.83,183465,8.06,-0.77,,,
2008-12-23,Bridge Capital Holdings,23864000.00,Par,Preferred Stock w/Warrants,Purchase,3280988,,holding company,,Federal Reserve,San Jose,CA,BBNK,CPP,9.03,396412,4.77,-4.26,,,
2008-12-23,Cache Valley Banking Company,4767000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2324997,,holding company,201670000.00,Federal Reserve,Logan,UT,,CPP,,,,,,,
2008-12-23,"Capital Bancorp, Inc.",4700000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2808590,,holding company,218819000.00,Federal Reserve,Rockville,MD,,CPP,,,,,,,
2008-12-23,Capital Pacific Bancorp,4000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3589702,,holding company,140578000.00,Federal Reserve,Portland,OR,CPBO,CPP,,,,,,,
2008-12-23,"Cecil Bancorp, Inc.",11560000.00,Par,Preferred Stock w/Warrants,Purchase,3135190,,holding company,491242000.00,Federal Reserve,Elkton,MD,CECB.OB,CPP,6.63,261538,5.05,-1.58,,,
2008-12-23,Central Jersey Bancorp,11300000.00,Par,Preferred Stock w/Warrants,Purchase,2910055,,holding company,600175000.00,Federal Reserve,Oakhurst,NJ,CJBK,CPP,6.31,268621,6.00,-0.31,,,
2008-12-23,Citizens Bancorp,10400000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3165133,,holding company,372202000.00,Federal Reserve,Nevada City,CA,CZNB,CPP,,,,,,,
2008-12-23,Citizens Community Bank,3000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,35326,,bank,149794000.00,Federal Reserve,South Hill,VA,CZYB,CPP,,,,,,,
2008-12-23,"Community Investors Bancorp, Inc.",2600000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,,H2385,thrift holding company,142854000.00,,Bucyrus,OH,CIBN,CPP,,,,,,,
2008-12-23,Emclaire Financial Corp.,7500000.00,Par,Preferred Stock w/Warrants,Purchase,1480944,,holding company,373603000.00,Federal Reserve,Emlenton,PA,EMCF.OB,CPP,22.45,50111,18.00,-4.45,,,
2008-12-23,"Financial Institutions, Inc.",37515000.00,Par,Preferred Stock w/Warrants,Purchase,1032464,,holding company,1909009000.00,Federal Reserve,Warsaw,NY,FISI,CPP,14.88,378175,10.38,-4.50,,,
2008-12-23,First Community Bank Corporation of America,10685000.00,Par,Preferred Stock w/Warrants,Purchase,,H2518,thrift holding company,503462000.00,,Pinellas Park,FL,FCFL,CPP,7.02,228312,5.00,-2.02,,,
2008-12-23,First Financial Bancorp,80000000.00,Par,Preferred Stock w/Warrants,Purchase,1071276,,holding company,3685878000.00,Federal Reserve,Cincinnati,OH,FFBC,CPP,12.90,930233,9.66,-3.24,,,
2008-12-23,First Sound Bank,7400000.00,Par,Preferred Stock w/Warrants,Purchase,57799,,bank,266958000.00,FDIC,Seattle,WA,FSWA.OB,CPP,9.73,114080,3.00,-6.73,,,
2008-12-23,Fulton Financial Corporation,376500000.00,Par,Preferred Stock w/Warrants,Purchase,1117129,,holding company,16550202000.00,Federal Reserve,Lancaster,PA,FULT,CPP,10.25,5509756,6.68,-3.57,,,
2008-12-23,"Green Bankshares, Inc.",72278000.00,Par,Preferred Stock w/Warrants,Purchase,1133277,,holding company,2938937000.00,Federal Reserve,Greeneville,TN,GRNB,CPP,17.06,635504,7.45,-9.61,,,
2008-12-23,"HMN Financial, Inc.",26000000.00,Par,Preferred Stock w/Warrants,Purchase,2500719,,holding company,,,Rochester,MN,HMNF,CPP,4.68,833333,3.31,-1.37,,,
2008-12-23,International Bancshares Corporation,216000000.00,Par,Preferred Stock w/Warrants,Purchase,1104231,,holding company,12393213000.00,Federal Reserve,Laredo,TX,IBOC,CPP,24.43,653226,8.10,-16.33,,,
2008-12-23,Intervest Bancshares Corporation,25000000.00,Par,Preferred Stock w/Warrants,Purchase,2049302,,holding company,2200895000.00,Federal Reserve,New York,NY,IBCA,CPP,5.42,691882,2.14,-3.28,,,
2008-12-23,"Leader Bancorp, Inc.",5830000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3439236,,holding company,260493000.00,Federal Reserve,Arlington,MA,,CPP,,,,,,,
2008-12-23,M&T Bank Corporation,600000000.00,Par,Preferred Stock w/Warrants,Purchase,1242601,,holding company,65762984000.00,,Buffalo,NY,MTB,CPP,73.86,1218522,47.25,-26.61,,,
2008-12-23,Magna Bank,13795000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,34937,,bank,529959000.00,Thrift,Memphis,TN,,CPP,,,,,,,
2008-12-23,Mission Valley Bancorp,5500000.00,Par,Preferred Stock,Purchase,3364600,,holding company,238039000.00,Federal Reserve,Sun Valley,CA,MVLY,CPP,,,,,,,
2008-12-23,"MutualFirst Financial, Inc.",32382000.00,Par,Preferred Stock w/Warrants,Purchase,,H3537,thrift holding company,1389150000.00,,Muncie,IN,MFSF,CPP,7.77,625135,6.14,-1.63,,,
2008-12-23,"Nicolet Bankshares, Inc.",14964000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3103603,,holding company,675904000.00,Federal Reserve,Green Bay,WI,,CPP,,,,,,,
2008-12-23,Pacific Coast Bankers' Bancshares,11600000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2731586,,holding company,682613000.00,Federal Reserve,San Francisco,CA,,CPP,,,,,,,
2008-12-23,Pacific Commerce Bank,4060000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57065,,bank,165410000.00,Federal Reserve,Los Angeles,CA,PFCI,CPP,,,,,,,
2008-12-23,Park National Corporation,100000000.00,Par,Preferred Stock w/Warrants,Purchase,1142336,,holding company,7166444000.00,Federal Reserve,Newark,OH,PRK,CPP,65.97,227376,55.20,-10.77,,,
2008-12-23,Parkvale Financial Corporation,31762000.00,Par,Preferred Stock w/Warrants,Purchase,,H1236,thrift holding company,,,Monroeville,PA,PVSA,CPP,12.66,376327,10.51,-2.15,,,
2008-12-23,"Peoples Bancorp of North Carolina, Inc.",25054000.00,Par,Preferred Stock w/Warrants,Purchase,2818245,,holding company,965917000.00,Federal Reserve,Newton,NC,PEBK,CPP,10.52,357234,5.91,-4.61,,,
2008-12-23,Saigon National Bank,1549000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57974,,bank,54745000.00,Comptroller,Westminster,CA,SAGN,CPP,,,,,,,
2008-12-23,Seacoast Commerce Bank,1800000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57428,,bank,74961000.00,FDIC,Chula Vista,CA,SCCB,CPP,,,,,,,
2008-12-23,Sterling Bancorp,42000000.00,Par,Preferred Stock w/Warrants,Purchase,1039454,,holding company,2196255000.00,Federal Reserve,New York,NY,STL,CPP,12.19,516817,10.43,-1.76,,,
2008-12-23,TCNB Financial Corp.,2000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2833127,,holding company,100227000.00,Federal Reserve,Dayton,OH,,CPP,,,,,,,
2008-12-23,"Tennessee Valley Financial Holdings, Inc.",3000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3082454,,holding company,200282000.00,Federal Reserve,Oak Ridge,TN,TVFH,CPP,,,,,,,
2008-12-23,"The Little Bank, Incorporated",7500000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,34934,,bank,316518000.00,FDIC,Kinston,NC,LTLB,CPP,,,,,,,
2008-12-23,"Timberland Bancorp, Inc.",16641000.00,Par,Preferred Stock w/Warrants,Purchase,2621548,,holding company,659471000.00,Federal Reserve,Hoquiam,WA,TSBK,CPP,6.73,370899,5.53,-1.20,,,
2008-12-23,"United Bancorporation of Alabama, Inc.",10300000.00,Par,Preferred Stock w/Warrants,Purchase,1083895,,holding company,549125000.00,Federal Reserve,Atmore,AL,UBAB.OB,CPP,14.85,104040,15.50,0.65,,,
2008-12-23,Uwharrie Capital Corp,10000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2082532,,holding company,451963000.00,Federal Reserve,Albemarle,NC,UWHR,CPP,,,,,,,
2008-12-23,"Western Community Bancshares, Inc.",7290000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,,H4233,thrift holding company,319702000.00,,Palm Desert,CA,,CPP,,,,,,,
2008-12-23,Western Illinois Bancshares Inc.,6855000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3356632,,holding company,355058000.00,Federal Reserve,Monmouth,IL,,CPP,,,,,,,
2008-12-19,Alliance Financial Corporation,26918000.00,Par,Preferred Stock w/Warrants,Purchase,1140510,,holding company,1359556000.00,Federal Reserve,Syracuse,NY,ALNC,CPP,23.33,173069,19.63,-3.70,,,
2008-12-19,"AmeriServ Financial, Inc",21000000.00,Par,Preferred Stock w/Warrants,Purchase,1117316,,holding company,937050000.00,Federal Reserve,Johnstown,PA,ASRV,CPP,2.40,1312500,1.85,-0.55,,,
2008-12-19,"Bancorp Rhode Island, Inc.",30000000.00,Par,Preferred Stock w/Warrants,Purchase,2896458,,holding company,1528162000.00,Federal Reserve,Providence,RI,BARI,CPP,23.32,192967,18.27,-5.05,,,
2008-12-19,"BancTrust Financial Group, Inc.",50000000.00,Par,Preferred Stock w/Warrants,Purchase,1138012,,holding company,2088839000.00,Federal Reserve,Mobile,AL,BTFG,CPP,10.26,730994,6.85,-3.41,,,
2008-12-19,"Berkshire Hills Bancorp, Inc.",40000000.00,Par,Preferred Stock w/Warrants,Purchase,,H3608,thrift holding company,,,Pittsfield,MA,BHLB,CPP,26.51,226330,24.47,-2.04,,,
2008-12-19,Bridgeview Bancorp Inc.,38000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1209145,,holding company,1505790000.00,Federal Reserve,Bridgeview,IL,,CPP,,,,,,,
2008-12-19,Citizens First Corporation,8779000.00,Par,Preferred Stock w/Warrants,Purchase,2750952,,holding company,361196000.00,Federal Reserve,Bowling Green,KY,CZFC,CPP,5.18,254218,4.00,-1.18,,,
2008-12-19,CoBiz Financial Inc.,64450000.00,Par,Preferred Stock w/Warrants,Purchase,1060328,,holding company,2617361000.00,Federal Reserve,Denver,CO,COBZ,CPP,10.79,895968,5.55,-5.24,,,
2008-12-19,Community Bankers Trust Corporation,17680000.00,Par,Preferred Stock w/Warrants,Purchase,3687046,,holding company,1079127000.00,Federal Reserve,Glen Allen,VA,BTC,CPP,3.40,780000,3.57,0.17,,,
2008-12-19,Community Financial Corporation,12643000.00,Par,Preferred Stock w/Warrants,Purchase,,H2750,thrift holding company,509719000.00,,Staunton,VA,CFFC,CPP,5.40,351194,4.17,-1.23,,,
2008-12-19,Community West Bancshares,15600000.00,Par,Preferred Stock w/Warrants,Purchase,2626299,,holding company,656886000.00,Federal Reserve,Goleta,CA,CWBC,CPP,4.49,521158,2.09,-2.40,,,
2008-12-19,Enterprise Financial Services Corp.,35000000.00,Par,Preferred Stock w/Warrants,Purchase,2303910,,holding company,2244108000.00,Federal Reserve,St. Louis,MO,EFSC,CPP,16.20,324074,9.61,-6.59,,,
2008-12-19,Exchange Bank,43000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,8468,,bank,1629346000.00,FDIC,Santa Rosa,CA,EXSR,CPP,,,,,,,
2008-12-19,FCB Bancorp Inc.,9294000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2900355,,holding company,419705000.00,Federal Reserve,Louisville,KY,FCBE,CPP,,,,,,,
2008-12-19,FFW Corporation,7289000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,,H2092,thrift holding company,326767000.00,,Wabash,IN,FFWC,CPP,,,,,,,
2008-12-19,Fidelity Financial Corporation,36282000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,,H0928,thrift holding company,1853520000.00,,Wichita,KS,,CPP,,,,,,,
2008-12-19,Fidelity Southern Corporation,48200000.00,Par,Preferred Stock w/Warrants,Purchase,1081118,,holding company,1759643000.00,Federal Reserve,Atlanta,GA,LION,CPP,3.19,2266458,2.27,-0.92,,,
2008-12-19,"First California Financial Group, Inc",25000000.00,Par,Preferred Stock w/Warrants,Purchase,1031681,,holding company,1177852000.00,Federal Reserve,Westlake Village,CA,FCAL,CPP,6.26,599042,4.01,-2.25,,,
2008-12-19,Flushing Financial Corporation,70000000.00,Par,Preferred Stock w/Warrants,Purchase,,H2328,thrift holding company,3947902000.00,,Lake Success,NY,FFIC,CPP,13.97,751611,6.12,-7.85,,,
2008-12-19,"Hawthorn Bancshares, Inc.",30255000.00,Par,Preferred Stock w/Warrants,Purchase,2038409,,holding company,1304193000.00,Federal Reserve,Lee's Summit,MO,HWBK,CPP,18.49,245443,12.95,-5.54,,,
2008-12-19,"Heartland Financial USA, Inc.",81698000.00,Par,Preferred Stock w/Warrants,Purchase,1206546,,holding company,3632294000.00,Federal Reserve,Dubuque,IA,HTLF,CPP,20.10,609687,12.91,-7.19,,,
2008-12-19,Horizon Bancorp,25000000.00,Par,Preferred Stock w/Warrants,Purchase,1209136,,holding company,1304420000.00,Federal Reserve,Michigan City,IN,HBNC,CPP,17.68,212104,11.00,-6.68,,,
2008-12-19,Intermountain Community Bancorp,27000000.00,Par,Preferred Stock w/Warrants,Purchase,2634490,,holding company,1081753000.00,Federal Reserve,Sandpoint,ID,IMCB.OB,CPP,6.20,653226,3.80,-2.40,,,
2008-12-19,Marquette National Corporation,35500000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1207486,,holding company,1711248000.00,Federal Reserve,Chicago,IL,MNAT,CPP,,,,,,,
2008-12-19,"Mid Penn Bancorp, Inc.",10000000.00,Par,Preferred Stock w/Warrants,Purchase,1944204,,holding company,563216000.00,Federal Reserve,Millersburg,PA,MPB,CPP,20.52,73099,19.99,-0.53,,,
2008-12-19,Monadnock Bancorp Inc.,1834000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,,H4287,thrift holding company,127452000.00,,Peterborough,NH,MNKB,CPP,,,,,,,
2008-12-19,"Monarch Financial Holdings, Inc.",14700000.00,Par,Preferred Stock w/Warrants,Purchase,3435386,,holding company,597198000.00,Federal Reserve,Chesapeake,VA,MNRK,CPP,8.33,264706,4.95,-3.38,,,
2008-12-19,NCAL Bancorp,10000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2925406,,holding company,420524000.00,Federal Reserve,Los Angeles,CA,NCAL,CPP,,,,,,,
2008-12-19,OneUnited Bank,12063000.00,Par,Preferred Stock ,Purchase,23966,,bank,625311000.00,FDIC,Boston,MA,,CPP,,,,,,,
2008-12-19,Pacific City Financial Corporation,16200000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3595084,,holding company,580803000.00,Federal Reserve,Los Angeles,CA,PFCF,CPP,,,,,,,
2008-12-19,Patapsco Bancorp Inc.,6000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2384508,,holding company,267519000.00,Federal Reserve,Dundalk,MD,,CPP,,,,,,,
2008-12-19,Patriot Bancshares Inc.,26038000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3390430,,holding company,963902000.00,Federal Reserve,Houston,TX,,CPP,,,,,,,
2008-12-19,PlainsCapital Corporation,87631000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2348470,,holding company,,Federal Reserve,Dallas,TX,,CPP,,,,,,,
2008-12-19,Santa Lucia Bancorp,4000000.00,Par,Preferred Stock w/Warrants,Purchase,3403778,,holding company,251582000.00,Federal Reserve,Atascadero,CA,SLBA.OB,CPP,16.06,37360,12.00,-4.06,,,
2008-12-19,Seacoast Banking Corporation of Florida,50000000.00,Par,Preferred Stock w/Warrants,Purchase,1085013,,holding company,2317149000.00,Federal Reserve,Stuart,FL,SBCF,CPP,6.36,1179245,3.41,-2.95,,,
2008-12-19,Security Federal Corporation,18000000.00,Par,Preferred Stock w/Warrants,Purchase,,H1130,thrift holding company,934799000.00,,Aiken,SC,SFDL.OB,CPP,19.57,137966,15.50,-4.07,,,
2008-12-19,StellarOne Corporation,30000000.00,Par,Preferred Stock w/Warrants,Purchase,2502049,,holding company,2933064000.00,Federal Reserve,Charlottesville,VA,STEL,CPP,14.87,302623,13.15,-1.72,,,
2008-12-19,Summit State Bank,8500000.00,Par,Preferred Stock w/Warrants,Purchase,32203,,bank,349785000.00,FDIC,Santa Rosa,CA,SSBI,CPP,5.33,239212,4.50,-0.83,,,
