Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,5048,Northwest Indiana Community Action Corporation,Crown Point,IN,"Chicago, IL-IN",3,"2,123","8,307,904",DR,"$132,552",,"$31,440","$31,890",,,"$58,730","$627,190","$67,930","$548,110","$137,256",$0,"$134,120","$26,736",$0,$0,$0
2000,5049,"Tradewinds Rehabilitation Center, Inc.",Gary,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",DR,"$67,500",,,"$576,310",,,,"$378,140",,,,,,,,,
2008,5050,Indianapolis and Marion County Public Transportation,Indianapolis,IN,"Indianapolis, IN",33,553,"1,218,919",DR,,,"$743,498","$279,585","$535,053",,"$1,353,160",,"$913,543","$1,730,851",$0,"$727,540","$2,193,292","$2,654,010","$1,730,126","$55,876","$252,069"
2008,5050,Indianapolis and Marion County Public Transportation,Indianapolis,IN,"Indianapolis, IN",33,553,"1,218,919",MB,"$2,386,563","$707,431","$779,514","$2,446,012","$1,767,393","$9,917,446","$4,466,238","$3,538,905","$14,569,421","$7,271,461",$0,"$8,199,068","$1,723,567","$5,006,866","$5,391,223","$4,514,526","$7,782,066"
2008,5051,Greater Lafayette Public Transportation Corporation,Lafayette,IN,"Lafayette, IN",212,55,"125,738",DR,,"$15,500","$50,000","$12,000",,,,,,,$0,"$175,000","$110,000",$0,$0,$0,$0
2008,5051,Greater Lafayette Public Transportation Corporation,Lafayette,IN,"Lafayette, IN",212,55,"125,738",MB,"$84,600","$103,200","$100,500","$69,000","$588,500","$606,000","$1,536,800","$1,731,000","$2,348,145","$423,000","$6,944,605","$252,000","$904,750","$645,615","$406,890","$3,036,254","$262,416"
2008,5052,South Bend Public Transportation Corporation,South Bend,IN,"South Bend, IN-MI",113,156,"276,498",DR,,,,,"$5,333","$20,960","$1,626","$132,003","$9,534","$180,129","$475,378",$0,$0,"$269,477","$233,129",$0,"$326,086"
2008,5052,South Bend Public Transportation Corporation,South Bend,IN,"South Bend, IN-MI",113,156,"276,498",MB,"$172,930","$728,716","$375,471","$520,774","$1,175,813","$4,557,650","$1,068,096","$3,533,752","$3,812,387","$1,753,269","$4,220,399","$4,820,641","$7,561,721","$5,349,182","$566,796","$1,051,813","$1,153,604"
2008,5053,Terre Haute Transit Utility,Terre Haute,IN,"Terre Haute, IN",312,43,"79,376",DR,,,,,,,,,,,"$82,355","$40,000","$101,456","$81,503",$0,$0,$0
2008,5053,Terre Haute Transit Utility,Terre Haute,IN,"Terre Haute, IN",312,43,"79,376",MB,"$12,000",,"$37,732","$79,155","$100,604","$232,080","$15,740","$150,000","$36,279","$271,418","$142,816","$103,144","$231,292","$171,192","$79,928","$82,909","$220,000"
2008,5054,Muncie Indiana Transit System,Muncie,IN,"Muncie, IN",283,43,"90,673",DR,"$104,334",,"$26,741",,,,,,"$354,126","$245,780","$247,670","$401,586","$39,984","$143,146","$6,380",$0,"$183,468"
2008,5054,Muncie Indiana Transit System,Muncie,IN,"Muncie, IN",283,43,"90,673",MB,"$666,684","$223,228","$1,500,694","$247,087","$261,585","$392,376","$1,339,441","$459,955","$2,504,070","$463,195","$626,394","$1,204,755","$215,388","$3,119,965","$47,721","$1,315,824",$0
2000,5055,City of Loves Park Transit System ,Loves Park,IL,"Rockford, IL",123,91,"207,826",MB,"$386,476","$14,581","$27,868",,,"$528,975","$290,066","$32,000",,,,,,,,,
2008,5056,Greater Peoria Mass Transit District,Peoria,IL,"Peoria, IL",127,123,"247,172",DR,,,,,"$338,954","$266,835","$1,607,407","$28,557",,,"$1,544,636",$0,"$457,751",$0,$0,$0,$0
2008,5056,Greater Peoria Mass Transit District,Peoria,IL,"Peoria, IL",127,123,"247,172",MB,"$2,583,826","$5,161,969","$102,515","$2,279,091","$1,236,881","$551,279","$340,027","$1,341,643","$269,612","$1,287,433",$0,"$4,323,882","$2,009,246","$637,137","$401,258",$0,$0
2008,5057,Rock Island County Metropolitan Mass Transit District,Moline ,IL,"Davenport, IA-IL",118,124,"270,626",DR,,,,,,,,,,,$0,"$1,035,905",$0,"$68,052",$0,$0,"$40,484"
2008,5057,Rock Island County Metropolitan Mass Transit District,Moline ,IL,"Davenport, IA-IL",118,124,"270,626",MB,"$2,341,500",,"$42,126","$256,494","$922,249","$1,117,430","$3,832,864","$1,090,447","$584,233","$427,918","$4,346,489","$5,355,487","$3,210,314","$982,917","$2,813,082","$1,203,635","$1,000,738"
2008,5057,Rock Island County Metropolitan Mass Transit District,Moline ,IL,"Davenport, IA-IL",118,124,"270,626",VP,,,,,,,,,,,$0,$0,$0,$0,,,
2008,5058,Rockford Mass Transit District,Rockford,IL,"Rockford, IL",119,139,"270,414",DR,,,,,"$13,103","$241,329","$219,543","$93,245",,,$0,$0,"$4,590","$128,932","$262,819","$469,444","$3,381,304"
2008,5058,Rockford Mass Transit District,Rockford,IL,"Rockford, IL",119,139,"270,414",MB,"$732,429","$124,344","$121,618","$2,841,852","$108,194","$275,074","$99,324","$2,996,458","$2,306,803","$245,375","$118,824","$430,506","$1,119,339","$92,122","$123,057","$6,474,388","$709,465"
2008,5059,Springfield Mass Transit District,Springfield,IL,"Springfield, IL",189,87,"153,516",DR,,,"$225,000",,,"$206,515",,,"$216,022","$164,094",$0,$0,"$219,821",$0,"$121,036","$50,838","$227,362"
2008,5059,Springfield Mass Transit District,Springfield,IL,"Springfield, IL",189,87,"153,516",MB,,"$146,986","$103,936","$119,284","$198,321","$2,440,252","$434,455","$818,139","$4,240,289","$947,099","$572,136","$1,066,537","$2,612,968","$254,137","$1,122,979","$587,299","$134,956"
2008,5060,Champaign-Urbana Mass Transit District,Urbana,IL,"Champaign, IL",215,41,"123,938",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,5060,Champaign-Urbana Mass Transit District,Urbana,IL,"Champaign, IL",215,41,"123,938",MB,"$16,564","$1,871,189","$622,371","$1,722,851","$1,184,017","$5,576,338","$7,930,166","$4,112,014","$112,249","$70,294","$10,013,634","$11,456,464","$1,901,061","$405,361","$1,451,206","$2,210,964","$2,822,043"
2008,5061,Decatur Public Transit System,Decatur,IL,"Decatur, IL",266,50,"96,454",DR,,,,,,,,,,,$0,"$89,140",$0,$0,$0,$0,"$100,451"
2008,5061,Decatur Public Transit System,Decatur,IL,"Decatur, IL",266,50,"96,454",MB,"$66,578","$350,243","$2,290,275","$1,667,698","$576,590","$26,156","$676,545","$86,141","$306,401","$225,918","$4,808,373","$220,026","$105,831","$21,540","$18,164","$35,603","$52,026"
2008,5065,Pekin Municipal Bus Service,Pekin,IL,"Peoria, IL",127,123,"247,172",MB,,,,,"$216,020",,,,,,,,,,,,
2008,5066,Chicago Transit Authority,Chicago,IL,"Chicago, IL-IN",3,"2,123","8,307,904",DR,,,,,,,,,,,$0,$0,$0,$0,$0,,
2008,5066,Chicago Transit Authority,Chicago,IL,"Chicago, IL-IN",3,"2,123","8,307,904",HR,"$233,341,927","$174,915,138","$179,755,639","$216,791,991","$236,853,563","$135,338,198","$97,867,138","$152,803,196","$229,567,286","$237,875,416","$381,219,747","$362,489,251","$373,084,664","$287,092,803","$404,990,246","$465,042,364","$694,812,498"
2008,5066,Chicago Transit Authority,Chicago,IL,"Chicago, IL-IN",3,"2,123","8,307,904",MB,"$35,147,760","$54,887,171","$54,152,455","$128,295,620","$75,811,989","$48,398,332","$32,562,099","$45,130,134","$47,210,387","$114,481,823","$101,652,160","$112,391,699","$117,349,910","$76,813,708","$201,907,163","$176,398,531","$272,108,415"
2008,5088,Sheboygan Transit System,Sheboygan,WI,"Sheboygan, WI",344,26,"68,600",DR,,"$107,200",,,,,,,,,$0,$0,$0,$0,"$204,672",$0,"$116,663"
2008,5088,Sheboygan Transit System,Sheboygan,WI,"Sheboygan, WI",344,26,"68,600",MB,"$492,000","$741,000","$949,250","$936,500","$52,850","$1,180,531","$25,000","$18,525","$250,000","$2,180,500",$0,"$1,625,019","$59,700","$1,443,971",$0,$0,$0
2008,5090,Richland County Transit,Mansfield,OH,"Mansfield, OH",310,51,"79,698",DR,,,,,,,,,,,$0,$0,$0,"$113,486","$65,945","$1,036",$0
2008,5090,Richland County Transit,Mansfield,OH,"Mansfield, OH",310,51,"79,698",MB,"$31,295","$1,162,991","$29,599","$52,647","$204,283","$602,861","$278,355","$428,507","$394,576","$68,342",$0,"$22,157",$0,"$270,357","$2,490","$561,948","$1,186"
2008,5091,Wausau Area Transit System,Wausau,WI,"Wausau, WI",345,37,"68,221",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,5091,Wausau Area Transit System,Wausau,WI,"Wausau, WI",345,37,"68,221",MB,"$1,541","$1,541","$79,187","$2,867,992","$303,814","$655,813","$2,468,535","$72,089","$63,970","$13,240","$67,187","$33,339","$83,828","$762,952","$291,855","$48,995","$17,276"
2008,5092,City of Rochester Public Transportation,Rochester,MN,"Rochester, MN",281,40,"91,271",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,5092,City of Rochester Public Transportation,Rochester,MN,"Rochester, MN",281,40,"91,271",MB,"$12,000","$50,338","$395,956","$702,137","$32,388","$2,076","$81,465","$1,041,191","$1,486,456","$464,490","$58,742","$2,194,584","$1,678,224","$2,845,880",$0,$0,$0
2008,5093,Allen County Regional Transit Authority,Lima,OH,"Lima, OH",325,46,"74,071",DR,"$23,554",,"$6,683",,,,,,,,,,,,,,
2008,5093,Allen County Regional Transit Authority,Lima,OH,"Lima, OH",325,46,"74,071",MB,,"$940,750","$50,624",,,,,,,,,,,,,,
2002,5094,Waukesha County Transit System,Waukesha,WI,"Milwaukee, WI",32,487,"1,308,913",DR,,,,,,,,,,,$0,,,,,,
2002,5094,Waukesha County Transit System,Waukesha,WI,"Milwaukee, WI",32,487,"1,308,913",MB,"$188,029","$209,028","$241,750","$270,721","$289,261","$297,940","$518,361","$684,057",,,$0,,,,,,
2008,5095,Lorain County Transit,Elyria,OH,"Lorain-Elyria, OH",157,88,"193,586",DR,"$152,384","$8,814",,"$15,291","$6,199","$218,394",,,,,"$384,386","$1,232",$0,"$269,288","$196,185",$0,"$199,388"
2008,5095,Lorain County Transit,Elyria,OH,"Lorain-Elyria, OH",157,88,"193,586",MB,"$107,982","$17,517","$446,708",,"$15,693","$132,248","$606,925","$388,202","$847,229","$149,955","$53,239","$92,405","$10,850",$0,"$1,181,647","$421,806","$392,918"
2008,5095,Lorain County Transit,Elyria,OH,"Lorain-Elyria, OH",157,88,"193,586",VP,"$10,509",,,,,,,,,,,,,,,,
2008,5096,City of Waukesha Transit Commission,Waukesha,WI,"Milwaukee, WI",32,487,"1,308,913",DR,,,,,,,,,,,"$122,571","$291,880","$224,254","$31,755","$45,723","$998,185",$0
2008,5096,City of Waukesha Transit Commission,Waukesha,WI,"Milwaukee, WI",32,487,"1,308,913",MB,"$60,820","$159,496","$885,603","$1,718,095","$161,538","$163,189","$3,438,934","$212,083","$279,377","$323,173","$1,239,334","$2,626,933","$9,124,913","$424,199","$420,984","$5,637","$1,078,665"
2004,5097,Campus Bus Service,Kent,OH,"Akron, OH",60,308,"570,215",MB,"$167,089","$627,608","$114,432","$762,535","$278,215","$1,700","$268,000","$87,093","$138,724","$182,412","$113,124","$120,024",$0,,,,
2008,5099,Eau Claire Transit,Eau Claire,WI,"Eau Claire, WI",279,57,"91,393",DR,,,,,,,"$39,475",,,,$0,$0,$0,$0,$0,$0,$0
2008,5099,Eau Claire Transit,Eau Claire,WI,"Eau Claire, WI",279,57,"91,393",MB,"$21,034",,,,,"$1,861,876","$17,509",,"$212,400","$1,234,842","$1,653,070","$8,250",$0,"$6,842","$5,995","$18,432",$0
2008,5102,Hammond Transit System,Hammond,IN,"Chicago, IL-IN",3,"2,123","8,307,904",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,5102,Hammond Transit System,Hammond,IN,"Chicago, IL-IN",3,"2,123","8,307,904",MB,,"$14,916","$241,964","$214,933","$209,129","$267,533","$181,560",,,,$0,$0,$0,$0,$0,$0,$0
2008,5103,North Township of Lake County Dial-A-Ride,Hammond,IN,"Chicago, IL-IN",3,"2,123","8,307,904",DR,"$36,701",,"$36,068",,"$109,829",,,,,"$8,637",,$0,$0,$0,$0,$0,$0
2008,5103,North Township of Lake County Dial-A-Ride,Hammond,IN,"Chicago, IL-IN",3,"2,123","8,307,904",MB,,,,,,,,,$632,,,,,,,,
2008,5104,Northern Indiana Commuter Transportation District,Chesterton,IN,"Chicago, IL-IN",3,"2,123","8,307,904",CR,"$16,090,917","$4,166,598","$5,630,805","$7,668,147","$9,634,940","$8,113,638","$9,756,035","$26,231,208","$29,224,435","$22,500,663","$32,754,363","$33,897,471","$36,731,896","$29,656,648","$28,959,567","$49,981,941","$34,589,328"
1997,5105,Portage Township Transportation ,Portage,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",DR,"$74,964",,,,,,,,,,,,,,,,
2008,5108,Janesville Transit System,Janesville,WI,"Janesville, WI",355,29,"66,034",DR,,,,,,,"$39,975",,,,$0,$0,$0,$0,$0,$0,$0
2008,5108,Janesville Transit System,Janesville,WI,"Janesville, WI",355,29,"66,034",MB,"$390,280","$623,428","$331,718","$334,087","$70,123","$4,461","$1,147,743","$924,031","$78,962","$60,946","$2,304,815","$44,650","$80,388","$118,328","$2,432,937","$385,103","$143,181"
2008,5109,City of Beloit Transit System,Beloit,WI,"Beloit, WI-IL",406,28,"56,462",DR,,,,,,,,,,,$0,"$28,208",$0,$0,$0,$0,$0
2008,5109,City of Beloit Transit System,Beloit,WI,"Beloit, WI-IL",406,28,"56,462",MB,"$154,738","$374,924","$828,959","$1,588,924","$126,945","$848,164","$4,110","$50,000","$4,258","$3,587","$1,079,379",$0,"$91,768","$112,345","$740,943","$992,812","$95,510"
2008,5110,Bloomington Public Transportation Corporation,Bloomington,IN,"Bloomington, IN",276,43,"92,456",DR,,,"$27,567",,"$35,449","$37,400","$36,000",,,,$0,$0,$0,$0,$0,$0,$0
2008,5110,Bloomington Public Transportation Corporation,Bloomington,IN,"Bloomington, IN",276,43,"92,456",MB,"$310,648","$374,000","$78,631","$1,206,674","$7,118,955","$207,500","$88,350","$640,167","$219,389","$684,374","$1,174,748","$1,991,721","$193,227","$1,609,203","$1,163,247","$1,465,291","$4,013,109"
1999,5112,Milwaukee County Paratransit System ,Milwaukee,WI,"Milwaukee, WI",27,512,"1,226,293",DR,,"$66,150","$27,424","$8,410","$23,378","$25,037","$740,990","$42,519",,,,,,,,,
2008,5113,Pace - Suburban Bus Division,Arlington Heights,IL,"Chicago, IL-IN",3,"2,123","8,307,904",DR,"$121,000","$8,700,261","$3,155,700",,"$3,466,941","$3,795,291","$41,291","$1,633,845","$1,226,345","$9,955,915","$3,766,454","$2,809,966","$2,773,534","$2,220,807",$0,"$452,539","$12,108,929"
2008,5113,Pace - Suburban Bus Division,Arlington Heights,IL,"Chicago, IL-IN",3,"2,123","8,307,904",MB,"$29,748,316","$23,721,789","$30,509,101","$15,281,099","$26,401,193","$11,600,014","$8,909,759","$18,395,588","$23,698,678","$40,174,203","$25,763,202","$65,906,293","$14,820,174","$27,123,037","$30,217,614","$24,488,668","$16,217,621"
2008,5113,Pace - Suburban Bus Division,Arlington Heights,IL,"Chicago, IL-IN",3,"2,123","8,307,904",VP,"$2,700,000",,"$1,512,143","$1,317,801","$1,214,826","$1,891,734","$2,303,595","$469,087","$4,659,799","$2,224,455","$2,806,905","$3,280,615","$1,826,599","$5,346,528","$5,553,927","$4,096,595","$2,208,672"
1993,5115,Goshen Transit System ,South Bend,IN,"Elkhart--Goshen, IN",228,52,"98,787",DR,,"$31,252",,,,,,,,,,,,,,,
2008,5117,Laketran,Grand River,OH,"Cleveland, OH",21,647,"1,786,647",DR,"$4,779,313","$1,162,229","$1,155,148","$1,374,813","$110,111","$1,394,629","$900,164","$1,229,182","$2,772,078","$1,939,725","$984,509","$1,281,125","$1,315,925","$1,670,085","$4,024,050","$3,059,444","$1,506,783"
2008,5117,Laketran,Grand River,OH,"Cleveland, OH",21,647,"1,786,647",MB,"$2,144,638","$167,957","$153,874","$1,464,292","$293,001","$6,708,602","$5,149,530","$360,477","$1,849,986","$2,820,557","$1,302,353","$4,438,075","$404,815","$401,577","$2,257,525","$549,478","$361,939"
2008,5118,Northeast Illinois Regional Commuter Railroad Corporation,Chicago,IL,"Chicago, IL-IN",3,"2,123","8,307,904",CR,"$288,821,847","$210,784,462","$217,241,323","$201,600,980","$186,600,577","$161,721,011","$160,134,362","$128,851,051","$184,515,647","$314,698,277","$341,726,939","$478,163,755","$415,461,198","$343,240,112","$248,159,408","$166,976,324","$147,144,776"
2008,5119,City of Detroit Department of Transportation,Detroit,MI,"Detroit, MI",9,"1,262","3,903,377",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,5119,City of Detroit Department of Transportation,Detroit,MI,"Detroit, MI",9,"1,262","3,903,377",LR,,,,,,,,,,,$0,"$718,319",,,,,
2008,5119,City of Detroit Department of Transportation,Detroit,MI,"Detroit, MI",9,"1,262","3,903,377",MB,"$4,249,346","$21,229,229","$2,014,067","$2,631,774","$10,814,561","$45,092,144","$4,428,615","$6,353,504","$9,040,046","$37,457,116","$31,600,326","$9,977,702","$29,433,117","$7,120,490","$9,626,562","$20,270,509","$27,781,080"
1993,5124,Heart City Rider Program ,South Bend,IN,"Elkhart--Goshen, IN",228,52,"98,787",DR,"$63,180","$30,794",,,,,,,,,,,,,,,
1995,5126,Lake County Association for the Retarded,Gary,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",DR,"$28,910","$112,500","$93,300","$221,320",,,,,,,,,,,,,
1995,5127,Southlake Center for Mental Health ,Merrillville,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",DR,,"$29,881",,"$45,350",,,,,,,,,,,,,
2008,5131,"Opportunity Enterprises, Inc.",Valparaiso,IN,"Chicago, IL-IN",3,"2,123","8,307,904",DR,"$40,970","$70,204",,"$191,220",,,"$14,963","$74,612","$139,335",,"$238,934",$0,$0,"$255,294","$18,226","$29,013",$0
2008,5132,Twin Cities Area Transportation Authority,Benton Harbor,MI,"Benton Harbor-St. Joseph, MI",372,45,"61,745",DR,"$23,930",,,"$388,177",,"$75,719","$254,902","$12,475","$103,401","$550,147","$133,095","$18,021",$0,"$143,458","$233,191","$250,569","$207,752"
2008,5132,Twin Cities Area Transportation Authority,Benton Harbor,MI,"Benton Harbor-St. Joseph, MI",372,45,"61,745",MB,,,"$60,073","$7,180","$265,160",,"$41,781",,,"$65,737","$11,894","$2,576","$239,353","$44,190","$48,026",$0,$0
2008,5133,Chippewa Falls General Public Shared-Ride Taxi System,Chippewa Falls,WI,"Eau Claire, WI",279,57,"91,393",DR,,,,,,,,,"$137,598","$80,600",$0,$0,"$60,929","$61,698",$0,$0,$0
1997,5136,Northwestern IndianaRegional Planning Commission,Portage,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",DR,,,,,"$257,162","$258,107",,,,,,,,,,,
2008,5138,City of Newark Transit Operations,Newark,OH,"Newark, OH",339,35,"70,001",DR,,"$25,256",,,,,,,,,"$39,406","$40,243","$1,190",$0,$0,"$163,986","$52,190"
2008,5138,City of Newark Transit Operations,Newark,OH,"Newark, OH",339,35,"70,001",MB,,,,,,,"$243,083","$264,580","$40,000",,,,,,,,
1995,5139,Tri-City Community Mental Health Center,East Chicago,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",DR,,"$19,552",,"$19,507",,,,,,,,,,,,,
2008,5141,Detroit Transportation Corporation,Detroit,MI,"Detroit, MI",9,"1,262","3,903,377",AG,,,"$6,903,580","$6,589,216","$5,713,749","$7,587,172","$8,228,430","$9,479,393","$634,785","$694,873","$800,076","$3,707,358","$3,323,371","$1,506,213","$3,160,701","$903,509","$5,212,322"
2008,5142,Steel Valley Regional Transit Authority,Steubenville,OH,"Weirton, WV-Steubenville, OH-PA",327,51,"73,710",MB,,,,,"$51,400",,,,,,,,,,,,
2008,5143,Brunswick Transit Alternative,Brunswick,OH,"Cleveland, OH",21,647,"1,786,647",MB,$950,"$222,340","$22,140","$16,594","$86,788","$535,219","$547,899","$39,855","$12,558","$19,349",$0,"$404,214","$208,632","$1,134",$0,$0,$0
2008,5145,City of Kokomo,Kokomo,IN,"Kokomo, IN",365,35,"63,739",DR,"$73,796","$75,596","$78,652",,,,"$195,399",,"$304,320",,"$103,770","$199,474","$1,110","$243,402","$34,761","$122,188","$227,962"
2008,5146,Madison County Transit District,Granite City,IL,"St. Louis, MO-IL",17,829,"2,077,662",DR,,"$419,575","$94,376","$618,844","$209,156","$651,537","$186,357","$1,105,406","$500,596","$424,103","$395,066","$188,115","$153,261","$2,360,382","$334,155","$33,221","$551,035"
2008,5146,Madison County Transit District,Granite City,IL,"St. Louis, MO-IL",17,829,"2,077,662",MB,,"$696,647","$443,824","$551,046","$366,350","$2,683,736","$22,017,234","$2,206,746","$942,712","$622,982","$330,684","$619,910","$1,016,892","$1,969,155","$6,312,652","$999,064","$2,239,288"
2008,5146,Madison County Transit District,Granite City,IL,"St. Louis, MO-IL",17,829,"2,077,662",VP,,"$119,692","$24,139","$182,545","$1,348,296","$273,269","$98,219","$784,394","$307,082","$253,140","$265,767","$1,453,982","$207,412","$739,994","$1,133,912","$33,873",$0
2007,5147,City of Holland Macatawa Area Express,Holland,MI,"Holland, MI",278,48,"91,921",DR,,,"$323,712","$22,448",,,"$8,291","$3,471","$440,272","$404,322","$13,113","$417,322","$71,966","$287,913",$0,$0,
2007,5147,City of Holland Macatawa Area Express,Holland,MI,"Holland, MI",278,48,"91,921",MB,,,,,,,,,"$258,572","$211,084","$10,725","$352,644","$60,812","$220,947","$702,161","$263,490",
2008,5148,Blue Water Area Transportation Commission,Port Huron,MI,"Port Huron, MI",295,56,"86,486",DR,,,,,,,,,,,"$1,061,834","$417,795","$836,903","$1,410,030","$9,623,144","$1,938,403","$3,367,353"
2008,5148,Blue Water Area Transportation Commission,Port Huron,MI,"Port Huron, MI",295,56,"86,486",MB,,,,"$18,702","$1,361,421","$1,007,214","$27,012","$1,120,319","$548,984","$1,619,298","$80,012","$302,542","$223,561","$932,214",$0,"$29,765","$2,383,890"
2008,5149,Michiana Area Council of Governments,South Bend,IN,"Elkhart, IN-MI",208,78,"131,226",DR,,,"$10,952","$85,541","$101,831","$8,452","$125,826","$131,188","$44,963","$80,122",$0,$0,$0,$0,"$64,362","$160,430","$132,438"
2008,5149,Michiana Area Council of Governments,South Bend,IN,"Elkhart, IN-MI",208,78,"131,226",MB,,,,,,,,,,,"$270,176","$118,391",$0,"$260,057",$0,$0,$0
1995,5151,"In-Pact, Inc. ",Crown Point,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",DR,,,,"$59,148",,,,,,,,,,,,,
2008,5154,Metropolitan Council,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",DR,,,,,,,,,,,"$513,560","$2,654,698","$381,346","$1,574,682","$1,283,463","$2,929,648","$506,624"
2008,5154,Metropolitan Council,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",MB,,,,,,,,"$8,348,410","$15,616,513","$15,876,571","$29,000,185","$28,368,902","$18,325,920","$13,357,437","$27,518,372","$17,080,375","$9,411,134"
2008,5154,Metropolitan Council,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",VP,,,,,,,,,,,,$0,$0,"$33,656",$0,$0,$0
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",AG,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",AR,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",CC,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",CR,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",DR,,,,,,,,"$353,626","$142,072","$7,102,463",$0,$0,"$1,922,791","$2,844,774","$1,266,135","$4,832,985","$3,731,044"
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",FB,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",HR,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",IP,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",JT,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",LR,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",MB,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",MO,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",OR,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",PB,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",TB,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",TR,,,,,,,,,,,,$0,,,,,
2008,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",VP,,,,,,,,,,,,$0,,,,,
2008,5157,Butler County Regional Transit Authority,Hamilton,OH,"Cincinnati, OH-KY-IN",26,672,"1,503,262",DR,,,,,,,,,,"$901,728","$303,382",,$0,$0,$0,"$129,854","$252,156"
2008,5157,Butler County Regional Transit Authority,Hamilton,OH,"Cincinnati, OH-KY-IN",26,672,"1,503,262",MB,,,,,,,,,,"$524,156","$21,636",$0,$0,$0,$0,$0,
2008,5158,University of Michigan Parking and Transportation Services,Ann Arbor,MI,"Ann Arbor, MI",112,129,"283,904",MB,,,,,,,,,,"$1,771,817","$1,573,176","$1,746,148",$0,"$2,159,327","$1,732,460",$0,"$2,741,944"
2008,5159,River Valley Metro Mass Transit District,Bourbonnais,IL,"Kankakee, IL",359,28,"65,073",DR,,,,,,,,,,,,,,,$0,$0,$0
2008,5159,River Valley Metro Mass Transit District,Bourbonnais,IL,"Kankakee, IL",359,28,"65,073",MB,,,,,,,,,"$449,555",,,,,,"$60,974","$191,521","$891,017"
2008,5160,Washington County Transit,West Bend,WI,"Milwaukee, WI",32,487,"1,308,913",DR,,,,,,,,,"$36,757","$46,780",$0,"$255,641","$83,227",$0,"$250,104","$183,317","$282,082"
2008,5160,Washington County Transit,West Bend,WI,"Milwaukee, WI",32,487,"1,308,913",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,5161,Ozaukee County Transit Services,Port Washington,WI,"Milwaukee, WI",32,487,"1,308,913",DR,,,,,,,,,,"$140,939","$22,095","$152,152","$251,744","$224,282",$0,$0,$0
