#,Program Title,Agency/Office,Types of Assistance,Date Modified,Date Published
93.719,ARRA - State Grants to Promote Health Information Technology,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements (Discretionary Grants),7/8/2010 8:50,7/29/2009 17:04
93.720,ARRA - Survey and Certification Ambulatory Surgical Center Healthcare-Associated Infection (ASC-HAI) Prevention Initiative,Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - Project Grants,7/22/2010 11:14,8/13/2009 10:59
93.721,ARRA - Health Information Technology Professionals in Health Care,Department of Health and Human Services / Office of the Secretary,"B - Cooperative Agreements (Discretionary Grants), B - Project Grants (Discretionary)",7/8/2010 8:50,10/13/2009 9:52
93.722,ARRA - IHS Tribal Agreements,Department of Health and Human Services / Indian Health Service,B - Project Grants (Contracts),7/8/2010 9:13,8/19/2009 10:38
93.723,"ARRA - Prevention and Wellness-State, Territories and Pacific Islands",Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/25/2010 9:10,9/11/2009 8:43
93.724,ARRA - Prevention and Wellness – Communities Putting Prevention to Work Funding Opportunities Announcement (FOA),Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements (Discretionary Grants),9/25/2010 9:11,9/11/2009 8:43
93.725,ARRA - Communities Putting Prevention to Work: Chronic Disease Self-Management Program,Department of Health and Human Services / Administration on Aging,B - Cooperative Agreements (Discretionary Grants),9/23/2010 9:14,11/25/2009 11:34
93.726,ARRA Accelerating Adoption of Comparative Effectiveness Research (CER),Department of Health and Human Services / Office of the Secretary,B - Project Grants,1/1/2010 12:05,1/1/2010 12:05
93.727,ARRA - Health Information Technology - Beacon Communities,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,7/8/2010 9:13,12/1/2009 14:49
93.728,ARRA - Strategic Health IT Advanced Research Projects (SHARP),Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,7/8/2010 9:14,12/16/2009 7:32
93.729,ARRA –Health Information Technology and Public Health,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,3/4/2010 14:56,2/3/2010 9:37
93.730,ARRA Prevention Research Centers Comparative Effectiveness Research Program,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,1/28/2010 10:56,1/28/2010 10:56
93.731,ARRA - Prevention and Wellness - Leveraging National Organizations,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,2/12/2010 11:11,2/12/2010 11:11
93.760,Rural PACE (Program of All-Inclusive Care for the Elderly) Provider Grant Program,Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - PROJECT GRANTS,7/9/2010 12:19,1/1/2006 0:00
93.767,Children's Health Insurance Program,Department of Health and Human Services / Centers for Medicare and Medicaid Services,A - FORMULA GRANTS,10/21/2010 13:13,1/1/1998 0:00
93.768,Medicaid Infrastructure Grants To Support the Competitive Employment of People with Disabilities,Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - PROJECT GRANTS,6/9/2010 13:24,1/1/2000 0:00
93.769,Demonstration to Maintain Independence and Employment,Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - PROJECT GRANTS,6/17/2010 13:27,1/1/2000 0:00
93.770,Medicare_Prescription Drug Coverage,Department of Health and Human Services / Centers for Medicare and Medicaid Services,C - DIRECT PAYMENTS FOR A SPECIFIED USE,7/27/2010 9:53,1/1/2005 0:00
93.773,Medicare_Hospital Insurance,Department of Health and Human Services / Centers for Medicare and Medicaid Services,C - DIRECT PAYMENTS FOR A SPECIFIED USE,12/27/2010 12:47,1/1/1990 0:00
93.774,Medicare_Supplementary Medical Insurance,Department of Health and Human Services / Centers for Medicare and Medicaid Services,C - DIRECT PAYMENTS FOR A SPECIFIED USE,7/22/2010 7:45,1/1/1990 0:00
93.777,State Survey and Certification of Health Care Providers and Suppliers (Title XVIII) Medicare,Department of Health and Human Services / Centers for Medicare and Medicaid Services,A - FORMULA GRANTS,9/20/2010 15:58,1/1/1990 0:00
93.778,Medical Assistance Program,Department of Health and Human Services / Centers for Medicare and Medicaid Services,A - FORMULA GRANTS,6/24/2010 15:52,1/1/1990 0:00
93.779,"Centers for Medicare and Medicaid Services (CMS) Research, Demonstrations and Evaluations",Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - PROJECT GRANTS,9/21/2010 11:27,1/1/1990 0:00
93.780,Grants to States for Operation of Qualified High-Risk Pools,Department of Health and Human Services / Centers for Medicare and Medicaid Services,A - FORMULA GRANTS,6/11/2010 11:32,1/1/2003 0:00
93.784,Federal Reimbursement of Emergency Health Services Furnished to Undocumented Aliens,Department of Health and Human Services / Centers for Medicare and Medicaid Services,C - DIRECT PAYMENTS FOR A SPECIFIED USE,7/12/2010 14:03,1/1/2004 0:00
93.789,Alternatives to Psychiatric Residential Treatment Facilities for Children,Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - PROJECT GRANTS,6/23/2010 7:50,1/1/2006 0:00
93.790,Alternate Non-Emergency Service Providers or Networks,Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - PROJECT GRANTS,7/6/2010 11:27,1/1/2006 0:00
93.791,Money Follows the Person Rebalancing Demonstration,Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - PROJECT GRANTS,6/21/2010 23:02,1/1/2006 0:00
93.793,Medicaid Transformation Grants,Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - PROJECT GRANTS,6/24/2010 15:52,1/1/2006 0:00
93.796,State Survey Certification of Health Care Providers and Suppliers (Title XIX) Medicaid,Department of Health and Human Services / Centers for Medicare and Medicaid Services,A - Formula Grants,10/15/2010 7:32,10/15/2010 7:32
93.824,Area Health Education Centers Infrastructure Development Awards,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,9/16/2010 11:15,1/1/1990 0:00
93.837,Cardiovascular Diseases Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:16,1/1/1990 0:00
93.838,Lung Diseases Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:16,1/1/1990 0:00
93.839,Blood Diseases and Resources Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:16,1/1/1990 0:00
93.846,"Arthritis, Musculoskeletal and Skin Diseases Research",Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/8/2010 9:14,1/1/1990 0:00
93.847,"Diabetes, Digestive, and Kidney Diseases Extramural Research",Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:17,1/1/1990 0:00
93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/8/2010 9:15,1/1/1990 0:00
93.855,"Allergy, Immunology and Transplantation Research",Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:18,1/1/1990 0:00
93.856,Microbiology and Infectious Diseases Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:20,1/1/1990 0:00
93.859,Biomedical Research and Research Training,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:21,1/1/1990 0:00
93.865,Child Health and Human Development Extramural Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/15/2010 11:45,1/1/1990 0:00
93.866,Aging Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:22,1/1/1990 0:00
93.867,Vision Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:30,1/1/1990 0:00
93.879,Medical Library Assistance,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,6/29/2010 7:59,1/1/1990 0:00
93.884,Grants for Training in Primary Care Medicine and Dentistry,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/1/2010 16:10,1/1/1990 0:00
93.887,Health Care and Other Facilities,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants (for specified projects),7/2/2010 10:29,1/1/1990 0:00
93.888,Specially Selected Health Projects,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants (for specified projects),7/9/2010 12:33,1/1/2004 0:00
93.889,National Bioterrorism Hospital Preparedness Program,Department of Health and Human Services / Office of the Secretary,A - Formula Grants,7/8/2010 10:13,1/1/2004 0:00
93.910,Family and Community Violence Prevention Program,Department of Health and Human Services / Office of Minority Health,B - PROJECT GRANTS,10/1/2010 8:23,1/1/1990 0:00
93.912,"Rural Health Care Services Outreach, Rural Health Network Development and Small Health Care Provider  Quality Improvement Program",Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/9/2010 12:34,1/1/1991 0:00
93.913,Grants to States for Operation of Offices of Rural Health,Department of Health and Human Services / Health Resources and Services Administration,"B - Cooperative Agreements, B - Project Grants",7/9/2010 12:34,1/1/1991 0:00
93.914,HIV Emergency Relief Project Grants,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,9/16/2010 11:15,1/1/1991 0:00
93.917,HIV Care Formula Grants,Department of Health and Human Services / Health Resources and Services Administration,A - FORMULA GRANTS,9/16/2010 11:16,1/1/1991 0:00
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/12/2010 10:10,1/1/1991 0:00
93.919,Cooperative Agreements for State-Based Comprehensive Breast and Cervical Cancer Early Detection Programs,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/23/2010 8:04,1/1/1991 0:00
93.923,Disadvantaged Health Professions Faculty Loan Repayment (FLRP) and Minority Faculty Fellowship Program (MFFP),Department of Health and Human Services / Health Resources and Services Administration,"B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE",9/16/2010 11:16,1/1/1991 0:00
93.924,Ryan White HIV/AIDS Dental Reimbursements Community Based Dental Partnership,Department of Health and Human Services / Health Resources and Services Administration,"B - PROJECT GRANTS, C - Direct Payments for Specified Use",7/12/2010 10:08,1/1/1991 0:00
93.925,Scholarships for Health Professions Students from Disadvantaged Backgrounds,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/1/2010 14:49,1/1/1991 0:00
93.926,Healthy Start Initiative,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/12/2010 10:09,1/1/1991 0:00
93.928,Special Projects of National Significance,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/9/2010 12:34,1/1/1991 0:00
93.932,Native Hawaiian Health Systems,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/1/2010 14:47,1/1/1991 0:00
93.933,Demonstration Projects for Indian Health,Department of Health and Human Services / Indian Health Service,"B - Cooperative Agreements, B - Project Grants",7/8/2010 9:15,1/1/1991 0:00
93.936,National Institutes of Health Acquired Immunodeficiency Syndrome Research Loan Repayment Program,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 12:35,1/1/1992 0:00
93.938,Cooperative Agreements to Support Comprehensive School Health Programs to Prevent the Spread of HIV and Other Important Health Problems,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,7/16/2010 8:14,1/1/1992 0:00
93.939,HIV Prevention Activities_Non-Governmental Organization Based,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,9/25/2010 9:11,1/1/1992 0:00
93.940,HIV Prevention Activities_Health Department Based,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,9/25/2010 9:11,1/1/1992 0:00
93.941,"HIV Demonstration, Research, Public and Professional Education Projects",Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,9/25/2010 9:11,1/1/1922 0:00
93.942,"Research, Treatment and Education Programs on Lyme Disease in the United States",Department of Health and Human Services / Centers for Disease Control and Prevention,"B - Cooperative Agreements, B - Project Grants (Cooperative Agreements or Contracts)",7/16/2010 8:14,1/1/1992 0:00
93.943,Epidemiologic Research Studies of Acquired Immunodeficiency Syndrome (AIDS) and Human Immunodeficiency Virus (HIV) Infection in Selected Population Groups,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,9/25/2010 9:12,1/1/1992 0:00
93.944,Human Immunodeficiency Virus (HIV)/Acquired Immunodeficiency Virus Syndrome (AIDS) Surveillance,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,7/23/2010 8:23,1/1/1992 0:00
93.945,Assistance Programs for Chronic Disease Prevention and Control,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/16/2010 8:14,1/1/1992 0:00
93.946,Cooperative Agreements to Support State-Based Safe Motherhood and Infant Health Initiative Programs,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/16/2010 8:14,1/1/1992 0:00
93.947,"Tuberculosis Demonstration, Research, Public and Professional Education",Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/23/2010 8:24,1/1/1992 0:00
93.954,Tribal Recruitment and Retention of Health Professionals into Indian Health Programs,Department of Health and Human Services / Indian Health Service,M - Training,7/8/2010 9:16,1/1/1992 0:00
93.958,Block Grants for Community Mental Health Services,Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,A - FORMULA GRANTS,8/9/2010 8:20,1/1/1993 0:00
93.959,Block Grants for Prevention and Treatment of Substance Abuse,Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,A - Formula Grants,8/10/2010 7:48,1/1/1993 0:00
93.965,Coal Miners Respiratory Impairment Treatment Clinics and Services,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/2/2010 11:02,1/1/1990 0:00
93.970,Health Professions Recruitment Program for Indians,Department of Health and Human Services / Indian Health Service,M - Training,7/8/2010 9:16,1/1/1990 0:00
93.971,Health Professions Preparatory Scholarship Program for Indians,Department of Health and Human Services / Indian Health Service,M - Training,9/21/2010 14:08,1/1/1990 0:00
93.972,Health Professions Scholarship Program,Department of Health and Human Services / Indian Health Service,M - Training,9/21/2010 14:07,1/1/1990 0:00
93.974,Family Planning_Service Delivery Improvement Research Grants,Department of Health and Human Services / Office of Population Affairs,B - PROJECT GRANTS,10/1/2010 8:24,1/1/1990 0:00
93.975,National All Schedules Prescription Electronic Reporting Grant,Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,A - Formula Grants,8/9/2010 8:24,6/12/2009 10:12
93.977,Preventive Health Services_Sexually Transmitted Diseases Control Grants,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,9/22/2010 7:31,1/1/1990 0:00
93.978,"Preventive Health Services_Sexually Transmitted Diseases Research, Demonstrations, and Public Information and Education Grants",Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,9/22/2010 7:31,1/1/1990 0:00
93.982,Mental Health Disaster Assistance and Emergency Mental Health,Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,B - PROJECT GRANTS,9/19/2010 20:45,1/1/1990 0:00
93.988,Cooperative Agreements for State-Based Diabetes Control Programs and Evaluation of Surveillance Systems,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/16/2010 8:15,1/1/1990 0:00
93.989,International Research and Research Training,Department of Health and Human Services / National Institutes of Health,"B - PROJECT GRANTS, M - TRAINING",7/9/2010 12:37,1/1/1990 0:00
93.990,National Health Promotion,Department of Health and Human Services / Office of Disease Prevention and Health Promotion,B - PROJECT GRANTS,10/1/2010 8:24,1/1/1990 0:00
93.991,Preventive Health and Health Services Block Grant,Department of Health and Human Services / Centers for Disease Control and Prevention,A - Formula Grants,9/22/2010 7:31,1/1/1990 0:00
93.993,Public Health Research Accreditation Project,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,7/25/2010 18:05,1/1/2004 0:00
93.994,Maternal and Child Health Services Block Grant to the States,Department of Health and Human Services / Health Resources and Services Administration,A - FORMULA GRANTS,7/9/2010 12:39,1/1/1990 0:00
93.995,Adolescent Family Life_Demonstration Projects,Department of Health and Human Services / Office of Population Affairs,B - PROJECT GRANTS,9/29/2010 7:57,1/1/1990 0:00
94.019,Social Innovation Fund,Corporation for National and Community Service,B - Cooperative Agreements,8/23/2010 10:32,1/28/2010 7:44
96.001,Social Security_Disability Insurance,Social Security Administration,"C - DIRECT PAYMENTS FOR A SPECIFIED USE, D - DIRECT PAYMENTS WITH UNRESTRICTED USE",10/15/2008 0:00,1/1/1995 0:00
96.007,Social Security_Research and Demonstration,Social Security Administration,B - PROJECT GRANTS,10/23/2008 0:00,1/1/1995 0:00
96.008,Social Security - Work Incentives Planning and Assistance Program,Social Security Administration,B - PROJECT GRANTS,9/17/2008 0:00,1/1/2000 0:00
96.009,Social Security State Grants for Work Incentives Assistance to Disabled Beneficiaries,Social Security Administration,B - PROJECT GRANTS,9/17/2008 0:00,1/1/2002 0:00
97.122,Bio-Preparedness Collaboratory,Department of Homeland Security,B - Cooperative Agreements,9/23/2010 7:57,5/6/2010 15:54
